Poem Name,Poem Content
You remember the feeling but not what made you feel that way,"We get used to trash along the road 
or don’t even have to get used to it 
but then some kids put their beer cans 
on the tips of small trees trying to come up. 
Little star. Now I know the cancer 
is in my body and always will be. 
Still, we can convince ourselves 
of anything. When Bea wants to play, 
that’s what I do. She gets under the covers 
and pretends to be part of my body. 
We tell her daddy she’s gone, 
but she’s right there. I say 
this is just me."
Sun to Void,"I cannot help my gaze
and did not choose this.
I was a flurry of atoms.
I was a disassembled spark.
I desired impression.
I desired progeny.
Then the Lord said unto me:
Suppose a daughter.
Does it please you?
Immensely. Immeasurably.
But I was not myself a daughter,
could be no mother of one or three.
So I was given all daughters.
All blooms, all fruits.
At first, I was a lamp
craned above a clovered garden.
The roots, they suckled the dirt,
and lashed it, and crawled for eons.
Then they were standing upright
all over the earth.
My gaze horizoned.
My origination fogged.
My eyes searched forever,
my gaze compassing.
I asked God to turn me a way,
give me eyelids, give me veil.
Give me some cover, like every other.
God, please. Please ease me, God
until God grew weary of my weary
and fixed for me an axis.
God said: Wait. Repeated: Wait.
I gave you daughters on daughters.
Are you not pleased?
I do not know pleasure.
I know not what I become.
God said: Your touch
is incomprehensible.
Now you know Me.
No fathom between us.
All men turn their faces to you,
but verily, they turn a way.
They tarry home."
Summer Wind,"It is a sultry day; the sun has drunk
The dew that lay upon the morning grass;
There is no rustling in the lofty elm
That canopies my dwelling, and its shade
Scarce cools me. All is silent, save the faint
And interrupted murmur of the bee,
Settling on the sick flowers, and then again
Instantly on the wing. The plants around
Feel the too potent fervors: the tall maize
Rolls up its long green leaves; the clover droops
Its tender foliage, and declines its blooms.
But far in the fierce sunshine tower the hills,
With all their growth of woods, silent and stern,
As if the scorching heat and dazzling light
Were but an element they loved. Bright clouds,
Motionless pillars of the brazen heaven—
Their bases on the mountains—their white tops
Shining in the far ether—fire the air
With a reflected radiance, and make turn
The gazer’s eye away. For me, I lie
Languidly in the shade, where the thick turf,
Yet virgin from the kisses of the sun,
Retains some freshness, and I woo the wind
That still delays his coming. Why so slow,
Gentle and voluble spirit of the air?
Oh, come and breathe upon the fainting earth
Coolness and life! Is it that in his caves
He hears me? See, on yonder woody ridge,
The pine is bending his proud top, and now
Among the nearer groves, chestnut and oak
Are tossing their green boughs about. He comes;
Lo, where the grassy meadow runs in waves!
The deep distressful silence of the scene
Breaks up with mingling of unnumbered sounds
And universal motion. He is come,
Shaking a shower of blossoms from the shrubs,
And bearing on their fragrance; and he brings
Music of birds, and rustling of young boughs,
And sound of swaying branches, and the voice
Of distant waterfalls. All the green herbs
Are stirring in his breath; a thousand flowers,
By the road-side and the borders of the brook,
Nod gayly to each other; glossy leaves
Are twinkling in the sun, as if the dew
Were on them yet, and silver waters break
Into small waves and sparkle as he comes."
Notes from a Pioneer on a Speck in Space,"Few things that grow here poison us.
Most of the animals are small.
Those big enough to kill us do it in a way
Easy to understand, easy to defend against.
The air, here, is just what the blood needs.
We don’t use helmets or special suits.
The Star, here, doesn’t burn you if you
Stay outside as much as you should.
The worst of our winters is bearable.
Water, both salt and sweet, is everywhere.
The things that live in it are easily gathered.
Mostly, you can eat them raw with safety and pleasure.
Yesterday my wife and I brought back
Shells, driftwood, stones, and other curiosities
Found on the beach of the immense
Fresh-water Sea we live by.
She was all excited by a slender white stone which:
“Exactly fits the hand!”
I couldn’t share her wonder;
Here, almost everything does."
"[The Image, as in a Hexagram:]","The image, as in a Hexagram:
The hermit locks his door against the blizzard.
He keeps the cabin warm.
All winter long he sorts out all he has.
What was well started shall be finished.
What was not, should be thrown away.
In spring he emerges with one garment
and a single book.
The cabin is very clean.
Except for that, you’d never guess
anyone lived there."
"[Whenever I Make a New Poem,]","Whenever I make a new poem,
the old ones sound like gibberish.
How can they ever make sense in a book?
Let them say:
“He seems to have lived in the mountains.
He traveled now and then.
When he appeared in cities,
he was almost always drunk.
“Most of his poems are lost.
Many of those we have were found in
letters to his friends.
“He had a very large number of friends.”"
Undivided Interest,"This is what is left of my land:
       Meridian 05  Township 151N
       Range 064W  Section 09
       Acres 40  Type 253500 PA
       IA 708
     
Letter and numbers.
Fractions.
Undivided interest—divided
among 336 heirs.
My interest equals 0.119 acres.
My ancestor an Indian Account.
Her name was not IA 708.
She was called Tiyowaṡtewin
and her interest was
undivided."
Dakota Homecoming,"We are so honored that
             you are here, they said.
We know that this is 
             your homeland, they said.
The admission price
             is five dollars, they said.
Here is your button
            for the event, they said.
It means so much to us that 
            you are here, they said.
We want to write
           an apology letter, they said.
Tell us what to say."
Covalent Bonds,"we are
dream carriers
child bearers
those burdens borne
with hope
and intensity
under the gravity
of responsibility
history and
love
not guilt
love
and hope
for those who
will dream
and share
these burdens born
we do not give up
willingly
but attract and repel
balance and share
stronger
in that bond of
love"
Wicaŋhpi Heciya Taŋhaŋ Uŋhipi,"(We Come from the Stars)
Stellar nucleosynthesis.
That explains 
where everything
in our universe
came from according to astrophysicists who 
only recently discovered the cosmological constant causing
the expansion
of our universe.
Our creation story tells us we came from the stars to this place Bdote
where the Minnesota and Mississippi rivers converge,
our journey along the Wanaġi Caŋku, 
in our universe,
that stargazers later called the Milky Way now disappearing 
in the excessive glow of a million million urban uplights. 
The original inhabitants of this place,
of our universe,
we are Wicaŋhpi Oyate, People
and will remain here as long as 
we can see ourselves 
in the stars."
Reconciliation,"translated by Babette Deutsch and Avrahm Yarmolinsky
(To My Mother)
A great star will fall into my lap. . .
We would hold vigil tonight,
Praying in languages
That are carven like harps.
We would be reconciled tonight—
So fully God overwhelms us.
Our hearts are only children,
Eager for weary-sweet slumber.
And our lips would kiss each other,
Why are you fearful?
Does not your heart border upon mine—
Your blood always dyes my cheeks red.
We would be reconciled tonight,
If we clasp each other, we shall not perish.
A great star will fall into my lap.
    Versöhnung 
  Es wird ein großer Stern in meinen Schoß fallen. . .
Wir wollen wachen die Nacht,
In den Sprachen beten,
Die wie Harfen eingeschnitten sind.
Wir wollen uns versöhnen die Nacht— 
So viel Gott strömt über.
Kinder sind unsere Herzen,
Die möchten ruhen müdesüß.
Und unsere Lippen wollen sich küssen,
Was zagst du?
Grenzt nicht mein Herz an deins— 
Immer färbt dein Blut meine Wangen rot.
Wir wollen uns versöhnen die Nacht,
Wenn wir uns herzen, sterben wir nicht.
Es wird ein großer Stern in meinen Schoß fallen."
"awaiting a carriage, any","it’s the numerous letters the magnolias make
as they open—one, then another, and then
a letter i don’t quite know yet—that makes any wounded
heart seem more wounded and, despite its chances,
not worth the time. i thought i’d be used to it
by now. i stood in the greening field, i famously
like to recount, and waved my arms
so i could, at last, be claimed, be carried away.
but nothing good descended. no avian form,
no cloud, just a swarm of blue things:
flung twilight, withdrawal, an opal blame.
  sure, i’ve been lonely before, i always say, but not
like this. you have to survive the bad season
to make it to the season of reversals, the magnolias
leading the fray. though that’s not
what we call it, at least not where i’m from
where there is a single, impenetrable era
that begins just as soon as it ends."
The Sunset and the Purple-Flowered Tree,"I talk to a screen who assures me everything is fine.
I am not broken. I am not depressed. I am simply
in touch with the material conditions of my life. It is
the end of the world, and it’s fine. People laugh
about this, self-soothing engines sputtering
through a nosedive. Not me. I’ve gone and lost my
sense of humor when I need it most. This is why I
speak smoke into a scene. I dance against language
and abandon verse halfway through, like a broken-
throated singer. I wander around the front yard,
pathless as a little ant at the tip of a curled-up
cactus. Birds flit in and out of shining branches.
A garden blooms large in my throat. Color and life
conspire against my idea of the world. I have to
laugh until I am crying, make an ocean to land
upon in this sea of flames. Here I am.  
Another late-winter afternoon,
            the sunset and the purple-flowered tree
trying their best to keep me alive."
"Shorn, treaded red","after “Satellites 27” by Etel Adnan
ochre starts
commence       catalyst and evensong enters
           
a flame lit arched and yearn
gleam, twofold
weary but not from this life
in time flame begets pools of
shorn Decembers
limber months evade us
            the flood
begets
burnished
catalyst and a hem
treaded red, quaked
slide gleam and slide trifold
            mirroring the fresh lake whirring
mirroring the whirring shorn wave
11 nocturnes
            you fibonacci
you catacomb"
Not,"after Adrianne Lenker
I was supposed to be writing you back
I was supposed to be describing my desires
The moment I plugged my ears, not the clouds on the ceiling
How the heat doesn’t burst
Where you sheered the gap with your thighs, a black skirt
A glossy rainbow beetle eating a lanternfly
A wasp displaced from the splintered wood door
How rain flattened the sky
Blank lightning scorching the undone bed
My chest flat with bones which don’t die
Bones, which persist like hair, inanimate, as stones persist
Mostly green indifferent appetites
When the animal god dies it’s spoiled with worms
When anger reaches its iron tongue inside it burns
I used to get off on a small, concentrated sensation
It took years to undo the glue of experience
It’s a big gap for mood
It’s a dark stripe in the darkness
It’s how I remember nothing in particular
Tracks of metal gridding the street
How a body could produce an iron nail if iron in blood assembled
I didn’t think I came but I must have
How angry it made me, the indignity of not touching
The gauzy light on a woman’s face, her idle desires
Compared to the way we fit two hands inside, hungry
How indifferent to particular folds of skin
There was a bottomlessness to the negations
Whatever it was burning gold inside a ring of nots
I, untied, dispensing promise
A commitment of green circling green only
Not what you might think, a hawk in the dead tree
A velvet rope cordoning
Nothing eventful happened so I forgot it
That’s how life moving through space works
Comparing the size of palms, smoothness of thighs
Caught in a loop I knew from history
Not capital, not significant, of a personal nature
A solemn quality of knowledge, what others might call god
Hair collected in an archive versus
Hair drawn in a long strand from one’s crevices
My horoscope says to do the smallest thing possible
The trees say indifferent rattle in the wind
This was life, normal, tidal, I considered it
The dead papering the street with their notices"
The Story of Everything,"dad?
yes, my love
where do we come from?
and we come from all of this
this is a story about a time
a time of strange times
what happened during the Big Bang?
what came after our Sun and planets were created?
throughout the first nano nano nano milli centi second of this Universe
that’s when this story takes shape
in the valley of our birth place
and we cried out to the Universe that we were here
that we were here
and we were many
so many
trillions upon trillions upon trillions
so countless and beautiful
every atom of carbon, nitrogen, oxygen, and phosphorous that makes up our bodies was forged in stars
and as the world continued to change
we evolved our ways
we honor the ancestors and the elders
we pass on the knowledge from generation to generation
maybe we go cyborg
incorporating technology into our skin, bones, and brains
if we all had biological Bluetooth, USB, or WiFi, 
i could’ve just beamed this presentation to y’all
it’s hard work up here you know
there will be the pulling and pushing of emotions
there will be laughter, and tears, and everything in between
for all the racism and hatred that the color of our skin has produced through the history of
our humanity, and for all the conflict that exists even till this very day
it all comes down to vitamin D
if we held hands for a moment and listened
we could become the power of love
the power of unity
and the power of understanding
we gathered together as a community in peace
we showed the universe how great we could all be
if we just sat and listened to the music
if you happen to be down to help create a global self-sustaining reality,
imagine the impact we could have
because the moment we perfect this
the moment we get this
we all win
together
game on
because energy is the currency of the universe
tonight, I want you to think about your life
and go out there and live it
Hānau ka iʻa hānau ka Naiʻa i ke kai lā holo
this is our chance to write our own history
do we destroy ourselves?
or do we take care of ourselves
and give our species the best chance of making it to the future unscathed?
the time to listen to each other has just begun
 "
Students of Movement,"Students of movement play in front of mirrors all day
Students of movement revel in tranquil river babblings daydreaming how they can make those patterns their own
Students of movement have a love-hate relationship with floors, walls, and gravity 
Students of movement study pigeons, worms, dogs, turtles, fishes, snakes, swans...
Students of movement strive to understand their bodies and how their muscles and limbs can transform raw emotion into physical expression
Students of movement respect all genres of dance, martial arts, meditations, and interpretations
Students of movement
Nod to rhythms echoing through hollow stairways
envisioning
fluid patterns
and gravity-defying poses...
...training to each
Subway bus passing
Leaves rattling
Book pages flapping
Audience clapping...
Searching their souls
for the spontaneous
sequence that will
set them free
subsequently
freeing others
fascinating in
the freedom set forth
By
syncopated high-hats
stage shaking stomps
three-second jumps
frictionless spins
and the sheer
beauty of
pure
Movement... 
 "
Ecclesiastes: Thirteen-Year Cicada,"our selves less self
than a knowledge
of time. time:
our shell, our salt,
our singing wings.
our wings like flakes
of mica, pining.
the land
tears its skin open
to free us,
& again, to lay us
down to rest.
systole. diastole. in all
directions: imminence;
the land emitting
a smell like love.
in the flash
between beats—
the still
of wholeness. summer,
we ate
& fucked & ate.
day a unit
to measure want.
want inseparable
from need.
deathless, we bury:
our bodies’ present;
our bodies’ future
wearing the shell
of another body.
the land names us
synapse, & we are
memory, waiting
to crack
its borders.
there is no border."
