Poem Name,Poem Content
71. Realizing Lucy,"At the top of the hill, before the light gives way to the pine
     that fractures across the sky,
and the farmhouse, opens its door to shadow, there is a
     signal.
It is not the dead bird, lying out flat and face down in the
     middle of the street, its brown
belly on the pavement, cooled by the wind.
It is not in my chest, which opens up into sections as I
     breathe in the air that almost
shocks me into falling face down as I climb the hill.
It is not the breath. It is not the sky, which I haven’t looked
     at, staring up at the
mountains, which spreads down through the range up the
     curve.
It is not my knee, which seems at any moment will collapse
     into if nothing else,
the breaking beneath my legs, the final moment I push up,
     towards the end of the light.
There are shadows which cover the sign: SUN, painted in
     blue at the peak of the hill.
So, where, today, will I direct my anger?
Where will I turn, running past the women, who hover up
     the road, no cars,
crawling into their beers in the middle of the day?
Fat and White. I refuse to grow any fatter, or to not tan.     
     This summer,
I burn off another self, sprinting up the high hill of my own
     making,
burning Kcals toward the peak of my own release. In this
     face, “What a view?”—
someone asking another. Was I supposed to seek
     something else into which to slip?"
Love in a Life,"Room after room,
I hunt the house through
We inhabit together.
Heart, fear nothing, for, heart, thou shalt find her,
Next time, herself!—not the trouble behind her
Left in the curtain, the couch’s perfume!
As she brushed it, the cornice-wreath blossomed anew,—
Yon looking-glass gleamed at the wave of her feather.
Yet the day wears,
And door succeeds door;
I try the fresh fortune—
Range the wide house from the wing to the centre.
Still the same chance! she goes out as I enter.
Spend my whole day in the quest,—who cares?
But ‘tis twilight, you see,—with such suits to explore,
Such closets to search, such alcoves to importune!
 "
Gabriel,"There are no angels       yet
here comes an angel       one
with a man's face         young
shut-off         the dark
side of the moon         turning to me
and saying:        I am the plumed
                            serpent       the beast
                            with fangs of fire   and a gentle
                            heart
But he doesn't say that       His message
drenches his body
he'd want to kill me
for using words to name him
I sit in the bare apartment
reading
words stream past me        poetry
twentieth-century rivers
disturbed surfaces        reflecting clouds
reflecting wrinkled neon
but clogged        and mostly
nothing alive left
in their depths
The angel is barely
speaking        to me
Once in a horn of light
he stood       or someone like him
salutations in gold-leaf
ribboning from his lips
Today again        the hair streams
to his shoulders
the eyes reflect      something
like a lost country       or so I think
but the ribbon has reeled itself
up
    he isn't giving
or taking any shit
We glance miserably
across the room       at each other
It's true       there are moments
closer and closer together
when words stick       in my throat
                                          'the art of love'
                                          'the art of words'
I get your message Gabriel
just        will you stay looking
straight at me
awhile longer"
Stuff I probably did and didn't,"     After Tim Dlugos' Things I Might Do

I probably didn't tell you that the last
Line of your poem left me on a plane of
Movement somewhere between the best of pop
Culture and the longest break in your favorite pop song
I probably didn't tell you that the train is going to take
Way longer than you think and you were probably annoyed
I probably broke the moon in pieces with my night vision
Straining too hard to remember what I probably dropped in your inbox
I probably should've said what I meant.
You probably knew how my life didn't fix into
That theory box on your shelf, so I probably
Ignored you when you said hi to me near Mercer St
I probably left off the most important thing
But you probably didn't want to hear it
I probably tried to be a good New Yorker and
Work hard and play hard but it didn't work
Out that way, I probably just reverted back to
The Rust Belt mode—work hard, have it not mean
Enough to play hard or play at all. It's probably too hard to make
A dent for yourself in the Rust Belt. It's all probably said and done
Your neighbor knows what you did tomorrow and what was
Going on yesterday. Probably good too so you don't get in trouble
With the other neighbor. But they probably don't know that you could
Be in NY for a few hours and have something good and so life changing happen
To you it was probably a 360 for you and probably took
You years to come down to 180, probably, right?"
The Poem,"They leave you up there he said calling you names
As it gets dark remember for you’ve had the experience
Retaining barely a consciousness the body’d shrink away
But there’s only exposure the necessary fasting you are
     seen
They want to watch you all humans being empathic
     predators
And then I said when there is no conventional body
And little recognition of forms as in a violently painful
     half-sleep
You become your other after they have had you like a feast
This is done everywhere in many ways often subtly in an
     instant
You may so be done away with I had seen the impossibility
Of living with others yet loving for that was my condition
At the crossroads when they asked me to partake of rules
     as in
A commune of pretension I left unruly
Who stands by me now he or I say and I said last night
Holding the world together by my total recall
At anyone’s distress they are so sorry sounding like
     pigeons
They who call themselves poets and have no letters"
"Knoxville, Tennessee","I always like summer
best
you can eat fresh corn
from daddy's garden
and okra
and greens
and cabbage
and lots of
barbecue
and buttermilk
and homemade ice-cream
at the church picnic
and listen to
gospel music
outside
at the church
homecoming
and go to the mountains with
your grandmother
and go barefooted
and be warm
all the time
not only when you go to bed
and sleep"
Evolution,"How, Alan Turing thought, does the soft-walled,
jellied, symmetrical cell
become the asymmetrical horse? It was just before dusk,
the sun’s last shafts doubling the fence posts,
all the dark mares on their dark shadows. It was just
after Schrodinger’s What is Life,
not long before Watson, Franklin, Crick, not long before
supper. How does a chemical soup,
he asked, give rise to a biological pattern? And how
does a pattern shift, an outer ear
gradually slough its fur, or a shorebird’s stubby beak
sharpen toward the trout?
He was halfway between the War’s last enigmas
and the cyanide apple—two bites—
that would kill him. Halfway along the taut wires
that hummed between crime
and pardon, indecency and privacy. How do solutions,
chemical, personal, stable, unstable,
harden into shapes? And how do shapes break?
What slips a micro-fissure
across a lightless cell, until time and matter
double their easy bickering? God?
Chance? A chemical shudder? He was happy and not,
tired and not, humming a bit
with the fence wires. How does a germ split to a self?
And what is a—We are not our acts
and remembrances, Schrodinger wrote. Should something—
God, chance, a chemical shudder?—
sever us from all we have been, still it would not kill us.
It was just before dusk, his segment
of earth slowly ticking toward night. Like time, he thought,
we are almost erased by rotation,
as the dark, symmetrical planet lifts its asymmetrical cargo
up to the sunset:  horses, ryegrass—
In no case, then, is there a loss of personal existence to
     deplore—
marten, whitethroat, blackbird,
lark—nor will there ever be."
Downstairs in Dreams,"Trying to fall asleep,
I count down stone steps
into the dark, and there they are:
Centaurs, half in and half out
of the woods, hindquarters still trees.
Downstairs in dreams I look
directly into their man-eyes,
which are opaque, absorbent.
They don’t speak. I don’t speak
of the long yellow teeth tearing off
the little dress—just for a glimpse,
no harm done. No hands, no harm.
Their hindquarters still trees.
No words to explain or contain it.
You can’t translate something
that was never in a language
in the first place."
Epistemology of Laundry,"this week’s last load of laundry has me stealing
my son’s precious teenage time    I reenact the duty
of my father and what comes hammering back
are trips with him    pushing his cart of dirties down
the street    his southern charm waving or shaking
hands—: bus driver    mailman    neighbors get
countless invites to dinner or a Saturday bbq
my father’s good morning darlin’ clanks & pings
as quarters spill into the bona fide grip
of the present    my son’s hands show signs
he’s ready for the tedious work ahead as he storms
through pile after pile    then his precision when offering
assistance to a stranger    this chore becomes a lesson
for the two of us    this shared work turns and tumbles  
neatly folds—: a fond memory
 "
I’m Learning Nothing This Night,"The magazine on my lap talks
about milk. Tells me that in America,
every farmer lost money on
every cow, every day of every month
of the year. Imagine that? To wake
up and know you’re digging yourself
deeper into a hole you can’t see
out of, even as your hands are wet
with what feeds you. That’s how this
thing is, holding on & losing a little each
moment. I’m whispering an invented
history to myself tonight—because
letting go is the art of living fully
in the world your body creates
when you sleep. Say a prayer for
the insomniacs. They hunger &
demand the impossible. Pray for
the farmers, hands deep in loam—
body’s weight believing what
the mind knows is ruin, they too
want the impossible, so accustomed
to the earth responding when they call."
Elegy for My Mother's Ex-Boyfriend,"Let it be said
that Tim's year was divided
into two seasons: sneakers
and flip-flops. Let us
remember that Tim
would sometimes throw a football
with all the requisite grip, angle
and spiral-talk. Let us recall
that for the sake of what was left
of appearances, my mother
never once let him sleep
in her bed; he snored all over
our dog-chewed couch, and in
the mornings when I tip-toed
past him on my way
to school, his jowls
fat as a catcher's mitt, I never cracked
an empty bottle across that space
where his front teeth
rotted out. Nor did I touch
a struck match to that mole
by his lip, whiskery dot that—he 
believed—made him irresistable
to all lovelorn women.
Still, let us remember
sweetness: Tim lying face down,
Mom popping the zits
that dotted his broad, sun-spotted back,
which, though obviously
gross, gets the January photo
in my personal wall calendar
of what love should be,
if such a calendar
could still exist above my kitchen table
junked up with the heretos and
therefores from my
last divorce.
              Let us not forget
how my mother would slip
into her red cocktail dress
and Tim would say,
""Your mother is beautiful,""
before getting up
to go dance with someone else.
              In fairness, let me
confess that I pedaled
my ten-speed
across the Leaf River bridge
all the way to Tim's
other woman's house
and lay with that woman's daughter
beside the moon-
cold weight
of the propane tank, dumb
with liquor, numb to
the fire ants that we spread
our blanket over until
I stopped for a second
and looked up
because I wondered if
her mother could hear us,
or if Tim might not
have stood in the kitchen,
maybe looked out
the window and saw
my white ass pumping
in the moonlight,
and whispered
to himself, ""That's my boy."""
Relax,"Bad things are going to happen.
Your tomatoes will grow a fungus
and your cat will get run over.
Someone will leave the bag with the ice cream
melting in the car and throw
your blue cashmere sweater in the drier.
Your husband will sleep
with a girl your daughter’s age, her breasts spilling
out of her blouse. Or your wife
will remember she’s a lesbian
and leave you for the woman next door. The other cat—
the one you never really liked—will contract a disease
that requires you to pry open its feverish mouth
every four hours. Your parents will die.
No matter how many vitamins you take,
how much Pilates, you’ll lose your keys,
your hair and your memory. If your daughter
doesn’t plug her heart
into every live socket she passes,
you’ll come home to find your son has emptied
the refrigerator, dragged it to the curb,
and called the used appliance store for a pick up—drug money.
There’s a Buddhist story of a woman chased by a tiger.
When she comes to a cliff, she sees a sturdy vine
and climbs half way down. But there’s also a tiger below.
And two mice—one white, one black—scurry out
and begin to gnaw at the vine. At this point
she notices a wild strawberry growing from a crevice.
She looks up, down, at the mice.
Then she eats the strawberry.
So here’s the view, the breeze, the pulse
in your throat. Your wallet will be stolen, you’ll get fat,
slip on the bathroom tiles of a foreign hotel
and crack your hip. You’ll be lonely.
Oh taste how sweet and tart
the red juice is, how the tiny seeds
crunch between your teeth."
Skit: Sun Ra Welcomes the Fallen,"Jupiter means anger. Sun Ra does not. Sun Ra dances the Cake Walk on Saturn’s pulpy eyes. If you believe that, I’ll tell you another one. The first is 13 and the next is 20. They were not good boys but they were boys. They were boys who died for this thing or that. The next was 16 and the last was 18. One had a cell phone. One had a gun. On earth, a goose opens its chest to a sound. The goose takes the bullet this way.  A sacrifice denied to the wind since there is no such thing as sacrifice anymore having succumbed to fever and the millennium. The bullet is all consequence. Sun Ra refuses red—long and high, low and deep. His arms are long enough to embrace them."
Three Foxes by the Edge of the Field at Twilight,"One ran,
her nose to the ground,
a rusty shadow
neither hunting nor playing.
One stood; sat; lay down; stood again.

One never moved,
except to turn her head a little as we walked.
Finally we drew too close,
and they vanished.
The woods took them back as if they had never been.
I wish I had thought to put my face to the grass.

But we kept walking,
speaking as strangers do when becoming friends.
There is more and more I tell no one,
strangers nor loves.
This slips into the heart
without hurry, as if it had never been.
And yet, among the trees, something has changed.

Something looks back from the trees,
and knows me for who I am.
—1995"
Heliotrope,"(Olivier Theatre, South Bank)
I was his favorite, simply that.
                      And you can see

for yourself why it might have been so:
                     the lushest, least

likely to weary the eyes of all
                     the serried wavelengths.
Never obvious.
                     My bit
of the spectrum unstable somehow,
                     in a way that kept
bringing him back. Search
                     image
on your browser and you’ll see
                     what I mean.
I’ve never had the advantage of
                     sculptural
beauty, as the lily has, I haven’t
                     been able to boast
that stricture of line. That making-
                    no-mistakes. God
knows I’ve wished for it, beggars
                     can dream.
But no. Some neither-this-nor
                    that turns out to be
my sphere. Some manyness rather
                     than singular

perfection. Which I like to think
                     he thought about.
He made this place.
                     They named it
for him. And upholstered the seats
                     in heliotrope,
whose cluster of vowels and con-
                     sonants
he loved like my blue-going-violet-
                     with-touches-of-
gray. The vocal colors. Warm-up,
                     nightly, before
the play. So you see, they were
                     wrong, the ones
who called me unrequited. I
                     was in his throat,
among the folds and ridges and
                     beyond them to
the very dome upon whose curve
                     the heart resides.
Just think what it used to be then,
                     in the hour before
they’d let the rest of you in:
                     my many faces toward

the sun who spoke—no, sang—
                     my name."
"from Fast Speaking Woman, Part 1","I’m a rock woman
I’m a horse woman
I’m a monkey woman
I’m a chipmunk woman
I’m a mountain woman
I’m a blue mountain woman
I’m a marsh woman
I’m a jungle woman
I’m a tundra woman
I’m the lady in the lake
I’m the lady in the sand
             water that cleans
            flowers that clean
            water that cleans as I go
 I’m a bird woman
I’m a book woman
I’m a devilish clown woman
I’m a holy-clown woman
I’m a whirling-dervish woman
I’m a whirling-foam woman
I’m a playful-light woman
I’m a tidal-pool woman
I’m a fast speaking woman"
"The Dogs at Live Oak Beach, Santa Cruz","As if there could be a world
Of absolute innocence
In which we forget ourselves
The owners throw sticks
And half-bald tennis balls
Toward the surf
And the happy dogs leap after them
As if catapulted—
Black dogs, tan dogs,
Tubes of glorious muscle—
Pursuing pleasure
More than obedience
They race, skid to a halt in the wet sand,
Sometimes they'll plunge straight into
The foaming breakers
Like diving birds, letting the green turbulence
Toss them, until they snap and sink
Teeth into floating wood
Then bound back to their owners
Shining wet, with passionate speed
For nothing,
For absolutely nothing but joy."
The Continental Army,"            George Washington passes through Lyme, CT 10 April 1776
As I lifted the kettle from the hob,
I heard the sound of drums from far away.
I paused a moment. Then that hot water
got heavy. But I listened while I worked:
a steady rhythm, now and then a fife.
I washed, wiped and put the dishes away,
then dried my hands and hung up the dishrag.
Now I heard hoof beats and many men’s boots.
I took my shawl and stepped into the dusk.
Out front, a white man with golden shoulders
and a sandy pigtail sat a gray horse
as if they were one being longing to prance.
Most of the town was lined along the street
clapping and cheering. A white army marched,
black booted feet in perfect unison,
toward the church, in identical cocked hats,
white sashes, blue coats with silver buttons,
fawn weskits and breeches, and knee high boots.
They carried muskets fitted with bayonets.
Never had I seen such terrible power.
They marched to the cadence the drummer set,
left right left right left right, for many ranks.
Some of us gathered behind McCurdy’s house
whispering what we had heard and understood
of all this commotion. Zacheus swore
he saw some brothers among the soldiers.
The drummer they marched to brought up the rear.
We stood silenced when we saw his dark face.            "
And I in My Bed Again,"Last night
                   tossed in
my bed
                  the sound of the rain turned me
around,
               a leaf
in a dried gully
                        from side to
side,
          the sound of the rain took me
apart,      opened to             what is it?
breath caught in memory of
a deep sweetness
                             that sound
                             unceasing
delicate,             the wetness running
through my body
                           It might be nighttime
                           in a forest hut,
the rain constant
                          in little rivulets
splashing,
                       at times uncertain—
safe in each other's arms,
                                       the rain sheltering
us       a depth opening
bottomless to a terrible sweetness,
                                             the small rain
shaking us in our bed
                                         (the terror)
whispering
                        End of a season,
                        wind from the west"
Maggie Says There’s No Such Thing as Winter,"If you believe in snow, you have to believe
in water as it’s meant to be, loosed
from clouds arranged like asphodel. Because that’s
what it’s like to come back: a slow
surfacing, memory spiraling away. You can sleep
so long, whole seasons are forgotten
like hospital-room plaster, spidered
with cracks in Portugal shapes. You can love
sleep like water, love your heavy limbs
pushing river and ocean aside.
After Maggie woke the doctors had her stringing
bracelets of semiprecious beads, and she
couldn’t stop counting the kinds of blue.
Here, summer, in the high shade of a gingko,
she pulls up a handful of stones on silk
and we drink grapefruit seltzer, listening
to the tinny chime of bubbles
rising to the air. She can’t remember
autumn, so we tell her someday this tree will drop
its fan-shaped leaves all at once,
golden in the October crush
of every plant’s frantic strip show. Later
we’ll see mountains through the scrim of empty
branches, and if we want we can look straight up
into the atmosphere, see the same plain old sky
revolving. When we ask Maggie what color it is
she always says iolite, picturing beads
like raindrops, shining azure on the table.
She forgets that sometimes things don’t stay
where you leave them, that the sky fades
to white even before snow begins to
fall. It’s hard, but we have to tell her
even sapphires don’t glow blue
without some kind of help."
Remnants,"                         1
Everything gets slow, stops.
I reread the telegram.

                         2
I remember the squirrel dead
at the end of the driveway.
The body thrown up on the grass
next to the azalea.
The red where the car hit
so different from the red
of the bush.
All that day and the next
I thought of ways
to stay close to my mother.

                     3
They auction the contents
of the estate. Limoges and
cloisonné, piece after piece.
The bed she slept in, her silver
tea set. I notice cobwebs
in corners, dust, places
where the wallpaper's faded.
Her painting for some other wall,
her gold for someone else's finger.
Outside taillights slash the night:
red and more red."
Center of the World,"The meek inherit nothing.
God in his tattered coat
this morning, a quiet tongue
in my ear, begging for alms,
cold hands reaching up my skirt.
Little lamb, paupered flock,
bless my black tea with tears.
I have shorn your golden
fleece, worn vast spools
of white lace, glittering jacquard,
gilded fig leaves, jeweled dust
on my skin. Cornsilk hair
in my hems. I have milked
the stout beast of what you call America;
and wear your men across my chest
like furs. Stick-pin fox and snow
blue chinchilla: They too came
to nibble at my door,
the soft pink tangles I trap
them in. Dear watchers in the shadows,
dear thick-thighed fiends. At ease,
please. Tell the hounds who undress
me with their eyes—I have nothing
to hide. I will spread myself
wide. Here, a flash of muscle. Here,
some blood in the hunt. Now the center
of the world: my incandescent cunt.
All hail the dark blooms of amaryllis
and the wild pink Damascus,
my sweet Aphrodite unfolding
in the kink. All hail hot jasmine
in the night; thick syrup
in your mouth, forked dagger
on my tongue. Legions at my heel.
Here at the world’s red mecca,
kneel. Here Eden, here Bethlehem,
here in the cradle of Thebes,
a towering sphinx roams the garden,
her wet dawn devouring."
All the Thoughts at a Football Game,"There are baby thoughts 

in the shape of seaweed & pirate knives

they float over strips of shores &

curl into a rainy parasol where

a laboring red papaya truck awaits

& there are the thoughts of Staff Sergeant

Melanie Lippman—she's back

from Afghanistan & cheers as a 

rhomboid ball burns

through the flags of space—

but she

notices distant jagged

zones on fire where the Company battles &

there are the thoughts of a father 

Don Jose Emiliano in plaid

with water on his face—his only son

on the wet field

for the first time—he is a man now

how his fury tumbles &

finds a route

to launch & spin his body 

toward a shifting goal—is that

my son he says."
Six Months After Contemplating Suicide,"Admit it—
you wanted the end
with a serpentine
greed. How to negotiate
that strangling
mist, the fibrous
whisper?
To cease to exist
and to die
are two different things entirely.
But you knew this,
didn't you?
Some days you knelt on coins
in those yellow hours.
You lit a flame
to your shadow
and ate
scorpions with your naked fingers.
So touched by the sadness of hair
in a dirty sink.
The malevolent smell
of soap.
When instead of swallowing a fistful
of white pills,
you decided to shower,
the palm trees
nodded in agreement,
a choir
of crickets singing
behind your swollen eyes.
The masked bird
turned to you
with a shred of paper hanging
from its beak.
At dusk,
hair wet and fragrant,
you cupped a goat's face
and kissed
his trembling horns.
The ghost?
It fell prostrate,
passed through you
like a swift
and generous storm."
Shut Not Your Doors to Me Proud Libraries,"Shut not your doors to me, proud libraries,
For that which was lacking among you all, yet needed most, I bring;
A book I have made for your dear sake, O soldiers,
And for you, O soul of man, and you, love of comrades;
The words of my book nothing, the life of it everything;
A book separate, not link’d with the rest, nor felt by the intellect;
But you will feel every word, O Libertad! arm’d Libertad!
It shall pass by the intellect to swim the sea, the air,
With joy with you, O soul of man."
My Father in the Night Commanding No,"My father in the night commanding No
Has work to do. Smoke issues from his lips;
      He reads in silence.
The frogs are croaking and the street lamps glow.
And then my mother winds the gramophone,
The Bride of Lammermoor begins to shriek—
      Or reads a story
About a prince, a castle, and a dragon.
The moon is glittering above the hill.
I stand before the gateposts of the King—
      So runs the story—
Of Thule, at midnight when the mice are still.
And I have been in Thule! It has come true—
The journey and the danger of the world,
      All that there is
To bear and to enjoy, endure and do.
Landscapes, seascapes . . . where have I been led?
The names of cities—Paris, Venice, Rome—
      Held out their arms.
A feathered god, seductive, went ahead.
Here is my house. Under a red rose tree
A child is swinging; another gravely plays.
      They are not surprised
That I am here; they were expecting me.
And yet my father sits and reads in silence,
My mother sheds a tear, the moon is still,
      And the dark wind
Is murmuring that nothing ever happens.
Beyond his jurisdiction as I move
Do I not prove him wrong? And yet, it's true
      They will not change
There, on the stage of terror and of love.
The actors in that playhouse always sit
In fixed positions—father, mother, child
      With painted eyes.
How sad it is to be a little puppet!
Their heads are wooden. And you once pretended
To understand them! Shake them as you will,
      They cannot speak.
Do what you will, the comedy is ended.
Father, why did you work? Why did you weep,
Mother? Was the story so important?
      ""Listen!"" the wind
Said to the children, and they fell asleep."
Circuitry,"I.
The rung wide
           receiver forgets why
he set his keys on the football field.
           Whose are they? he asks—a ringing
in his ear—while clenching
           the green. As if on the edge
of a pool, he tilts his head to drain
           water out of his canal.
It was like that, all the time,
           after. How many fingers?
he was asked, and not to tell
           a lie—it would mean his career.
It would mean recognizing you
           without your jacket when you
walked out of the room. It would mean
           you could say, Stay here
with me, and in his eyes
           could watch him come back.

II.
I spiral the parking lot, singing,
           It’s alright, I’m alright,
while I count the pole lights back
           to my car. I practice red, table, lamp
with a neuropsychologist and now
           I can tell you about how my brain
blew in the acceleration. I was in
           a locked position—the details
unbearably clear in the replay and, still,
           no one else heard me swallow
the impact. Bend at your hips
           from your two-point stance and, there,
the muffler is a finger wagging
           one one one inches from the ground.
The tire-less car rests on its crutch
           of blocks, the windows a crunch
of glass. Are you feeling the rush now
           as you look to me, your brain still
in your head—is it still in your head?
           Can you point for me where
it happens in the connection, where
           on the line the old equipment
resets itself and loops?
           Is what you say the truth?"
A Nameless One,"Hot in June a narrow winged
long-elbowed-thread-legged
living insect lived
and died within
the lodgers' second-floor bathroom here.
At six a.m.
wafting ceilingward,
no breeze but what it living made there;
at noon standing
still as a constellation of spruce needles
before the moment of
making it, whirling;
at four a
wilted flotsam, cornsilk, on the linoleum:
now that it is
over, I
look with new eyes
upon this room
adequate for one to
be, in.
Its insect-day
has threaded a needle
for me for my eyes dimming
over rips and tears and
thin places."
Anthem,"We were all in love
but didn’t know it.
We were all in love
continually. Bless
our little hearts,
smoking and drinking
and wrecking things.
Bless our shameless shame.
We were loud, invincible.
We were tough as rails.
We stole street signs
and knocked over bins.
Ripped the boards
off boarded-up stuff.
Slept in towers
filled with pigeon shit
and fluff. We kicked
beer bottles down
cobbled lanes.
Tires and chains.
Chains and wheels
and skin. The world
was always ending
and we the inventors
of everything."
