Poem Name,Poem Content
Regardless of Disaster,"Only through a disaster or a renovation
does the entire brick side of a house come down
and in this case the workmen threw stoves and refrigerators
out the windows, letting them bounce
off the fire escapes into the little Brooklyn yard.
And I wouldn’t presume to say
they did it gleefully, but the brute force
resulting in the massive sound
well, it would be difficult not to feel some satisfaction
I would think, but I don’t take apart
whole houses for long hours at a time, and I
can’t say how anything around me experiences life—
for instance whether the sparrows
who burrow in the small hill of dirt
by sitting close as cookies on a cookie sheet
then fluttering and chittering, and turning a bit
like gears in a watch, and more chittering
as if they are winding it—
whether enjoyment comes to the sparrows;
nor the tenor when the mice, bucking expectation
change direction to squeeze inside
after the long winter, seemingly undeterred by the four of us
having an earnest discussion about the painting in the Whitney
but racing—calmly, somehow—between the couches
as if it were their private two a.m.;
or the ants who also appeared in the kitchen as if
the first daffodils in the yard trumpeted directions to them
to carry items thrice their size right away
finding just what they needed, a year later;
and all this triggering a cleaning jag
during which I pulled the refrigerator and stove
out from the wall, cleared the shelves, took out the rugs
and saw the naked planes and corners
we made a life within, while across the yards
the construction crew, passing
their own halfway point, had begun to rebuild the place.
How emphatically the truly knowledgeable have worked
to insure we don’t ascribe delight
to living things other than ourselves! But when
the cardinal joins his mate on the top of the fence—
a peck on the beak—framed by the bared stories of the house
and the furred buds on the winter straw of a bush
look like green hoofs about to gallop into leafness
you can’t tell me to separate
the work of instinct from the moment for a jay
when something feels one-hulled-sunflower-seed-better
than the moment-before-the-sunflower-seed
or to deny that fortune in this place
has allowed optimism to alight with sunlight
on the orange construction helmet of the man now
home in bed—regardless, regardless of it all."
Evening Storm,"I want to paint the livingness of appearances.
            —Marsden Hartley
What of these evening storms
where foam becomes rock—wave
becomes cove. Inside the billow as
you always dreamed it would be
two men collapse into being.
Like so, the rocks give up their
solid stance. If Hart threw
himself from ship to sea, how
can you, Hartley, hardly alive
in this solitude, not find his
eye inside of you. There is a crest
a recurring tall wave that comes
for you. So little light gets through
other than in sea foam your desire
knit to storm—here is your Maine mountain where the upsurge
the passional thrust gets through.
 "
Solve for X,"And in the outer world, the first, something smooth and wet. An
     X
skims across the tops of the crests in a succession of skips. The
     longest
holds its space in the air, pauses, then descends into what is a cool
     sleep.
X and all the faces of backlit animals gaze downward at you. Their
     curious engulfed
silhouettes. A spasm of radio and the accident of understanding
what it means to be X. What it means to be held and kissed and
     gibbered to
as though you were something cast away and suddenly,
     miraculously, returned.
     "
My Mama moved among the days,"My Mama moved among the days
like a dreamwalker in a field;
seemed like what she touched was hers
seemed like what touched her couldn’t hold,
she got us almost through the high grass
then seemed like she turned around and ran
right back in
right back on in"
Grotesque,"Why do the lilies goggle their tongues at me
When I pluck them;
And writhe, and twist,
And strangle themselves against my fingers,
So that I can hardly weave the garland
For your hair?
Why do they shriek your name
And spit at me
When I would cluster them?
Must I kill them
To make them lie still,
And send you a wreath of lolling corpses
To turn putrid and soft
On your forehead
While you dance?"
Meditation,"Take it easy, Sadness. Settle down.
You asked for evening. Now, it’s come. It’s here.
A choking fog has blanketed the town,
infecting some with calm, the rest with fear.

While the squalid throng of mortals feels the sting
of heartless pleasure swinging its barbed knout
and finds remorse in slavish partying,
take my hand, Sorrow. I will lead you out,

away from them. Look as the dead years lurch,
in tattered clothes, from heaven’s balconies.
From the depths, regret emerges with a grin.

The spent sun passes out beneath an arch,
and, shroudlike, stretched from the antipodes,
—hear it, O hear, love!—soft night marches in.
*
Recueillement

Sois sage, ô ma Douleur, et tiens-toi plus tranquille.
Tu réclamais le Soir; il descend; le voici:
Une atmosphère obscure enveloppe la ville,
Aux uns portant la paix, aux autres le souci.
Pendant que des mortels la multitude vile,
Sous le fouet du Plaisir, ce bourreau sans merci,
Va cueillir des remords dans la fête servile,
Ma Douleur, donne-moi la main; viens par ici,
Loin d'eux. Vois se pencher les défuntes Années,
Sur les balcons du ciel, en robes surannées;
Surgir du fond des eaux le Regret souriant;
Le soleil moribond s'endormir sous une arche,
Et, comme un long linceul traînant à l'Orient,
Entends, ma chère, entends la douce Nuit qui marche."
The Good Light,"There were always such beautiful shadows in your work,
Though many now dodge their taxes with your art. Rarely
As it seems, life involves death with every decision, which is
Why I miss the non-Euclidean idiom we used to argue over
Everything in the dictionary of what not to do. Somewhere
In a mix between Beaches and Häxan I have these weird
Memories of you sleeping when there’s no way I was there
To see you sleeping—a crystal ball above your bed lets
Tensors, in a tension of tenses, tongue-tie time and divine
Your urge to fearlessly abandon yourself to love as you
Understand love, where paradox gives way to paradox
And awareness is congratulated with awareness of how
This multiverse, in vast tribulation, ushers us on in unison
As one of many big bangs begins again to light the way."
The Big Book of Therapy,"If you think of humans as rare
as snowflakes, your world
is constantly melting.
If you think of humans as essential
to keeping dogs happy,
someone will always want
to buy you a beer.
 "
John Henry,"If you believe what you hear, he was everywhere
from Virginia to Alabama just beyond every holler.
Which is to say he was everywhere and everywhere
he was, he was unwanted. In one story, they say it
happened because if a white man said it happened,
then it happened. In another, he was a prisoner which
is more plausible because only a man who lives in darkness
can be felled by the light. But if it happened that often,
there had to be more than one, or maybe it was everyone
or all of us and maybe he stood down there at the cold face
shoulders stooped and begged a mountain move
which we all have done some time or another. Maybe he
prayed for strength to move it as we do some time or
another. But this we can say is true: the world sent
a man down into the earth one day—the same world
who fixed his shackles, closed each door, the world
which said no, and no, and no like so many stones.
The world sent a man into the earth one day to leave
him. That man emerged from the earth with one word
that the earth had been holding, and in that moment
he broke the earth, stumbled out into the chilly air
before he fell, he brought this one word to us. Liar."
from Ultrasound (i),"                    (for Duncan)
Oh whistle and I’ll come to ye,
my lad, my wee shilpit ghost
summonsed from tomorrow.
Second sight,
a seer’s mothy flicker,
an inner sprite:
this is what I see
with eyes closed;
a keek-aboot among secrets.
If Pandora
could have scanned
her dark box,
and kept it locked—
this ghoul’s skull, punched eyes
is tiny Hope’s,
hauled silver-quick
in a net of sound,
then, for pity’s sake, lowered."
Nurse,"My mother went to work each day
in a starched white dress, shoes
clamped to her feet like pale
mushrooms, two blue hearts pressed
into the sponge rubber soles.
When she came back home, her nylons
streaked with runs, a spatter
of blood across her bodice,
she sat at one end of the dinner table
and let us kids serve the spaghetti, sprinkle
the parmesan, cut the buttered loaf.
We poured black wine into the bell
of her glass as she unfastened
her burgundy hair, shook her head, and began.
And over the years we mastered it, how to listen
to stories of blocked intestines
while we twirled the pasta, of saws
teething cranium, drills boring holes in bone
as we crunched the crust of our sourdough,
carved the stems off our cauliflower.
We learned the importance of balance,
how an operation depends on
cooperation and a blend of skills,
the art of passing the salt
before it is asked for.
She taught us well, so that when Mary Ellen
ran the iron over her arm, no one wasted
a moment: My brother headed straight for the ice.
Our little sister uncapped the salve.
And I dialed the number under Ambulance,
my stomach turning to the smell
of singed skin, already planning the evening
meal, the raw fish thawing in its wrapper,
a perfect wedge of flesh."
Return,"My daughter, ten and brown—another summer
in Arizona with her father—steps
nonchalantly down the ramp as planes
unfurl their ghostly plumes of smoke.
I had forgotten how his legs, dark
and lean as hers, once strode toward me
across a stretch of hammered sand.
And her shoulders, sloped like his, a cotton
blouse scooped so low I can see
her collarbones arched gracefully
as wings, the cruel dip
in the hollow of her throat. And my throat
closes when she smiles, her bangs
blown into a fan around her face, hair
blond as the pampas grass that once waved
wild behind our fence. Whatever held us
together then is broken, dishes
in pieces on the floor, his dead
cigarettes crushed one after another
into the rail of the porch.
Now she opens her arms as he
used to, against a backdrop of blue sky,
so wide I worry she’ll float up on these
gusts of clutching wind and disappear,
like a half-remembered dream, into
the perilous future, into the white
heart of the sun."
The Owner of the Night,"interrogates whoever walks
this shadow-lane, this hour
not reserved for you: who
are you to enter it?
Orion’s head over heels
above the road, jewel-belt
flinting starlight
to fuel two eyes looking
down from the air:
beacons in reverse,
since light pours in
toward her appetite
until she wings her noiseless outline
between our rooftop and the stars,
over this door and all the doors
hidden in the grass:
dreaming voles,
firefly province,
wasps in the palace
they’ve hollowed under the hill.
Mole resting his face against his splayed hands.
Perch, blink. Pose
the evening’s question
to the sleepless
while the moon if there is one
scatters islands
on a field of ink. Who

maps this? The owner
of the night looks down
to mirror and admit the hours
before the upper vaults
begin to lighten and recede.
Did you hear what I said,
a face looks down from the night?
Did who hear me? Who
reads this page, who writes it?
 "
I Ask My Mother to Sing,"She begins, and my grandmother joins her.
Mother and daughter sing like young girls.
If my father were alive, he would play
his accordion and sway like a boat.
I’ve never been in Peking, or the Summer Palace,
nor stood on the great Stone Boat to watch
the rain begin on Kuen Ming Lake, the picnickers
running away in the grass.
But I love to hear it sung;
how the waterlilies fill with rain until
they overturn, spilling water into water,
then rock back, and fill with more.
Both women have begun to cry.
But neither stops her song."
Dreams,"Mysterious shapes, with wands of joy and pain,
Which seize us unaware in helpless sleep,
And lead us to the houses where we keep
Our secrets hid, well barred by every chain
That we can forge and bind: the crime whose stain
Is slowly fading ’neath the tears we weep;
Dead bliss which, dead, can make our pulses leap—
Oh, cruelty! To make these live again!
They say that death is sleep, and heaven’s rest
Ends earth’s short day, as, on the last faint gleam
Of sun, our nights shut down, and we are blest.
Let this, then, be of heaven’s joy the test,
The proof if heaven be, or only seem,
That we forever choose what we will dream!"
Tender Buttons [Eggs],"Kind height, kind in the right stomach with a little sudden mill.
Cunning shawl, cunning shawl to be steady.
In white in white handkerchiefs with little dots in a white belt all shadows are singular they are singular and procured and relieved.
No that is not the cows shame and a precocious sound, it is a bite.
Cut up alone the paved way which is harm. Harm is old boat and a likely dash."
Beauty,"            Je suis belle, ô mortels! comme un rêve de pierre
           (Baudelaire)
These poisoned sensations have to be
Accepted if they’re to be
Overcome. Looking
Up calories on my phone

Not that I’m counting 
Don’t even like numbers
It’s something vestigial
It comes in bad minutes

To teach my body something's in control
Something little & unholy, wrong idea
Of information, chiseling a transparent minute
Into myself with the afterimage of a form

If I did this kind of thing
On the bigger machine it’d be
Worse. Worse
Things than this are bombing

The world. A terrible
Fate is coming to power tomorrow. I’m reading
The early poems of Sherman Alexie. Desolation
Of secular life. I remember the luxury of speculating

All mystical traditions grew up
In the souls of a disciplined few
Turned in on themselves while under
Occupation by tyrants. That was then. This

Morning I could see one comfort: to become rock
Hard. Could imagine one comfort:
To have become rock. I had no
Imagination. I had his. I had theirs. “Formalism

& grammar are ways to be thin...” masochism
Merely thought of, the idea of a calorie
Most boring way to feel womanly doing itself to me
This morning I was panicking, burning, I was desperate

Scanning the body of my bedfellow
Its beautiful cheeks & chin
& long smooth abdomen
My silence growing fat like an old fruit

Still making me sick
It makes me sick I longed
For the wrong thing
I longed for death. I dreamed of stone

sent by hand
19 January 2017
 "
Water Street,"Nothing between us and Brooklyn Bridge
seen from our windows—on the other side of Pearl,
Dover is Frankfort, along the Bridge towards
City Hall—Governors, Staten, Liberty islands,
the harbor, violet and gray, a passing barge
piled with sand, ebony, the East River, the Heights
gold, rain pouring down, massed angles washed
by spacious light, air cleared, an amber luster,
thick, bristling shore of cranes on platforms,
gulls appearing, gleaming white flakes, Manhattan
Bridge, farther up the shore, brushed green.
Images, afterimages, in aftertime, remembered
time, in love’s optic, love’s characters; in sounds,
in shapes and colors, the same things thought, the thing
said is said in words refracted, pressed in the mind,
among them, now, my peers, vicious and cyanotic,
in the inmost wheels of the machinery of state,
in the invisible axle of the state, radar-jamming F-4G
Wild Weasel missiles, bursts of fire, magenta-tinged
halos circling Baghdad, Operation Desert Storm.
In remembered time, the moon is red, and patches
of red cloud; a finger drawn around the rim
of a cognac snifter; at the sight of a child
with enormous protuberant eyes squeezing
handkerchiefs in both fists, my own anger vanished.
Along these lines, the trouble I’m having
comprehending the schizophrenic prisoner
on death row must be forced to take antipsychotic
medication to make him sane enough to execute,
the drugs, according to the prosecution, beneficial
to him, his eligibility for execution the only unwanted
consequence. And, again, that self that lay hidden,
who speaks in a whisper; and ongoing revelations
in series of circles. Or, say, Water Street,
South Street Seaport, seated outdoors, late June,
early evening, strips of bright silver-pink clouds,
trio of bass, keys, drums; or, let’s say,
Water Street, Bridge Café, that February
gray winter day, table in the back, near
the window, up along Dover the Bridge.
 "
This Place,"This place previously in a vision      Wet pen drawn at the line

A place religiously tied     religiously religiously

A person, place or thing

Bring thy pebble or thy flowers or thy inscription
Bring bring bringeth your love
Dear ones bringeth your love

Ashes to trees

The trees!"
After Anna Akhmatova,"As the future ripens in the past...
a terrible festival of dead leaves
—Anna Akhmatova
The trees talk quietly among themselves
the thrush sings its brown song brushed with blue
the roses from the bodega open in the vase
and under the streetlight the long shadows
tarnishing the day as we know it—if
I ask for a stone you give me a stone, 
if I ask for water I do not get water,
everything I love weighted and found
wanting, as if the world knew how to give
answers to questions. In the long generous
shadow of history, I wake and wonder
how long it can go on, my lips touching
your ear, asking, what are you thinking—
while in the capital the lion stalks his cage
and on the veld the scorched banyans bend
under their fruit, the camps charred, no one
to pick it. A long time ago, after months
when death came so quickly to us it was
as if we had written an invitation, crows
settled in the ghost trees. There is my
mother, you said, and my father. It goes on."
Under Stars,"When my mother died
I was as far away
as I could be, on an arm of land
floating in the Atlantic
where boys walk shirtless
down the avenue
holding hands, and gulls sleep
on the battered pilings,
their bright beaks hidden
beneath one white wing. 
Maricopa, Arizona. Mea Culpa.
I did not fly to see your body
and instead stepped out
on a balcony in my slip
to watch the stars turn
on their grinding wheel. 
Early August, the ocean,
a salt-tinged breeze.
Botanists use the word
serotinous to describe
late-blossoming, serotinal
for the season of late-summer.
I did not write your obituary
as my sister requested, could
not compose such final lines:
I closed the piano
to keep the music in. Instead
I stood with you
on what now seems 
like the ancient deck
of a great ship, our nightgowns
flaring, the smell of dying lilacs
drifting up from someone’s
untended yard, and we
listened to the stars hiss
into the bent horizon, blossoms
the sea gathered tenderly, each
shattered and singular one
long dead, but even so, incandescent,
making a singed sound, singing
as they went. 
 "
The African Picnic,"World Cup finals, France v. Brasil.
We gather in Gideon’s yard and grill.
The TV sits in the bright sunshine.
We want Brasil but Brasil won’t win.
Aden waves a desultory green and yellow flag.
From the East to the West to the West to the East
we scatter and settle and scatter some more.
Through the window, Mamma watches from the cool indoors.
Jonah scarfs meat off of everybody’s plate,
kicks a basketball long and hollers, “goal,”
then roars like the mighty lion he is.
Baby is a pasha surrounded by pillows
and a bevy of Horn of Africa girls
who coo like lovers, pronounce his wonders,
oil and massage him, brush his hair.
My African family is having a picnic, here in the USA.
Who is here and who is not?
When will the phone ring from far away?
Who in a few days will say good-bye?
Who will arrive with a package from home?
Who will send presents in other people’s luggage
and envelopes of money in other people’s pockets?
Other people’s children have become our children
here at the African picnic.
In a parking lot, in a taxi-cab,
in a winter coat, in an airport queue,
at the INS, on the telephone,
on the cross-town bus, on a South Side street,
in a brand-new car, in a djellaba,
with a cardboard box, with a Samsonite,
with an airmail post, with a bag of spice,
at the African picnic people come and go.
The mailman sees us say good-bye and waves
with us, good-bye, good-bye, as we throw popcorn,
ululate, ten or twelve suitcases stuffed in the car.
Good-bye, Mamma, good-bye—
The front door shut. The driveway bare.
Good-bye, Mamma, good-bye.
The jet alights into the night,
a huge, metal machine in flight,
Good-bye, Mamma, good-bye.
At the African picnic, people come and go
and say good-bye."
from Song of Myself XXIV,"Walt Whitman, a kosmos, of Manhattan the son,
Turbulent, fleshy, sensual, eating, drinking and breeding,
No sentimentalist, no stander above men and women or apart from them,
No more modest than immodest.
Unscrew the locks from the doors!
Unscrew the doors themselves from their jambs!
Whoever degrades another degrades me,
And whatever is done or said returns at last to me.
Through me the afflatus surging and surging, through me the current and index.
I speak the pass-word primeval, I give the sign of democracy,
By God! I will accept nothing which all cannot have their counterpart of on the same terms.
Through me many long dumb voices,
Voices of the interminable generations of prisoners and slaves,
Voices of the diseas’d and despairing and of thieves and dwarfs,
Voices of cycles of preparation and accretion,
And of the threads that connect the stars, and of wombs and of the father-stuff,
And of the rights of them the others are down upon,
Of the deform’d, trivial, flat, foolish, despised,
Fog in the air, beetles rolling balls of dung.
Through me forbidden voices,
Voices of sexes and lusts, voices veil’d and I remove the veil,
Voices indecent by me clarified and transfigur’d.
I do not press my fingers across my mouth,
I keep as delicate around the bowels as around the head and heart,
Copulation is no more rank to me than death is.
I believe in the flesh and the appetites,
Seeing, hearing, feeling, are miracles, and each part and tag of me is a miracle.
Divine am I inside and out, and I make holy whatever I touch or am touch'd from,The scent of these arm-pits aroma finer than prayer,This head more than churches, bibles, and all the creeds.
If I worship one thing more than another it shall be the spread of my own body, or any part of it,
Translucent mould of me it shall be you!
Shaded ledges and rests it shall be you!
Firm masculine colter it shall be you!
Whatever goes to the tilth of me it shall be you!
You my rich blood! your milky stream pale strippings of my life!
Breast that presses against other breasts it shall be you!
My brain it shall be your occult convolutions!
Root of wash'd sweet-flag! timorous pond-snipe! nest of guarded duplicate eggs! it shall be you!
Mix'd tussled hay of head, beard, brawn, it shall be you!
Trickling sap of maple, fibre of manly wheat, it shall be you!
Sun so generous it shall be you!
Vapors lighting and shading my face it shall be you!
You sweaty brooks and dews it shall be you!
Winds whose soft-tickling genitals rub against me it shall be you!
Broad muscular fields, branches of live oak, loving lounger in my winding paths, it shall be you!
Hands I have taken, face I have kiss'd, mortal I have ever touch'd, it shall be you.
I dote on myself, there is that lot of me and all so luscious,Each moment and whatever happens thrills me with joy,I cannot tell how my ankles bend, nor whence the cause of my faintest wish,Nor the cause of the friendship I emit, nor the cause of the friendship I take again. That I walk up my stoop, I pause to consider if it really be,A morning-glory at my window satisfies me more than the metaphysics of books.
To behold the day-break!The little light fades the immense and diaphanous shadows,The air tastes good to my palate. Hefts of the moving world at innocent gambols silently rising freshly exuding,Scooting obliquely high and low.
Something I cannot see puts upward libidinous prongs,Seas of bright juice suffuse heaven.
The earth by the sky staid with, the daily close of their junction,The heav'd challenge from the east that moment over my head,The mocking taunt. See then whether you shall be master!"
"Song of Myself, 48","I have said that the soul is not more than the body,
And I have said that the body is not more than the soul,
And nothing, not God, is greater to one than one’s self is,
And whoever walks a furlong without sympathy walks to his own funeral drest in his shroud,
And I or you pocketless of a dime may purchase the pick of the earth,
And to glance with an eye or show a bean in its pod confounds the learning of all times,
And there is no trade or employment but the young man following it may become a hero,
And there is no object so soft but it makes a hub for the wheel’d universe,
And I say to any man or woman, Let your soul stand cool and composed before a million universes.
And I say to mankind, Be not curious about God,
For I who am curious about each am not curious about God,
(No array of terms can say how much I am at peace about God and about death.)
I hear and behold God in every object, yet understand God not in the least,
Nor do I understand who there can be more wonderful than myself.
Why should I wish to see God better than this day?
I see something of God each hour of the twenty-four, and each moment then,
In the faces of men and women I see God, and in my own face in the glass,
I find letters from God dropt in the street, and every one is sign’d by God’s name,
And I leave them where they are, for I know that wheresoe’er I go,
Others will punctually come for ever and ever."
21 November 2004," my words are impoverished,
i don’t make cents here
a mouth that has no reason,
has no season
how sad it is that life is bent,
on how well you spoke

 a bull’s thistle and a fox’s tail
 You had taken your leave when the white man asked You to
You had taken your stance when the white man threatened You to
 johnson’s grass and a lady’s thumb

 and when their life tipped,
at the end of your rifle
they forgot their words—gook
they forgot their hate—freed

 in a morning glory among witch’s grass
the heavens from above see all, she says

 21 November 2004"
In the Next Yard,"O yes, you are very cunning,
I can see that:
Out there in the snow with your red cart
And your wooly grey coat
And those ridiculous
Little grey leggings!
Like a rabbit,
A demure brownie.
O yes, you are cunning;
But do not think you will escape your father and mother
And what your brothers are!
I know the pattern.
It will surely have you—
For all these elfish times in the snow—
As commonplace as the others,
Little grey rabbit.
 "
Things Said To Be Ineffable,"A book decorates
A nightstand
And a body
Decorates a bed.
The nightstand
May be made
Of plastic, metal,
Or wood,
And is normally
The same
Height as the bed.
Even if they are
Very married,
Lovers tarry
And aver
And aver and
Tarry. Finally
One of them
Rises
To search
The dictionary
For a word
The other has
Made up.
 "
Close Encounters,"I was a real cute kid. Ask anybody. My father
likes to tell a story about a modeling scout
who spotted us out midday shopping
at the Briarwood Mall. Imagine five-year-old me,
all sailor stripes & junior afro, doing a full pull-up
on the magazine kiosk: Got any Keats? No doubt
something I’d heard watching Jeopardy
with granny, but it mattered not
to the tickled pink lady. Oh, you’re just soooo
sweet! What a cutie-sweet! she decreed, handing dad
her flowery card. It wouldn’t stop there.
My 10th birthday, whole neighborhood invited,
I strutted down the stairs in a white sports coat
like, Look, folks. In case you’re wondering,
I’m the host! My mother told Mrs. Holbrook
He was born full-grown with a briefcase. As I’m sure
you will be, little sewn seed, undone. Future me.
Dear son, the defacing starts much later.
After desegregation sparks the awkward clutch
of Coach clutches on campus busses, but before
the riots in Baltimore. It started a few days before
I turned thirty, Invisibility. Home from teaching
the sons & daughters of Indiana farm hands
it’s ok to write poems, same briefcase slung
tired across wrinkled linen, you’d have thought
I accosted her—Maria—when I stooped down
to pluck my mother a pair of magenta tulips    
from her own thriving garden, & she shrieked
Why are you staring at my lawn! Maria who
used to slide teen-me a twenty to occupy her
daughter in the playpen while she grabbed
a bottle of Bordeaux from the basement
before the real nanny arrived. She must have seen
straight through me, into the distant past, alternate
reality when your grandparents’ neighboring
residence would have been a servants’, & I
in that moment, for the first time, unsaw her.
As primer. A kind of manila cardstock 
I’d failed to imprint. Son, sometimes this happens.
It happens in gated spaces when you look like
a lock pick. See the 44th president. Scratch that.
It happens in gated spaces, as the lone
locksmith. & if I’m being honest,
the happy way things are going between
me & E., you may well resemble him.   
Don’t count yourself precious. Truth is,
too soon, you will bend down to rob a few
bright blossoms from your own land &
look away from the earth
to make certain you haven’t been ogled.
This phantom guilt applied to a nape
through the eyes of every blind Maria,
here’s the key: try not to let it die.
Now run to the closest mirror, quickly
remember how sweet the fleeting love."
Promised Years,"I would tell her
Except she wouldn't care
I'd write him
Except he'd never write me back
There is a rat they left hanging
I'd save it
Except it's dead
What is the force that swirls me
I asked of the wind
There was no reply
It was beyond me
And I was floating in it
Circles and circles
I've seen them throughout my life
I tried to answer them
They bled their mouths on me
Call me call me I begged of the moon
It did not listen
It had left me alone
So many years ago
And as the world collapsed
I mouthed the empty rhetoric of my time period
Call me call me
I begged of the wind"
