Poem Name,Poem Content
Nachtraglichtkeit,"               —after Kaja Silverman’s Flesh of My Flesh
On having slashed myself from throat to instep
in one unbroken line,
I suppose it was a reenactment, Freud's Nachtraglichkeit:
the second act.  The past presses so hard
on the present, the present is badly bruised,
blood brims under the skin.
That was the situation I was in.  Wearing a jacket of blood
from an earlier crime,
which was also mine.  A curving zipper with misaligned
teeth, open to show red lipstick,
meat.  And a stage smile, have a seat!  Normally I'm much
more careful, naturally something
like this would only ever happen in a dream,
but even dreams have their dreams
of finding their dreamer awake, silent within earshot,
carving knife in hand.  

Did you know that anguish thins the blood and thickens
the vessel?  It was like cutting
a rare steak.  A minotaur, glittering with rubies
and pink candles.  My hands hung
like electrical wires off a building on the edge of collapse,
every one of my gestures symbolic,
ruined of magic.  For there is no miraculous beast,
and there never was, standing
on the golden field of frozen honey clover,
each leaf strong enough to bend
under everything's weight. Strong because it bends.
Because it has already been crushed,
but its cells know that blight, one massive cut,
will slit each tiny skin surgically
in order to save the field from itself.  I cannot suffer
the same fate twice,  force my own hand
or stay it.  Can't repeat or unrepeat.  This finitude
is infinite and infinitely expanding."
Our Family on the Run,"Everything organized around Cal in his wheelchair. He can’t walk and I can’t carry him far. We’d have the wheelchair van, as long as we could find gas. Simone in the side seat, Craig and me in the front. 
Maybe spray paint a Super Soaker metallic silver to look like a real weapon? 
Load the car up with cans of enteral food for Cal’s g-tube. Maybe a six-week supply, plus a go-backpack full of cans, extensions, spare Mick-E button. Three days of food for the rest of us. We’ll find water. 
Sleeping in the front seats, taking turns on watch. Simone curled up next to the gas can and ziplock of batteries/cords/chargers, with her one stuffed animal we have to worry about something happening to, her only toy. 
And      what      if      we      lose      the      car?      Running      on      some      side      road to—Pennsylvania/airport/Atlantic/evacuation center/relocation camp/as yet unknown. Trying to buy a blow-up raft for four people. Can’t take the wheelchair. 
Our stack of euros to buy four plane tickets: can’t take the wheelchair. 
On foot, trying to get to a friend’s country home, promise of a bedroom. No way to call the friend for directions. A compass one of the kids got at a birthday party wound up under a car seat. Lucky.
Lucky too Simone can walk—though she gets tired and I’d want to hoist her on my back if I didn’t have to save my energy to carry Cal when Craig’s legs give way, his back out. 
Cal, four foot six and sixty pounds of tween, who must be carried if we somehow lose that wheelchair. Or the wheelchair breaks, or is stolen, or gets a flat tire, or rusts. 
It’s red, a color Cal chose by smiling when we said “red” in a list of colors. No expression when we said blue, green, black, purple or pink. Big smile when we said red. He had his choice and he made it. 
How strange that the color of his wheelchair ever mattered enough to anyone to offer him that handful of options. 
Simone is hungry. I give her a Clif bar (that 24 pack I bought for rushed mornings) and she drops half of it on the dirt road, which is covered in, what, bone dust or atomized drywall? 
She grabs what she dropped and stuffs it into her mouth before I can stop her. Why would I stop her? 
The side of the road is the well-known gutter of desperation always included in stories about wars where many people have to move on foot to the next terrible place. 
No matter what the emergency, whenever people are forced to flee you find, piece by piece, how their understanding of their situation changed. 
If you read the stories, you’re supposed to find abandoned photo albums, suitcases, babies. The useless things cut out by survival’s swift knife. Dead weight, long gone. 
You never find food, bottled water, working flashlights, live batteries, short wave radios. It’s true, what all those stories said, it turns out. 
Eventually out of water and arms shredded, I carry Cal, Craig carries me, and Simone carries us all. Almost seven years old, she is so strong and has some Clif bars stuffed in a bag. The notebook with all our information is long lost. 
She knows where she’s going. How does she know that?  She runs ahead and carries us, her heart pounding and breaking with the weight and strain of all of us in there."
Blueberries for Cal,"Watching little Henry, 6, scoop up blueberries
and shovel them into his mouth, possessed.
I’m so glad I brought blueberries—wish my kids
could/would eat them. Cal can’t; Simone won’t.
Henry’s sisters Lucy & Jane took turns feeding each
other goldfish crackers and sips of juice. 
Arms around each other’s neck and back. Tiny things.
I  wish my daughter had a sister like that
and my son a nervous system that let him walk
and munch berries. Sometimes I can’t bear
all the things Cal doesn’t get to do. I want to curse
everything I can’t give him. 
Admire/compare/despair—that’s not the most real 
feeling I’m feeling, is it?  I feel joy in Henry’s joy. 
Blueberries for the child who wants them.
There’s all this energetic sweetness, enough to go around,
to give and taste and trust. More than enough.
For Cal too.  I want to remember this.  
My children seem to subsist on music and frosting. 
Where there’s frosting, there’s cake. 
Where there’s music, someone chose to make a song 
over all other things on this earth. "
Identity & Community (There is no “I” in “Sea”),"I don’t want to be surrounded by people. Or even one person. But I don’t want to always be alone. 
The answer is to become my own pet, hungry for plenty in a plentiful place. 
There is no true solitude, only only. 
At seaside, I have that familiar sense of being left out, too far to glean the secret: how go in?
What an inhuman surface the sea has, always open.
I’m too afraid to go in. I give no yes.
Full of shame, but refuse to litter ever. I pick myself up.
Wind has power. Sun has power. What is power’s source?

                       *                                   *                                  *

There’s no privacy outside. We’ve invaded it. 
There is no life outside empire.  All paradise is performance for people who pay. 
Perhaps I’m an invader and feel I haven’t paid. 
What a waste, to have lost everything in mind.

                       *                                   *                                  *

Watching three mom-like women try to go in, I’m green—I want to join them.  
But they are not my women.  I join them, apologizing. 
They splash away from me—they’re their pod. People are alien. 
I’m an unknown story, erasing myself with seawater. 
There goes my honey and fog, my shoulders and legs.

                       *                                   *                                  *

What could be queerer than this queer tug-lust for what already is, who already am, but other of it?
Happens? That kind of desire anymore? 
Oh I am that queer thing pulling and greener than the blue sea. I’m new with envy. 
Beauty washing over itself. No reflection. No claim. Nothing to see. 
If there’s anything bluer than the ocean it’s its greenness. It’s its turquoise blood, mixing me.

                       *                                   *                                  *

I was a woman alone in the sea. 
Don’t tell anybody, I tell myself.
Don’t try to remember this. Don’t document it.  
Remember: write down to not-document it."
Self-Compassion,"My friend and I snickered the first time
we heard the meditation teacher, a grown man,
call himself honey, with a hand placed
over his heart to illustrate how we too 
might become more gentle with ourselves
and our runaway minds. It’s been years
since we sat with legs twisted on cushions,
holding back our laughter, but today
I found myself crouched on the floor again,
not meditating exactly, just agreeing
to be still, saying honey to myself each time
I thought about my husband splayed
on the couch with aching joints and fever
from a tick bite—what if he never gets better?—
or considered the threat of more wildfires,
the possible collapse of the Gulf Stream,
then remembered that in a few more minutes, 
I’d have to climb down to the cellar and empty
the bucket I placed beneath a leaky pipe
that can’t be fixed until next week. How long
do any of us really have before the body
begins to break down and empty its mysteries
into the air? Oh honey, I said—for once
without a trace of irony or blush of shame—
the touch of my own hand on my chest
like that of a stranger, oddly comforting
in spite of the facts."
Anne,"I imagine today just like yesterday—
I will spend the morning writing and then,
when the tide recedes, I’ll trip along drift lines
searching. Yesterday I found an entire sand dollar
and four amber sea agates. The day before—
a red plastic heart stuck in driftwood. But
Anne,     what I really want to find
is a buoy. A fine glass fishing buoy, like the one
you brought to our third-grade show-and-tell
in 1982. A perfect glass bauble, wrapped in brown
hemp. Mint green, cerulean, sparkling, and you,
Anne, gleaming, cradling the globe, in small,
flawless hands. You illumed, Anne, in front of the class,
teaching us what your Grandma taught you
about glassblowing and fishing nets and the tide
that carried that buoy all the way from Japan
to the Oregon Coast, so far from our landlocked
Colorado town, so far from anywhere
our imaginations had yet taken us. Even those of us
in the back row could see. Anne,
tall and gangly, shy and anxious, you traveled
to the sea and brought back a flawless
glass buoy. Even those who teased you hardest
felt the weight of envy. “Be careful,”
you begged us, hinting finally toward fragility, rarity.
Yet these years later I am still searching the wrack
lines, my hands begging back that unbroken
weight, as if by finding my own buoy I might know something
about…     Anne,
please forgive me, I held on too loose—
what do ten-year-old hands know of mortality or the way
lives can be shattered on coasts? What
does this forty-nine-year-old heart understand
about the mechanics of staying afloat, of netting a life
and not letting go?"
what we learn in time of pestilence,"the blackberries mold again before they’re half-eaten
everyone needs toilet paper and diapers
                                                                                    dirt cheap
new washing machines are hard to come by
we/she/they have no words
assisted living
                                                                                    dragged through the dirt
my mother struggles toward the bathroom 
on camera behind her walker, soils herself
                                                                                    don’t talk dirty
she can’t help it, but she’s still ashamed
                                                                                    eat dirt
I wiped her bottom in January 
& said I’d be back in March
I am no fortune teller
                                                                                    hit the dirt
she grew up in dust storms,
stufﬁng rags under doors hurry-scurry, 
dirt-poor, and that’s shameful too
                                                                                    don’t air your dirty laundry in
                                                                                    public
she wants to eat chocolate all day
she wants to send hose to her grandmother
                                                                                    dirtbag
she wants to know why we stole her baby 
she wants to know when the kids are coming 
she wants to know where my father is
                                                                                    treated like dirt
she wants to know the time/the day/the month/the year
my family doesn’t know how to communicate
                                                                                    dig up dirt

when my mother said dirty she meant"
The Indians’ Spirits,"Down in the deep my spirit will creep
    Out of the window into the air
No one knows where.
     Deathless and lifeless, sleepless of fears
Indians will keep their spirits near—
    Creeping about in the open air
No one knows where.
Down in the deep my spirit will creep,
    Fearless of sorrow and fearless of time,
Indian will seek a spirit to help his creed.
     Out of the window into the air
No one knows where.
    Indian spirit shall share
Deathless and lifeless, sleepless of fear
     The noise of my spirit shall speak very clear.
Out of the window into the air
     No one knows where
When far into the darkened night a change in the air
    The Indian spirit shall creep out of no where."
Maria and Oceanus,"1. Mare Crisium
battery of wind   |   car sliding toward the
ditch   |   phantom in the left hemisphere   |   blood
down wrong   |   an erase   |   drumbeat   |  rip along
the seam   |   drumbeat   |    landslide and shatter   |   oh
drumbeat   |   how you became ashes when we
weren’t there   |   silence   |   silence   |  silence   |   silence   ||
  2. Mare Nubium
Turn west toward granite chop and shut
your eyes. Think of what you desire. Spread
your arms to manifest four humors in the arc. Clouds
will form in the shape of a precipice woman stone
eagle. You will be torn. You will be called
a fumbler. Clouds will form in the shape of a
child wren hand boat. You will be lofted.
You will be called a savior. Clouds form.
You open your arms. Rain at last lets down.
  3. Mare Tranquillitatis
All our stories sputtered
out. Waves
the only language
left. Empty wine bottle
nestled against
a driftwood bulwark.
Blue hour after
the sun, before dark,
and you kept
pushing your hair
out of your eyes
so you could watch
light forget
the mountains.
  4. Mare Cognitum
Maybe afterward we know.
In this living there is no space
for recognition. I’d hang a ribbon
above the water. I’d be a book.
Finder’s fee to anyone who can
point out the route. Here. After.
  5. Oceanus Procellarum
Once, electricity crawled through my arm and raised
a blister on each fingertip. Once, I choked on a stone.
Air pushing against barrier. Once, a car struck and I
kept traveling. Glass fragments in my hair and a broken
wing. I’ve never been good at this, saying which thump
bruised and which thump distorted. I wanted with
the whole structure I built as my being. Pulled myself
out of a life and into another. Low pressure rolling in
along my spine and settling. I want to open up now
and let it all out. Go ahead, make up a story of how
I was cold and unapproachable. Most shining when
closest but still bringing out the wind, bringing out the storm."
In the Meantime,"The river rose wildly every seventh spring
or so, and down the hatch went the town,
just a floating hat box or two, a cradle,
a cellar door like an ark to float us back
into the story of how we drown but never
for good, or long. How the ornate numbers 
of the bank clock filled with flood, how 
we scraped minute by minute the mud 
from the hours and days until the gears
of time started to catch and count again.
Calamity is how the story goes, how
we built the books of the Bible. Not 
the one for church, but the one the gods
of weather inscribed into our shoulder
blades and jawbones to grant them grit
enough to work the dumb flour of day
into bread and breath again. The world
has a habit of ending, every grandmother 
and father knew well enough never to say,
so deeply was it stained into the brick 
and mind. We live in the meantime
is how I remember the length of twilight 
and late summer cicadas grinding the air
into what seemed like unholy racket to us, 
but for them was the world’s only music."
On Working Remotely & No Longer Commuting with Chronic Pain,"the train leaves the station without me / so does the bus / the sidewalks stay empty of my steps—the rushed ones, the ones pierced with pain, the its-too-late-at-night to still be walking ones / i keep my cash / it doesn’t load my metro card and then another card when the first one’s lost / i don’t panic in the car about leaving late—least not as much / when winter comes, i don’t sit on the cold, cold bench waiting and waiting, clutching a pair of my stockpiled hand warmers / i don’t bundle myself up in oppressive layers / or unravel in the late night, releasing the day’s pressure like a punctured balloon / instead i sit / and continue to sit / in this chair then that one / look out the window to escape the screen’s demands / wonder how i ever had fuel for those past travels / i rest / and i rise / and listen to the body that’s carried me here as it whispers the way forward"
Ultra Orator Spell,"I become the song I’ve been
singing alone in this field with you.
What deal did we make that leaps
so far behind both into the horizon 
and from it? Some grim comfort
has come my way in the form
of an ox. The ox struggles to remain
in my consciousness, an unfounded
howl yearning to ring around
a ventriloquist’s echo. I’ve become
too busy for such nonsense, so I cast
it into the places where I retreat myself,
the ecstatic, gratitudinal rest and re-
storation of popular music. My goal
isn’t to unfold popular music once
more, rather it is to speak now to
how the animals say it better. Make
the nominal joy render justice. Make
a joke of nothing. Grade this remark
holding no reluctance today, only hope."
Jellyfish Olympics,"There are wires and cords
that stretch out, 
hang dangling
from the hospital bed,
the transparent filigree 
of a floating jellyfish.
One leads to the phone
to order food. 
One leads to the TV, so we can stare at
cooking shows with delicacies not available here.
One leads to compression wraps
for your vulnerable legs.
Another leads to the IV ports 
in your bruised, crepe-skinned arm.
In between your long spells of sleeping
and my knitting, 
we enjoy the pretend competition
of the contestants cooking.
We marvel at how quickly 
they move about the kitchen.
I marvel even more at your careful movements
and the miracle of progress after your fall.
We count the steps you take
as if you are skipping stones—
any number makes you a winner. 
You fight for everyday markers of strength,
your efforts a perfect ten.
This is the Olympics of rehabilitation.
Cotton gown diamond patterns 
become your fashion.
We look out the window as day becomes night.
Another day passes 
in the goldfish bowl of recovery,
a blue ribbon day of taking five steps 
just to turn around
and walk back to the bed."
Sonnets from the Cherokee (I),"My heart is like an opal, flashing fire
And flaming gleams of pointed light
At thy approach; or lying cold and white
When thou art gone; robbed of a dream’s desire
Is left moon-white and dull; no darting flame
Or sapphire gleam to mark a sweet suspense.
But only still, benumbed indifference
Unwaked at thy soft whisper of my name.
Come now, I tire of waiting to know love;
Teach me to scorn indifference white and dim
For I would drain fate’s cup of joy or strife;
Would play to the lost chord the vibrant hymn
That passion sings; my heart lifted above
Dull apathy; pulsating; knowing Life."
We Feel Now A Largeness Coming On,"Being called all manner of things
from the Dictionary of Shame—
not English, not words, not heard,
but worn, borne, carried, never spent—
we feel now a largeness coming on,
something passing into us. We know
not in what source it was begun, but
rapt, we watch it rise through our fallen,
our slain, our millions dragged, chained.
Like daylight setting leaves alight—
green to gold to blinding white.
Like a spirit caught. Flame-in-flesh.
I watched a woman try to shake it, once,
from her shoulders and hips. A wild
annihilating fright. Other women
formed a wall around her, holding back
what clamored to rise. God. Devil.
Ancestor. What Black bodies carry
through your schools, your cities.
Do you see how mighty you’ve made us,
all these generations running?
Every day steeling ourselves against it.
Every day coaxing it back into coils.
And all the while feeding it.
And all the while loving it."
