Poem Name,Poem Content
Notes on Inheritance,"                 “This is the only kingdom.
                 The kingdom of touching:
                 the touches of the disappearing, things.”
                                            —Aracelis Girmay
                                                           When I see wax, I think of submission.
I think of afterlife. I think of the sky
& what it leaves behind. I used to think
myself a doe, then a hurricane. The muscle
inside the tongue. The prayer-sore. Again
& again, something foreign. Fugitive. So briefly
I was a girl. A young woman. A mule, mother, arm-
rest—the sky resting on a bridge overlooking
the river. That cold, cold water. I waded in,
three seconds to numb. & nothing. I can’t give in
to love. What will become of us
when it’s the child that is imagined?
Our gods: the fields under a haze
of mosquitoes. And lo, the stars’ white
fire. And lo, the splintered spines of spruce
trees. And lo, the disappearing hours.
I stretch my neck into the next life.
I breathe in the cherry blossoms & bomb-
scent of aftermath. I don’t care why
I didn’t want this. I lean into myself.
I take what is offered until I forget
I am what is offered. With the orchard
& the apple I didn’t name. There is
an hour that bears my grave already.
It’s late. I can’t help but wish I wasn’t
lonely. That I wasn’t made to disappear."
Gin Gang Milonga,"It follows the slug of bell tongue,
rattle against the apple
of an ox throat. Hoof after
hoof, breath chuffed,
is this how we are all yoked?
Death steps a tight circle
maintains the image of moving
forward, always pulling in
closer to the center
of this ancient structure,
lugging the rotation
of our hearts. It pulls in worship,
interminable ring of filling
its own fresh hoof prints, lifetime
spent dancing atop hay rot—
palpably wet, overwhelming."
Pintura Negra,"—After Francisco Goya's ""Saturn Devouring His Son""
We follow the porcelain
column of a child's arm
into time's mouth, desperate
Titan, runnel of inked tear
spilling from his eye.
This feels like the beginning
of knowing death. It digs
nails into the small
of a child's back, white-
knuckled grip of a father
arthritic from holding
dead things. The whole scene
weeps a blurred body,
brings a child into the world
embalmed by the deaf. Death
and artist, two skulking
lumps, billow canvas curtain.
These are the ghosts
that move marrow, fingers
that slip the knife point
into a notch of soft bone,
and lift the broken end
to our lips to drink
this dark paint that fills us."
Goring,"Maybe you saw me in the Picasso Museum,
how I stood for an hour in front of Gored Horse
thinking about Plaza de Toros in Pamplona
praying to the toro lidiado, how banderillas
dripped a rosary of blood down its obsidian pelt.
Yes, the grandstand was full. No, women
did not beg for the bull's ears when it finally stumbled.
The beast leaned against corrugated iron
catching its breath to the chagrin of spectators.
The torero was ushered off stage, tail tucked
between his legs. Birds glittering above, their little razor
blade wings cut sheet music on cerulean dusk.
Nothing about it was torturous, indeterminate;
it was chaines turns and feather steps until the goring.
Nobody won. When their bodies came together,
it only made sense: head upswept,
costumed body twirled on a horizontal axis,
horn the choreographer of blooding. It could be
I confuse sex with what is worthy of worship,
but in that museum I ran my tongue
along the deckle fringe of the bull's severed tail,
my body a banderilla thrust in reverence.
I was worshipping the arena in which we injure,
watch worn partners bleed before us."
VIII,"translated by Lucian Mattison
Forty years could pass
the sea lions drying their fur on the rocks
and in spite of that I couldn't say anything new
I think about a crab that breaks to pieces
the sand glistens under the movement of waves
because were we on those beaches so many times
letting the wind shake out our worries
and all of that time passed behind your dark lenses
as one who thinks of the word they withhold
from the depths the dead speak in a language of sand
Dante's purgatory was also a beach
souls guided by something as a ridiculous as an angel
the train schedules are announced by the speakers 
because forty years could pass
form an ellipsis with the names that are still missing
or cross the school's hallway toward the chapel
the smell of flowers the seats arranged correctly
writing lines of poetry as punishment in the afternoon or the hate born toward verse
but we escaped on bicycles on the gravel
and little pebbles got into our shoes
that was youth Jeanne
afternoons of bread and mashed avocado video games
the valley closing on itself with the movement of the mountains
all the blue poster board for the mes del mar
and the original image fading in photocopies
or the altered depths after the earthquake
the subsequent waves against the breakers
although there was a time that we were in love with each other
the townships turned to dust and the sound of the earth woke us
we knocked down a house to see the river
blackbirds live in a sound that has lost its origin
the English movies we watched can be disposed of
summer heat shines on your face
many times we imagined ourselves at forty
the sea's language spooning dreams on eight-millimeter film
to arrive at the cabin at night to wash feet.
Podrían pasar cuarenta años
los lobos secar su pelaje en las rocas
y así y todo yo no podría decir nada nuevo
pienso en un cangrejo que se despedaza
la arena brilla bajo el movimiento de las olas
porque estuvimos tantas veces en esas playas
dejando que el viento sacudiera las preocupaciones
y todo el tiempo pasó por sus lentes oscuros
como quien piensa la palabra que esconde
del fondo los muertos hablan con un lenguaje de arena
el Purgatorio para Dante era también una playa
las almas guiadas por algo tan ridículo como un ángel
de los altavoces indican el itinerario de los trenes
porque podrían pasar cuarenta años
hacer una elipsis con los nombres que faltan
o cruzar el pasillo del colegio hacia la capilla
su olor a flores asientos correctamente ordenados
el castigo de copiar poesía por la tarde o el odio parido al verso
pero escapábamos en bicicletas por el ripio
y piedritas entraban en los zapatos
esa fue la infancia Jeanne
tardes de pan con palta videojuegos
el valle cerrándose con el movimiento de las montañas
todas las cartulinas azules del mes del mar
y las fotocopias desgastan el rostro original
o como la profundidad alterada tras el terremoto
las olas sucesivas en la rompiente
aunque un día estuvimos enamorados uno del otro
los pueblos se volvían polvo y nos despertaba el sonido de la tierra
derribamos una casa para ver el río
los tordos habitar un sonido que perdió su origen
las películas inglesas que vimos pueden eliminarse
el calor de un verano dar en tu cara
nos imaginamos varias veces a los cuarenta años
el idioma del mar acurrucando sueños en ocho milímetros
llegar por la noche a la cabaña a limpiarse los pies."
Arrangements,"No family. Anything but that
distributed wave of same
blood, different bodies.
No friends. Let them find some other
pretext for hauling out the secret ledger,
for declaring one of their own
eliminated by the math.
Only our lawyer,
tramping through a field
with a napkin map,
a spade, and two parcels,
stopping in the shadow of an oak
to dig, to unfold and upend,
to pack the dirt down hard
over our last bed."
We Know the Atom Consists Primarily of Empty Space,"But when the knife enters the trout,
there is not enough nothing in the blade
to spare the gills, not enough nothing
in the bright blood to keep the bucket water clear."
Ghost Story,"In a field near the lake
stands the ghost of a dead oak.
The ghost is black and very tall.
It never speaks or moves.
The sky wants to take it.
The earth wants to eat it.
But the ghost is strong, it does not want to move.
So it argues half its tongues into the dirt,
and grips hard against the sky’s glutton lung.
It whispers the other half into air,
and weathers the white earth’s thirst.
Like a frayed black suture it binds earth and sky together.
In this way the ghost stills its universe:
the sky can never rise nor the earth fall
out of their coupling’s grave jurisdiction.
The lake will breathe its atoms to the clouds.
The constellations will pageant
the lucky patterns of their composition
until they break and fade.
But the ghost will stand
contented with the silence.
With the snowfall.
With the stalemate of its own device."
Span,"There is a hook that lives
in me, and any hand may tie
its line to the eye,
to reel me where it will,
to cast me out
in counterfeits of flight,
to tease a world of mouths
with intimations of a meal.
And I have learned through long repeat
the grammar of gravity,
the whiplash and the crash.
But in that span,
in the arc between the wrist’s snap
and the impact,
I am sovereign in a blue country
and am food for nothing."
How to Triumph Like a Girl,"I like the lady horses best,
how they make it all look easy,
like running 40 miles per hour
is as fun as taking a nap, or grass.
I like their lady horse swagger,
after winning. Ears up, girls, ears up!
But mainly, let’s be honest, I like
that they’re ladies. As if this big
dangerous animal is also a part of me,
that somewhere inside the delicate
skin of my body, there pumps
an 8-pound female horse heart,
giant with power, heavy with blood.
Don’t you want to believe it?
Don’t you want to lift my shirt and see
the huge beating genius machine
that thinks, no, it knows,
it’s going to come in first."
Something Else,"I know a woman who calls me
every week or so when she has something
on her mind and starts by saying,
""I have something to talk about
but let's start by talking about
something else."" It helps her get it out.
So I ask her how she is and she says
okay and tells me about some poet
or politician she's met and how
he wasn't at all what she expected
or about the D.C. weather,
the traffic jams, the dirty Metro.
Sometimes she never gets around to her point
at all, but ends by saying,
""Now I don't want to talk about it
anymore."" Last week I had a fever
for four days and the world
took on a kind of flickering darkness—
it seemed so thin, so insubstantial,
not the kind of place a person could live.
This guy who came to the card game
last night, he says he dreams
of a dead friend all the time,
this friend walks out of a black alley,
walks always in a kind of shadow.
I asked him what it's like to be dead,
the guy said, fumbling a face-down card,
and he said it's not a place, heaven,
it's a feeling, the feeling of knowing
everything you never knew. Then the friend
told him one of the numbers to play
this week in Megabucks. Sometimes, though,
she does get around to what's on her mind—
a sadness for her little sister, killed
in a wreck, or a fear that we
won't see each other again, won't ever
feel whatever that was we felt when we
were making love. I don't know if we will.
I don't know if she will ever see
her little sister again except in dreams,
which is somewhere, I guess.
The number was eight."
Stars,"Down the driveway, standing on the Russell Farm Road,
nothing but stars over my neighbor’s field
and over my neighbor’s house which crouches
under them with its lit windows,
cozy and distant as a research station.
Between the bare branches left hanging
like threads on cut shirt sleeves, stars tingle,
whole galaxies for the leaves that now fill ditches.
And down the road towards the impoundment lot
stars fill the river that cuts the trees’ black banks.
I stand in my work coat, dizzy with nicotine,
straining my head back like a boy drinking rain
to see more of them, star behind star,
rich milk of stars, ripe fruit of stars,
cast jewels, lit snowflakes, cityscapes of stars
through every window the night has thrown open,
through every perforation in the woods,
and step on the cigarette I’ve dropped in the road,
nothing but stars, stars falling away forever
beneath the veneer of dark that supports my feet."
The Final Movement of a Late Quartet,"            on Beethoven’s Opus 131 in C-sharp minor
Until the last three hammer strokes batter
through its dense walls with the light of C-sharp major, this
is the darkest music we know and yet
there is no struggle here, no pain,
just death strolling around in some city it made
within us long ago, death’s version of joy,
and even the lilting, major-key second theme
is not some hope flowering over the grave or even
a long last look from our sweetest love,
but rather, death smelling the air in some
garden it planted within us long ago.
Until the last three hammer strokes
batter through with the life of C-sharp major,
no wonder we’re inclined to think
these places are not that important to us—though strange,
and undeniably beautiful—we who sit
with our ipods in the thicknesseses
of late March sun, our lovers creaking the floor downstairs,
deep in the citadel of our years."
Circe,"It was easy enough
to bend them to my wish,
it was easy enough
to alter them with a touch,
but you
adrift on the great sea,
how shall I call you back?

Cedar and white ash,
rock-cedar and sand plants
and tamarisk
red cedar and white cedar
and black cedar from the inmost forest,
fragrance upon fragrance
and all of my sea-magic is for nought.

It was easy enough—
a thought called them
from the sharp edges of the earth;
they prayed for a touch,
they cried for the sight of my face,
they entreated me
till in pity
I turned each to his own self.

Panther and panther,
then a black leopard
follows close—
black panther and red
and a great hound,
a god-like beast,
cut the sand in a clear ring
and shut me from the earth,
and cover the sea-sound
with their throats,
and the sea-roar with their own barks
and bellowing and snarls,
and the sea-stars
and the swirl of the sand,
and the rock-tamarisk
and the wind resonance—
but not your voice.

It is easy enough to call men
from the edges of the earth.
It is easy enough to summon them to my feet
with a thought—
it is beautiful to see the tall panther
and the sleek deer-hounds
circle in the dark.

It is easy enough
to make cedar and white ash fumes
into palaces
and to cover the sea-caves
with ivory and onyx.

But I would give up
rock-fringes of coral
and the inmost chamber
of my island palace
and my own gifts
and the whole region
of my power and magic
for your glance."
Heisenberg,"We interfere with what we know by knowing it.
We interfere with what we do by doing it.
We interfere with what we love by loving it.
I guess you could say we’re the causes of our own loneliness.
We interfere with what we watch by watching it.
We interfere with what we write by writing it.
We interfere with what we think by thinking it.
We interfere with where we go by going there.
We are like Midas, or Medusa.
We interfere with life by living it.
In fact, one definition of perfection is simply
the way things are when we are not around.
Or might have been if I hadn’t said so.
One question, though: is all this actually true?
We interfere with what we ask by asking it.
If there is a God we will
surely ruin him by believing in him.
And yet we must exist, correct?
Don’t answer that!  You
who remain you only by your absence."
Kicking Russell Out of the Band,"When he got there, a ring of us
were leaned on cars outside Terry’s garage—
guys around forty and me, twenty-seven—
when he got there in that little pickup
frail with rust, an aquarium of tools
through the truck cap window. It was
Terry who told him—for once in weeks
no anger in his voice about
the lagging tempo, or, That’s not calypso!
And then there was a silence not unlike
the half-a-sec at the end of a tune, mouthpiece
at my lips, not yet
the clatter of life again and Russell
went blank as a lottery winner—
Russell, who banged at two-by-fours all day
so he could play drums at night, who had been
with them since the first
cow-pasture-fests at Jason’s farm,
me always finding out after,
their names in a myth
of sunshine and hippy girls. “Chris,
did you go along with this?” he asked,
which, I remember, surprised me— 
I was still on the theory of people just
driving away. And when I saw him
at the bank last week, thirteen years later,
and asked him, “Are you playing any music?”
there was a moment in which
we were still standing there at Terry’s garage,
me leaning back on a car like a shy boy playing
cool at a dance, saying, “Yah, I did,”
believing this was a decision
about lagging tempos, thinking
it was actually an option to side with beauty.
And then Russell looked at me and said, “All the time.”
And then I just drove away."
The Past Suffers Too,"The bumper sticker says Live In The Moment! on a Jeep
that cuts me off. I’m working to forget it, to let go
of everything but the wheel in my hands,
as a road connects two cities without forcing them
to touch. When I drive by something, does it sway
toward me or away? Does it slip into the past
or dance nervously in place? The past suffers
from anxiety too. It goes underground, emerging
once in a blue moon to hiss. I hear the grass never
saying a word. I hear it spreading its arms across
each grave & barely catch a name. My dying wish
is scattering now before every planet. I want places to
look forward to. Listen: the earth is a thin voice
in a headset. It’s whispering breathe... breathe...
but who believes in going back?"
In the Beginning God Said Light,"and there was light.
Now God says, Give them a little theatrical lighting
 
and they’re happy,
and we are. So many of us
 
dressing each morning, testing
endless combinations, becoming in our mirrors
 
more ourselves, imagining,
in an entrance, the ecstatic
 
weight of human eyes.
Now that the sun is sheering
 
toward us, what is left
but to let it close in
 
for our close-up? Let us really feel
how good it feels
 
to be still in it, making
every kind of self that can be
 
looked at. God, did you make us
to be your bright accomplices?
 
God, here are our shining spines.
Let there be no more dreams of being
 
more than a beginning.
Let it be
 
that to be is to be
backlit, and then to be only that light."
The Soldier’s Dream,"France promises to increase military assistance to Nigeria, Cameroon, Chad, and Niger as they join forces to battle Boko Haram and the extremists’ campaign across the region’s borders.
—reported in “‘Seven-year-old girl’ kills herself and five others in Nigeria suicide bombing,”  The Guardian, February 22, 2015  
    The child has one body and five bodies it holds: the body of eyes, the body of ears, the scent body, the body of tongues, the tactile body of singed hairs. Seedless, the one body is stiff and shrouded in white netting.
 The child has one body and five black stones, tiny fists with gold wrists pinned over her heart. The child has one body and five small bags of salt pinned to the band round her waist, five glass rattles braided into her hair. The coarse blue salt and jet charms offer protection. The rattles ward off trouble. She stares behind me into the future. She hovers in the air. Around her, the gilded pages of a book rise and fall amid mottled feathers, dirt, and dry leaves. The dirt colors everything red.
 "
