Poem Name,Poem Link
"Dear Exile,",https://poets.org/poem/dear-exile
María de la Luz Knows How to Walk,https://poets.org/poem/maria-de-la-luz-knows-how-walk
Bells in the Rain,https://poets.org/poem/bells-rain
Home-Coming,https://poets.org/poem/home-coming
"No, Don’t",https://poets.org/poem/no-dont
Nomenclatures of Invisibility,https://poets.org/poem/nomenclatures-invisibility
All I Ever Wanted,https://poets.org/poem/all-i-ever-wanted
Poem,https://poets.org/poem/poem-20
Afterlife,https://poets.org/poem/afterlife-0
A Triad,https://poets.org/poem/triad-0
Borderbus,https://poets.org/poem/borderbus
Change of Address,https://poets.org/poem/change-address
The Andalusian Dog Finds Answers,https://poets.org/poem/andalusian-dog-finds-answers
"Violence, I know you",https://poets.org/poem/violence-i-know-you
"He said I wrote about death,",https://poets.org/poem/he-said-i-wrote-about-death
Instructions for Stopping,https://poets.org/poem/instructions-stopping
"[Aye, workman, make me a dream]",https://poets.org/poem/aye-workman-make-me-dream
On the Freedom of the Press,https://poets.org/poem/freedom-press
Hattie McDaniel Arrives at the Coconut Grove,https://poets.org/poem/hattie-mcdaniel-arrives-coconut-grove
My Lantern,https://poets.org/poem/my-lantern
Ghazal: The Dark Times,https://poets.org/poem/ghazal-dark-times
Elsa Is Involved in a Clandestine Love Affair,https://poets.org/poem/elsa-involved-clandestine-love-affair
Art,https://poets.org/poem/art
In Mother’s Garden,https://poets.org/poem/mothers-garden
Hall Mirror,https://poets.org/poem/hall-mirror
Sailing Bones,https://poets.org/poem/sailing-bones
To Sleep,https://poets.org/poem/sleep-1
Tender Buttons [Mildred’s Umbrella],https://poets.org/poem/tender-buttons-mildreds-umbrella
Contract between Forward and Reply,https://poets.org/poem/contract-between-forward-and-reply
Abraham and Isaac,https://poets.org/poem/abraham-and-isaac
Migration,https://poets.org/poem/migration
New Year,https://poets.org/poem/new-year-0
This Moment / Right Now,https://poets.org/poem/moment-right-now
Protest,https://poets.org/poem/protest
Apologue (1),https://poets.org/poem/apologue-1
Accidental Pastoral,https://poets.org/poem/accidental-pastoral
Twentieth Century,https://poets.org/poem/twentieth-century-0
Where Honey Comes From,https://poets.org/poem/where-honey-comes
Warscape with Lovers,https://poets.org/poem/warscape-lovers
Song of Some Ruins,https://poets.org/poem/song-some-ruins
Villanelle with Violin,https://poets.org/poem/villanelle-violin
Good Hours,https://poets.org/poem/good-hours
Control Feast,https://poets.org/poem/control-feast
At Harlem Hospital across the street from the Schomburg the only thing to eat is a Big Mac,https://poets.org/poem/harlem-hospital-across-street-schomburg-only-thing-eat-big-mac
At the Metropolitan Museum,https://poets.org/poem/metropolitan-museum
What Would Gwendolyn Brooks Do,https://poets.org/poem/what-would-gwendolyn-brooks-do
Adolescence,https://poets.org/poem/adolescence
At the Fair,https://poets.org/poem/fair
Ice Would Suffice,https://poets.org/poem/ice-would-suffice
Plex,https://poets.org/poem/plex
If They Are a Silueta,https://poets.org/poem/if-they-are-silueta
Possums,https://poets.org/poem/possums
Apology from a Muslim Orphan,https://poets.org/poem/apology-muslim-orphan
Débris,https://poets.org/poem/debris
"Gingivitis, Notes on Fear",https://poets.org/poem/gingivitis-notes-fear
Frederick Douglass,https://poets.org/poem/frederick-douglass-0
The Spirituals speak,https://poets.org/poem/spirituals-speak
Things that stink,https://poets.org/poem/things-stink
From the language of ash,https://poets.org/poem/language-ash
A Deep-Sworn Vow,https://poets.org/poem/deep-sworn-vow
Mushrooming,https://poets.org/poem/mushrooming
Anthropocene Blues,https://poets.org/poem/anthropocene-blues
C.R.E.A.M.,https://poets.org/poem/cream
Spaces,https://poets.org/poem/spaces
Beginners,https://poets.org/poem/beginners
Love,https://poets.org/poem/love-6
Song of the Cluster Bomblet,https://poets.org/poem/song-cluster-bomblet
"O Autumn, Autumn!",https://poets.org/poem/o-autumn-autumn
The Bronze Legacy,https://poets.org/poem/bronze-legacy
Morning Light,https://poets.org/poem/morning-light
The Narrow Way,https://poets.org/poem/narrow-way
The Captive Dove,https://poets.org/poem/captive-dove
Appeal,https://poets.org/poem/appeal
Lines Composed in a Wood on a Windy Day,https://poets.org/poem/lines-composed-wood-windy-day
Alas,https://poets.org/poem/alas
Heavy,https://poets.org/poem/heavy
Elegy for a Year,https://poets.org/poem/elegy-year
Children of Aleppo,https://poets.org/poem/children-aleppo
Sea Garden,https://poets.org/poem/sea-garden
Who Makes Love to Us After We Die,https://poets.org/poem/who-makes-love-us-after-we-die
After Ch’u Yuan,https://poets.org/poem/after-chu-yuan
Thoughts While Walking,https://poets.org/poem/thoughts-while-walking
Cachexia,https://poets.org/poem/cachexia
Resurrection,https://poets.org/poem/resurrection-0
Tuesday,https://poets.org/poem/tuesday
"Songs to Joannes, V",https://poets.org/poem/songs-joannes-v
Heritage,https://poets.org/poem/heritage
from “After Dinner Was Over”,https://poets.org/poem/after-dinner-was-over
from “[the old soiled carpet of the wish to be Anaïs]”,https://poets.org/poem/old-soiled-carpet-wish-be-anais
Civilian,https://poets.org/poem/civilian
This City,https://poets.org/poem/city-1
Foreclosing on That Peril,https://poets.org/poem/foreclosing-peril
The Room Is as We Left It,https://poets.org/poem/room-we-left-it
Town Watches Them Take Alfonso,https://poets.org/poem/town-watches-them-take-alfonso
The Time Machine,https://poets.org/poem/time-machine
Poem for My Son in the Car,https://poets.org/poem/poem-my-son-car
Age of Beauty,https://poets.org/poem/age-beauty
Biking to the George Washington Bridge,https://poets.org/poem/biking-george-washington-bridge
For I Will Consider the Lone Crow at Angels Landing,https://poets.org/poem/i-will-consider-lone-crow-angels-landing
Earthy Anecdotes,https://poets.org/poem/earthy-anecdotes-0
Read Genesis,https://poets.org/poem/read-genesis
San Sebastian,https://poets.org/poem/san-sebastian
Jack-in-the-Pulpit,https://poets.org/poem/jack-pulpit
Music from Childhood,https://poets.org/poem/music-childhood
I Am the Whole Defense,https://poets.org/poem/i-am-whole-defense
My Father’s Tie Rack,https://poets.org/poem/my-fathers-tie-rack
I Have Not Come Here to Compare Notes But to Sit Together in the Stillness at the Edge of This Wound,https://poets.org/poem/i-have-not-come-here-compare-notes-sit-together-stillness-edge-wound
To Live in the Zombie Apocalypse,https://poets.org/poem/live-zombie-apocalypse
American Ready Cut System Houses,https://poets.org/poem/american-ready-cut-system-houses
Election Year,https://poets.org/poem/election-year-0
Then let not winter's ragged hand deface (Sonnet 6),https://poets.org/poem/then-let-not-winters-ragged-hand-deface-sonnet-6
Granadilla,https://poets.org/poem/granadilla
What Is It You Feel I Asked Kurt,https://poets.org/poem/what-it-you-feel-i-asked-kurt
"A Bell, Still Unrung",https://poets.org/poem/bell-still-unrung
Cattail History,https://poets.org/poem/cattail-history
Brian Age Seven,https://poets.org/poem/brian-age-seven
Girl Sleuth,https://poets.org/poem/girl-sleuth
Evergreen,https://poets.org/poem/evergreen
Autumn Ritual with Hate Turned Sideways,https://poets.org/poem/autumn-ritual-hate-turned-sideways
from “Please Bury Me in This”,https://poets.org/poem/please-bury-me-0
Sea-Heroes,https://poets.org/poem/sea-heroes
"Song of the Open Road, 4",https://poets.org/poem/song-open-road-4
Prodigal,https://poets.org/poem/prodigal
stonewall to standing rock,https://poets.org/poem/stonewall-standing-rock
"Thompson and Seaman Vows, African Union Church",https://poets.org/poem/thompson-and-seaman-vows-african-union-church
His Speed and Strength,https://poets.org/poem/his-speed-and-strength
Vicksburg National Military Park,https://poets.org/poem/vicksburg-national-military-park
May We Meet No Line a Boundary,https://poets.org/poem/may-we-meet-no-line-boundary
Advent,https://poets.org/poem/advent
Heathens,https://poets.org/poem/heathens
What Now?,https://poets.org/poem/what-now
A Walk through the Cemetery,https://poets.org/poem/walk-through-cemetery
On the News of Your Illness,https://poets.org/poem/news-your-illness
Telephones from the 50s,https://poets.org/poem/telephones-50s
Earth Day on the Bay,https://poets.org/poem/earth-day-bay
Actually Very Simple,https://poets.org/poem/actually-very-simple
After the Squall,https://poets.org/poem/after-squall
Irony,https://poets.org/poem/irony
Love Poem,https://poets.org/poem/love-poem-3
New Jersey,https://poets.org/poem/new-jersey
The Candle Indoors,https://poets.org/poem/candle-indoors
"Oregon Trail, Missouri",https://poets.org/poem/oregon-trail-missouri
Key to the Kingdom,https://poets.org/poem/key-kingdom
Little George,https://poets.org/poem/little-george
Re-Statement of Romance,https://poets.org/poem/re-statement-romance
Catoctin Mountain Park,https://poets.org/poem/catoctin-mountain-park
Decompose: Of Immaterial Things,https://poets.org/poem/decompose-immaterial-things
"Inspiration Point, Bryce Canyon, Utah",https://poets.org/poem/inspiration-point-bryce-canyon-utah
Leave No Trace,https://poets.org/poem/leave-no-trace
The Idler,https://poets.org/poem/idler
The Sea,https://poets.org/poem/sea-0
Plantation,https://poets.org/poem/plantation
It Was Like This: You Were Happy,https://poets.org/poem/it-was-you-were-happy
Battery,https://poets.org/poem/battery
You Can't Put Muhammad Ali in a Poem,https://poets.org/poem/you-cant-put-muhammad-ali-poem
Poem for the Poorest Country in the Western Hemisphere,https://poets.org/poem/poem-poorest-country-western-hemisphere
Historic Flaws,https://poets.org/poem/historic-flaws
Eros,https://poets.org/poem/eros
Lacquer Prints [By Messenger],https://poets.org/poem/lacquer-prints-messenger
Divine Overdose,https://poets.org/poem/divine-overdose
"Song of Myself, 4",https://poets.org/poem/song-myself-4
Exposure,https://poets.org/poem/exposure
Peace Path,https://poets.org/poem/peace-path
Rendition,https://poets.org/poem/rendition
The Garden,https://poets.org/poem/garden-2
Untitled,https://poets.org/poem/untitled-4
Fragments from an Abandoned Ode,https://poets.org/poem/fragments-abandoned-ode
Song,https://poets.org/poem/song-7
Glacier National Park and the Elegy,https://poets.org/poem/glacier-national-park-and-elegy-0
Galway Races,https://poets.org/poem/galway-races
Any Common Desolation,https://poets.org/poem/any-common-desolation
Poem for a National Seashore,https://poets.org/poem/poem-national-seashore
Lunchtime with Woodwinds,https://poets.org/poem/lunchtime-woodwinds
Song as Abridged Thesis of George Perkins Marsh’s Man and Nature,https://poets.org/poem/song-abridged-thesis-george-perkins-marshs-man-and-nature
"Wildfire Moon (Summer, L.A. 2016)",https://poets.org/poem/wildfire-moon-summer-la-2016
Hermes of the Ways,https://poets.org/poem/hermes-ways
this sad little enclave of horses,https://poets.org/poem/sad-little-enclave-horses
House of Père Lacroix,https://poets.org/poem/house-pere-lacroix
Moon for Our Daughters,https://poets.org/poem/moon-our-daughters
The afterlife of fame,https://poets.org/poem/afterlife-fame
Fragment,https://poets.org/poem/fragment-0
Ode to Psyche,https://poets.org/poem/ode-psyche
America (Assateague),https://poets.org/poem/america-assateague
Homestead National Monument,https://poets.org/poem/homestead-national-monument
Old South Meeting House,https://poets.org/poem/old-south-meeting-house
Love Songs (section III),https://poets.org/poem/love-songs-section-iii
Ducks Sat,https://poets.org/poem/ducks-sat
Psalm,https://poets.org/poem/psalm-6
Central Avenue Beach,https://poets.org/poem/central-avenue-beach
from “Mount Carmel and the Blood of Parnassus”,https://poets.org/poem/mount-carmel-and-blood-parnassus
From a Train,https://poets.org/poem/train
Scriptorium,https://poets.org/poem/scriptorium
All Creation Wept,https://poets.org/poem/all-creation-wept
Crooked as a Dog's Hind Leg,https://poets.org/poem/crooked-dogs-hind-leg
Kermes Red,https://poets.org/poem/kermes-red
Negative Theology,https://poets.org/poem/negative-theology
Coldness in Love,https://poets.org/poem/coldness-love
from Pinplay,https://poets.org/poem/pinplay
Wedding,https://poets.org/poem/wedding
Villagers,https://poets.org/poem/villagers
No More Birds,https://poets.org/poem/no-more-birds
Crude Lament,https://poets.org/poem/crude-lament
What Shines Does Not Always Need To,https://poets.org/poem/what-shines-does-not-always-need
The Map,https://poets.org/poem/map
Imperatives for Carrying On in the Aftermath,https://poets.org/poem/imperatives-carrying-aftermath
Descent of the Composer,https://poets.org/poem/descent-composer
Talisman,https://poets.org/poem/talisman
Bliss and Grief,https://poets.org/poem/bliss-and-grief
"The Great Dead, Why Not, May Know",https://poets.org/poem/great-dead-why-not-may-know
Washita Battlefield National Historic Site,https://poets.org/poem/washita-battlefield-national-historic-site
Is This the Lark!,https://poets.org/poem/lark
I Know It Will Be Quiet When You Come,https://poets.org/poem/i-know-it-will-be-quiet-when-you-come
Abandoned,https://poets.org/poem/abandoned
Practice Standing Unleashed and Clean,https://poets.org/poem/practice-standing-unleashed-and-clean
Song,https://poets.org/poem/song-6
An Accounting,https://poets.org/poem/accounting
How I Almost Died in Peru,https://poets.org/poem/how-i-almost-died-peru
The Son I’ll Never Have,https://poets.org/poem/son-ill-never-have
On Strings of Blue,https://poets.org/poem/strings-blue
The Captured Goddess,https://poets.org/poem/captured-goddess
Ghost Music,https://poets.org/poem/ghost-music
[No strawberry moon],https://poets.org/poem/no-strawberry-moon
Eelgrass,https://poets.org/poem/eelgrass
Book of Statues,https://poets.org/poem/book-statues
When I Was a Glacier,https://poets.org/poem/when-i-was-glacier
dem bones,https://poets.org/poem/dem-bones
Before a Painting,https://poets.org/poem/painting-0
The Everglades,https://poets.org/poem/everglades
Prayer,https://poets.org/poem/prayer-6
there are these old fires,https://poets.org/poem/there-are-these-old-fires
Lunar Eclipse,https://poets.org/poem/lunar-eclipse
Philip Larkin’s Koan,https://poets.org/poem/philip-larkins-koan
Vessels,https://poets.org/poem/vessels
Murano,https://poets.org/poem/murano
Rapture,https://poets.org/poem/rapture
Take #2,https://poets.org/poem/take-2
Recollections of My Christmas Tree,https://poets.org/poem/recollections-my-christmas-tree
René Descartes and the Clockwork Girl,https://poets.org/poem/rene-descartes-and-clockwork-girl
My First Peacock,https://poets.org/poem/my-first-peacock
The Symbolical Head (1883) as When Was the Last Time?,https://poets.org/poem/symbolical-head-1883-when-was-last-time
Imaginary Places,https://poets.org/poem/imaginary-places
Instead,https://poets.org/poem/instead
Money Talks,https://poets.org/poem/money-talks
Exchange,https://poets.org/poem/exchange
Blackacre,https://poets.org/poem/blackacre
Interrogation of the Hanged Man,https://poets.org/poem/interrogation-hanged-man
Palinode,https://poets.org/poem/palinode
To a Magazine,https://poets.org/poem/magazine
Please Read,https://poets.org/poem/please-read
Astronomers Locate a New Planet,https://poets.org/poem/astronomers-locate-new-planet
"Build, Now, a Monument",https://poets.org/poem/build-now-monument
Replica of The Thinker,https://poets.org/poem/replica-thinker
Spilled Sugar,https://poets.org/poem/spilled-sugar
Interpretation of a Poem by Frost,https://poets.org/poem/interpretation-poem-frost
The Laughing Child,https://poets.org/poem/laughing-child
The Wings of Daylight,https://poets.org/poem/wings-daylight
House of Green Thunder,https://poets.org/poem/house-green-thunder
Sleeping Bear,https://poets.org/poem/sleeping-bear
Lost,https://poets.org/poem/lost-0
You Are a Dark Body,https://poets.org/poem/you-are-dark-body
Dead Deer,https://poets.org/poem/dead-deer
Time I’m Not Here,https://poets.org/poem/time-im-not-here
For Joe,https://poets.org/poem/joe
A Musical,https://poets.org/poem/musical
White Sands,https://poets.org/poem/white-sands
Accepting Heaven at Great Basin,https://poets.org/poem/accepting-heaven-great-basin
Île des Monts Déserts,https://poets.org/poem/ile-des-monts-deserts
Meditations at the New Orleans Jazz National Historical Park,https://poets.org/poem/meditations-new-orleans-jazz-national-historical-park
Notes on the Below,https://poets.org/poem/notes-below
Devotee,https://poets.org/poem/devotee
Faithful Forest,https://poets.org/poem/faithful-forest
Exceeding Beringia,https://poets.org/poem/exceeding-beringia
Poem for the Tin-tun-teros,https://poets.org/poem/poem-tin-tun-teros
Calculations,https://poets.org/poem/calculations
Afternoons,https://poets.org/poem/afternoons
"John Correia, My College Chemistry Teacher",https://poets.org/poem/john-correia-my-college-chemistry-teacher
conflict with a god,https://poets.org/poem/conflict-god
gathering words,https://poets.org/poem/gathering-words
Central America in My Heart,https://poets.org/poem/central-america-my-heart
We All Return to the Place Where We Were Born,https://poets.org/poem/we-all-return-place-where-we-were-born
Lunch Break,https://poets.org/poem/lunch-break
City Moon,https://poets.org/poem/city-moon
In Particular,https://poets.org/poem/particular
Someone,https://poets.org/poem/someone-0
The Permanent Way,https://poets.org/poem/permanent-way
My Sadness,https://poets.org/poem/my-sadness
The Lost Woods as Elegy for Black Childhood,https://poets.org/poem/lost-woods-elegy-black-childhood
Omens,https://poets.org/poem/omens
Sunset,https://poets.org/poem/sunset-0
Swan’s Elegy,https://poets.org/poem/swans-elegy
Images,https://poets.org/poem/images-0
The Sky Over My Mother’s House,https://poets.org/poem/sky-over-my-mothers-house
from Poem in the Shape of a Rose,https://poets.org/poem/poem-shape-rose
from The Diaries,https://poets.org/poem/diaries
To Joseph Lee,https://poets.org/poem/joseph-lee
Electrons,https://poets.org/poem/electrons
Landscape with Clinic and Oracle,https://poets.org/poem/landscape-clinic-and-oracle
Emily Dickinson,https://poets.org/poem/emily-dickinson
Seven Stones,https://poets.org/poem/seven-stones
A Woman Sleeps on an Island,https://poets.org/poem/woman-sleeps-island
Farewell,https://poets.org/poem/farewell-1
Penelope Unravels,https://poets.org/poem/penelope-unravels
It Comes in Every Storm,https://poets.org/poem/it-comes-every-storm
Ballad of Forgotten Places,https://poets.org/poem/ballad-forgotten-places
"Songs to Berenice, II",https://poets.org/poem/songs-berenice-ii
Shared Plight,https://poets.org/poem/shared-plight
Resurrection,https://poets.org/poem/resurrection
Force Visibility,https://poets.org/poem/force-visibility
The Wind,https://poets.org/poem/wind
The Living Teaching,https://poets.org/poem/living-teaching
This World Is Not Conclusion,https://poets.org/poem/world-not-conclusion
Heroic,https://poets.org/poem/heroic
Liberty Brass,https://poets.org/poem/liberty-brass
Sweet,https://poets.org/poem/sweet
Again,https://poets.org/poem/again
Bringing the Shovel Down,https://poets.org/poem/bringing-shovel-down
what the dead know by heart,https://poets.org/poem/what-dead-know-heart-0
Deer at Twilight,https://poets.org/poem/deer-twilight
Amaze,https://poets.org/poem/amaze-0
Letters,https://poets.org/poem/letters-0
The/A Train,https://poets.org/poem/thea-train
A Taste of Blue,https://poets.org/poem/taste-blue
American Zebra: Praise Song for the Hagerman Fossil Beds National Monument,https://poets.org/poem/american-zebra-praise-song-hagerman-fossil-beds-national-monument
Hesperine for David Berger,https://poets.org/poem/hesperine-david-berger
"Cadastre, Apostle Islands",https://poets.org/poem/cadastre-apostle-islands
Brandywine Creek Preambles,https://poets.org/poem/brandywine-creek-preambles
Hotel,https://poets.org/poem/hotel
Monday rue Christine,https://poets.org/poem/monday-rue-christine
The Musician of Saint-Merri,https://poets.org/poem/musician-saint-merri
The Pont Mirabeau,https://poets.org/poem/pont-mirabeau
"Self-Portrait in Charleston, Orlando",https://poets.org/poem/self-portrait-charleston-orlando
The First Layer of City,https://poets.org/poem/first-layer-city
Schuyler today and the students,https://poets.org/poem/schuyler-today-and-students
"Song of the Open Road, 1",https://poets.org/poem/song-open-road-1
Weir Farm,https://poets.org/poem/weir-farm
"Effigy Mounds National Monument, Iowa",https://poets.org/poem/effigy-mounds-national-monument-iowa
Native Memory,https://poets.org/poem/native-memory
"badlands: a song of flux, out of time",https://poets.org/poem/badlands-song-flux-out-time
Tag at Pullman National Monument,https://poets.org/poem/tag-pullman-national-monument
Tender Buttons [Nothing Elegant],https://poets.org/poem/tender-buttons-nothing-elegant
Strange Celestial Roads,https://poets.org/poem/strange-celestial-roads
Harmony,https://poets.org/poem/harmony
When America Cuts My Daughter’s Hair,https://poets.org/poem/when-america-cuts-my-daughters-hair
And the Old Man Speaks of Paradise: a Ghazal,https://poets.org/poem/and-old-man-speaks-paradise-ghazal
