Poem Name,Poem Content
Our eunuch dreams,"I
Our eunuch dreams, all seedless in the light,
Of light and love the tempers of the heart,
Whack their boys' limbs,
And, winding-footed in their shawl and sheet,
Groom the dark brides, the widows of the night
Fold in their arms.

The shades of girls, all flavoured from their shrouds,
When sunlight goes are sundered from the worm,
The bones of men, the broken in their beds,
By midnight pulleys that unhouse the tomb.
II
In this our age the gunman and his moll
Two one-dimensional ghosts, love on a reel,
Strange to our solid eye,
And speak their midnight nothings as they swell;
When cameras shut they hurry to their hole
down in the yard of day.

They dance between their arclamps and our skull,
Impose their shots, showing the nights away;
We watch the show of shadows kiss or kill
Flavoured of celluloid give love the lie.
III
Which is the world? Of our two sleepings, which
Shall fall awake when cures and their itch
Raise up this red-eyed earth?
Pack off the shapes of daylight and their starch,
The sunny gentlemen, the Welshing rich,
Or drive the night-geared forth.

The photograph is married to the eye,
Grafts on its bride one-sided skins of truth;
The dream has sucked the sleeper of his faith
That shrouded men might marrow as they fly.
IV
This is the world; the lying likeness of
Our strips of stuff that tatter as we move
Loving and being loth;
The dream that kicks the buried from their sack
And lets their trash be honoured as the quick.
This is the world. Have faith.

For we shall be a shouter like the cock,
Blowing the old dead back; our shots shall smack
The image from the plates;
And we shall be fit fellows for a life,
And who remains shall flower as they love,
Praise to our faring hearts."
I am Raftery the Poet,"I am Raftery the poet
Full of hope and love
With no light in my eyes
With gentleness that has no misery
Going west upon my pilgrimage
By the light of my heart
Though feeble and tired
To the end of my rove.
Behold me now
With my back to the wall
Playing music
Unto empty pockets."
The Lady That Loved a Swine,"There was a lady loved a swine,
     ""Honey!"" quoth she;
""Pig-hog, wilt thou be mine?""
     ""Hoogh!"" quoth he.

""I'll build thee a silver sty,
     Honey!"" quoth she;
""And in it thou shalt lie!""
     ""Hoogh!"" quoth he.

""Pinned with a silver pin,
     Honey!"" quoth she;
""That thou mayest go out and in,""
     ""Hoogh!"" quoth he.

""Wilt thou have me now,
     Honey?"" quoth she;
""Speak, or my heart will break,""
     ""Hoogh!"" quoth he."
Angel Shark,"Wan oxymoron of a fish, dotted
dun and fledge winged, mud-feathered when
it glides through silt, by nature bottom fed.
                                 
Whoever named it named himself a man
of undisputed Christian eye,
who saw in mortal depths a guardian
 
and humblest trumpeter. God tongue to cry,
it haunts an earth too dread for dread-
filled man til rapture calls: Arise and fly."
Tiger Shark,"Fear streamlined to elegance
   and elegance made mute
within this skin of gunmetal
   and gash mouthed grin. Repute
would have the monster cruel—untrue—
   for mannerly cruelty
demands a heart, unwitnessed
   in its calm machinery."
"Behind Perfume, Only Solitude","Ink will come.  Lamp lung
breathes light at the edge
of an idea.  The edge
an idea, also the door

of the room 
that silence opens.

The pen sighs, a lens
for the shut-in light.
Breathe me, light.
Have the idea to have me."
Adjunct,"The tomato plant is like a seven-story city hewn from the rock of the desert. 
It weeps.

It volunteered. I hate tomatoes and the way the plant smells
but it is alive so I let it be.

And so it towers haggard over other better December vegetables,
its top blacked by the first frost

despite my bed sheet.
Either nobody wants me

or they want me to save them and believe
I can. This seems to be history.

Or math: mantissa, L. makeweight, part of an algorithm
of little or no importance.  Sad.

It works that way.  They get me to pull myself up like a weed
via my wish to be loved.  Undone, I volunteer.

I'm forced like the bulbs on stones in a bowl
in the middle of some vast and cold expanse of perfect

polished dining room table, gloss and winter in the kind of house
I’ll never live in and no kin, no kind of house will I ever own, who

turns on the water heater only when I want a bath which is seldom since
in the kitchen where I live when not asleep it is 58 degrees

which is what I can afford so I have to move again 
when I don’t have any more roots to lose and am blackened too

by Just What Happens.
                                               If only a horse would come to my door.

Warm body, wet nose, white breath curved against my face
in wet night air, I would climb its seven-story back

and press my face into its coarse horse-smell mane and holding on
be-with forever, all over the earth, in its green places

until a car hit us or old age or a broken leg at the cottonwood fallen
by the stream where not the speckled trout cold and deep

nor the shadow that startled it into sleeking but the wolf
that cast the shadow scared this horse and me and then

I would love this wolf as I could never love a car
and lie on the ground and believe the ground volunteered

itself for me and I would love the smell of the earth in my belief
the scratch of grass pressed hard to my face in my belief

and abide, remain, stay forever inside my body in my belief
where I fell to earth a refugee from a seven-story life I could
     not make green

a volunteer myself 
for its stone, its sand, or ruin."
Prayer,"If I were in a book it would be the book
in which some lesser angel bemoans
the state of my soul

and is comforted for it
and is corrected for it

by some greater angel who knows
as the reader knows that it is not my soul
that suffers the indignities of ignobility: 
the inability to curb the petty smallness
of spirit, ungladness in the company
of fools, anger's decay,

in the sense that my soul itself cannot be
harmed nor tarnished though it can witness
my sorrow on finding that illness alters me
from the self I thought I'd more or less known. 

What can one do about one's nature?
I look at the spider that's finally 
restrung its great wheel away from the door.

I’d like to close the door awhile
leaving the spider be.
I’d like to preclude the possibility
of angel, as of prey."
On Moving Again,"This evening, walking along the long field
My eye was drawn to a living shimmer in the sky:
Three aspens alone alive in a world of almost motionless 
Cottonwood and willow and Chinese elm trees.

The breeze that barely stirred the others
Sprang it free, spangling leaves like light on water,
An electric flutter, the secret energy
In the heart of the world revealed.  So free.

An aspen leaf might believe itself inordinately busy
(especially comparatively) and certain therefore
It will expire prematurely, useless, stupid, failed.
From where I stood, it was the most beautiful thing to see.

My life could be similarly pleasing to God.
I guess this could be service enough for me."
The Going,"The cloth edge of certainty
has shredded down to this:
God and love are real,
but very far away.
If I go to Istanbul, will I return?
That is not one of the permitted questions.
When I go to Istanbul, how will I bear to return?
I could slip into the small streets
to the high plain and the Caucasus—

It's all alone, the returning,
the going. The cloth,
a soft holland whose blocks of blue and lemon
once cheered me in a skirt,
now dries dishes. God and love
are very far away, farther even
than the mountains in the east."
Roy Orbison and John Milton Are Still Dreaming,"You know what I mean: In the instant
of waking in bliss, the whole body smiles—

He's still alive—She came back—They didn't mean it—
We forgive and are forgiven—It all turned out—

And then the hand claws the duvet,
seized by the real, as all that's warm just drops.

I know you know. But I seek a potion
to make me dream of the actual with the same fervor,

so I'll wake to happy facts: It's spring! It's raining! Robins!
Someone will return a phone call today! My son

has watched the clock and let me nap for 35 minutes!—
and does not notice my face smacked wet

by the snap of the delusion, unmatched in sweetness,
that you promised to hold me always."
English as a Second Language,"That voice—from the tv—that voice,
thick smoky cheese, or, no—
dark as burnt flan, sweet,
venison-sweet in the heavy smoke
of a tavern hearth, and hot as brandy.
I served that voice for months,
in a theater on 13th near Third
where losers are the ones who crack first.
I gave you azured hours, nights,
and you placed your soul,
pretty as a dead mouse, at my feet.
Gutturals, the candles guttering backstage.
Your voice went everywhere
you dared not put your hands."
Four Winds,"At least that many buffet here, and I
erect as the monument despite my hope to be flattened.
If only the winds could take the horse-sobs
that heave from me, wind-whipped
without the grace of speech; if only
these small creatures with amused, skeptical eyes
could offer me their chittering, their business
of fetching and nesting in the fields.
One day I fear the barometer's shift
will shatter the surface of the vessel,
jarring me into bloody words—catastrophe
will fill the strophe then—
Unless, winds, you take my speech and rend it
into untranslatable rainy hootings."
The Uses of Distortion,"(appendix to the     forgotten                                   )

See character         see costume               see ambassador conjugate of
                                                                                                    toreador:

Country of origin     see that night I fell in love (wrong man).
Race and ethnicity   see mauve suite for women.
                    see   my boss is the mouth of god.

I went to another country as an ambassador, she begins,
          and there I read the newspapers.
          There was something so lovely about          the reportage.

All the reason.

He counters when I first came to your country (challenging her)
               I was in love with the perfection of your apples.

It seems a lewd thing to say             but she knows

          he has contempt          for the perfection of form.

Press conference.
Press harder.

She awakens from     her gray jacket               (     ).

She can't help but     feel the air of her bourgeois
             life     thickening like a locket.

          This day     beginning now          ( )
                   in this morning          and the life to which it is bound.

She is holding up the finger   of     an illiterate woman
                      in triumph.

He says release that finger I want to use it.

Here begins the next bracketing     of their encounter.

She has already decided that   her own life
          that thing she wears around               is nothing.

I would give it to you.

He says I spend hours in the supermarket.
She says I have no idea     how to shop.

He would press that finger     onto paper and call it meditations.

The official press release     does not.
Press instead   ensnare.

The Saint of the hand.

The men here are terrible lovers, she says.
          where I come from they are               not lovers     but disciples.

Their fixation on women's bodies     is a form of disassociation, he says.

She has already decided that nothing          could mean more
          to her than                    serving the greater design.

She says There is every reason to be optimistic.

As a painter, he is understood to be inarticulate.

Can she imagine herself really IN a country (     )?

The closet of mauve and blue suits.
The belief that she can not be naked.
Her face an illumination of her non-nakedness. Her face   a clothing
                                                                                  advertisement.

She wears it well.
She says     I congratulate the women of this region.
          He says Aren't you of this region?
          She says It's like a dark room          where you talk to everyone
             deeply
          but without    seeing them.

Good Friday. Her hand in yours.

She says Everything we do makes us safer.
He says I painted you naked.

Here a hell of sorts enters.
Hers. His. That of the (nation).
 "
To Fanny,"Physician Nature! let my spirit blood!
   O ease my heart of verse and let me rest;
Throw me upon thy tripod, till the flood
   Of stifling numbers ebbs from my full breast.
A theme! a theme! Great Nature! give a theme;
         Let me begin my dream.
I come—I see thee, as thou standest there,
Beckon me out into the wintry air.

Ah! dearest love, sweet home of all my fears
   And hopes and joys and panting miseries,—
To-night, if I may guess, thy beauty wears
         A smile of such delight,
         As brilliant and as bright,
   As when with ravished, aching, vassal eyes,
         Lost in a soft amaze,
         I gaze, I gaze!

Who now, with greedy looks, eats up my feast?
   What stare outfaces now my silver moon!
Ah! keep that hand unravished at the least;
         Let, let the amorous burn—
         But, prithee, do not turn
   The current of your heart from me so soon:
         O save, in charity,
         The quickest pulse for me.

Save it for me, sweet love! though music breathe
   Voluptuous visions into the warm air,
Though swimming through the dance’s dangerous wreath,
         Be like an April day,
         Smiling and cold and gay,
   A temperate lily, temperate as fair;
         Then, heaven! there will be
         A warmer June for me.

Why this, you’ll say—my Fanny!—is not true;
   Put your soft hand upon your snowy side,
Where the heart beats: confess—'tis nothing new -
         Must not a woman be
         A feather on the sea,
   Swayed to and fro by every wind and tide?
         Of as uncertain speed
         As blow-ball from the mead?

I know it—and to know it is despair
   To one who loves you as I love, sweet Fanny,
Whose heart goes fluttering for you every where,
         Nor when away you roam,
         Dare keep its wretched home:
   Love, love alone, has pains severe and many;
         Then, loveliest! keep me free
         From torturing jealousy.

Ah! if you prize my subdued soul above
   The poor, the fading, brief pride of an hour:
Let none profane my Holy See of Love,
         Or with a rude hand break
         The sacramental cake:
   Let none else touch the just new-budded flower;
         If not—may my eyes close,
         Love, on their last repose!"
"I cry your mercy—pity—love!—ay, love","To Fanny.

I cry your mercy—pity—love!—ay, love!
  Merciful love that tantalises not
One-thoughted, never-wandering, guileless love,
  Unmask'd, and being seen—without a blot!
O! let me have thee whole,—all—all—be mine!
  That shape, that fairness, that sweet minor zest
Of love, your kiss,—those hands, those eyes divine,
  That warm, white, lucent, million-pleasured breast,—
Yourself—your soul—in pity give me all,
  Withhold no atom's atom or I die,
Or living on, perhaps, your wretched thrall,
  Forget, in the mist of idle misery,
Life's purposes,—the palate of my mind
Losing its gust, and my ambition blind!"
"The day is gone, and all its sweets are gone","For Fanny Brawne
The day is gone, and all its sweets are gone!
    Sweet voice, sweet lips, soft hand, and softer breast,
Warm breath, light whisper, tender semitone,
    Bright eyes, accomplished shape, and lang'rous waist!
Faded the flower and all its budded charms,
    Faded the sight of beauty from my eyes,
Faded the shape of beauty from my arms,
    Faded the voice, warmth, whiteness, paradise!
Vanished unseasonably at shut of eve,
    When the dusk holiday—or holinight—
Of fragrant-curtained love begins to weave
    The woof of darkness thick, for hid delight;
But, as I've read love's missal through today,
He'll let me sleep, seeing I fast and pray."
"The Eve of St. Agnes, XXIII, [Out went the taper as she hurried in]","    Out went the taper as she hurried in; 
    Its little smoke, in pallid moonshine, died: 
    She closed the door, she panted, all akin 
    To spirits of the air, and visions wide: 
    No utter'd syllable, or, woe betide! 
    But to her heart, her heart was voluble, 
    Paining with eloquence her balmy side; 
    As though a tongueless nightingale should swell 
Her throat in vain, and die, heart-stifled, in her dell. "
[Girl]  [Eyes]  [Foreigner],"A circle of young: vicious.
A circle of young: smells like sugar.
A circle of young: why such organization?
                              Around what? Around how?
 

And into the circle is assimilation.
Meaning:
 

The girl with blue eyes is a foreigner.
 

Xenophobic is a fawning.
It smells delicious, of lavender and his mother:
He slept with her. So as to understand false pieties
and false ambitions and false greed.
 

The girl with blue eyes is a situation of assimilation.
 

As if the advertisements were getting the better of her.
No, no, not a drink, a Coca-Cola.
Pronunciation various according to location.
 

The girl with blue eyes is a vixen.
 

The foreigner approaches the game.
The game is (pretend it is a game)
          too hard.
 

She is not of this place
 

Round One:
What is old and smells of the attic?
What is young and smells of the collaborator?
 

The smell of sugar is high in the wind.
As if a dying sugar cane had dispersed itself.
As if the dying nation needed to profit
from its youth.
 

Blue eyes. Such luxury.
Her mother must have had beautiful ideas
to make her that way.
We haven’t seen it for years. Centuries.
Before the ice and the concept of the ice.


Before the end of material difference.


The blank with blank eyes is a blank.
 

And think of what you know to be true:
Her eyes are not blue unless blue has its own currency.
So why do they persist? Why do they do it to us?
 

Vampires.
Cannibals.
Strangers.                            Make them stop."
The Next Table,"He can’t be more than twenty-two.
And yet I’m certain it was at least that many years ago
that I enjoyed the very same body.
This isn’t some erotic fantasy.
I’ve only just come into the casino
and there hasn’t been time enough to drink.
I tell you, that’s the very same body I once enjoyed.
And if I can’t recall precisely where—that means nothing.
Now that he’s sitting there at the next table,
I recognize each of his movements—and beneath his clothes
I see those beloved, naked limbs again."
Craftsman of Wine Bowls,"On this wine bowl          of pure silver—
destined for the home          of Heracleides,
where discerning taste          and elegance reside—
I've engraved flowers,          streams and thyme,
and in their midst          a handsome youth,
naked and erotic,          dangling his leg
in the water still.          I prayed, memory,
that I'd find in you          an ally strong enough to render
the face of this youth,          whom I loved, just as it once was.
It will not be easy,          as it has been
some fifteen years          from the day he fell,
a soldier,          in the battle of Magnesia."
Caesarion,"In part to verify a date,
and in part just to pass the time,
last night I picked up a volume
of Ptolemaic inscriptions and began reading.
Those endless poems of praise and flattery
all sound the same. All the men are brilliant,
great and good, mighty benefactors;
most wise in all their undertakings.
The same for the women of the dynasty, all the Berenices
and Cleopatras, wonderful, each and every one.

When I managed to find the date in question,
I'd have put the book aside had a brief mention
of King Caesarion, an insignificant note really,
not suddenly caught my eye...

Ah, there you stood, with that vague
charm of yours. And since history has devoted
just a few lines to you, I had more freedom
to fashion you in my mind's eye...
I made you handsome, capable of deep feeling.
My art gave your face an appealing,
dreamlike beauty. In fact, I imagined you
so vividly last night, that when my lamp
went out—I let it go out on purpose—
I actually thought you had come into my room;
you were there, standing before me,
just as you would have looked in defeated Alexandria,
pale and tired, ideal in your sorrow,
still hoping for mercy from those vicious men
who kept on whispering 'too many Caesars.'"
The Snail,"To grass, or leaf, or fruit, or wall,
The snail sticks close, nor fears to fall,
As if he grew there, house and all
                                                Together.
Within that house secure he hides,
When danger imminent betides
Of storm, or other harm besides
                                                Of weather.
Give but his horns the slightest touch,
His self-collecting power is such,
He shrinks into his house, with much
                                                Displeasure.
Where'er he dwells, he dwells alone,
Except himself has chattels none,
Well satisfied to be his own
                                                Whole treasure.
Thus, hermit-like, his life he leads,
Nor partner of his banquet needs,
And if he meets one, only feeds
                                                The faster.
Who seeks him must be worse than blind,
(He and his house are so combin'd)
If, finding it, he fails to find
                                                Its master."
Epitaph on a Hare,"Though duly from my hand he took
     His pittance every night,
He did it with a jealous look,
     And, when he could, would bite.

His diet was of wheaten bread,
     And milk, and oats, and straw,
Thistles, or lettuces instead,
     With sand to scour his maw.

On twigs of hawthorn he regaled,
     On pippins’ russet peel;
And, when his juicy salads failed,
     Sliced carrot pleased him well.

A Turkey carpet was his lawn,
     Whereon he loved to bound,
To skip and gambol like a fawn,
     And swing his rump around.

His frisking was at evening hours,
     For then he lost his fear;
But most before approaching showers,
     Or when a storm drew near.

Eight years and five round rolling moons
     He thus saw steal away,
Dozing out all his idle noons,
     And every night at play.

I kept him for his humour’s sake,
     For he would oft beguile
My heart of thoughts that made it ache,
     And force me to a smile.

But now, beneath this walnut-shade
     He finds his long, last home,
And waits inn snug concealment laid,
     Till gentler puss shall come.

He, still more aged, feels the shocks
     From which no care can save,
And, partner once of Tiney’s box,
     Must soon partake his grave."
Ah! Sunflower,"Ah! sunflower, weary of time,
Who countest the steps of the sun,
Seeking after that sweet golden clime
Where the traveller’s journey is done;
Where the youth pined away with desire,
And the pale virgin shrouded in snow,
Arise from their graves and aspire;
Where my sunflower wishes to go."
The Cruel Mother,"There was a lady dwelt in York:
Fal the dal the di do,
She fell in love with her father's clerk,
Down by the green wood side.

She laid her hand against a stone,
Fal the dal the di do,
And there she made most bitter moan,
Down by the green wood side.

She took a knife both long and sharp,
Fal the dal the di do,
And stabb'd her babes unto the heart,
Down by the green wood side.

As she was walking home one day,
Fal the dal the di do,
She met those babes all dress'd in white
Down by the green wood side.

She said, ""Dear children, can you tell,
Fal the dal the di do,
Where shall I go? To heav'n or hell?""
Down by the green wood side.

""O yes! dear mother, we can tell,
Fal the dal the di do,
For it's we to heav'n and you to hell.""
Down by the green wood side."
"Come, said my Soul","Come, said my Soul
Such verses for my Body let us write, (for we are one,)
That should I after death invisibly return,
Or, long, long hence, in other spheres,
There to some group of mates the chants resuming,
(Tallying Earth’s soil, trees, winds, tumultuous waves,)
Ever with pleas’d smiles I may keep on,
Ever and ever yet the verses owning — as, first, I here and now,
Signing for Soul and Body, set to them my name,
Walt Whitman"
