Poem Name,Poem Content
Surf Buddha,"There is a sandalwood Buddha on the desk that has my stomach
and I don't suppose to call myself a Buddha
or even pretend to know much about Buddhist whirlings
but Rachel gave me the thing and it's got my belly
the one my father has got
and the one his father had
and I know this bulge the way I know my name,
and can't believe I've become the language of fat
that the boys in my family have kept quiet.

So I encourage my stomach out into the world,
rub it on a daily basis and think
that if I ever become a religious man
there would be god and glory to find there,
my rib cage distended,
my love of ice cream as sweet as my love of Rachel

who put the Buddha in my palm a month after we met and said, have this,
and I said, I already have this,
my hands in motion around my belly button and then today
noticed for the first time that the little bastard has got some serious nipples on him,
thank god, and breasts too,
he's the perfect kind of godlike statuette
even if I am a Jew

but the days have been glorious and people die in truck crashes
and men beat their wives and flowers bloom purple
and the cardinal I've named Jack always comes around my way at this time,
4:40 in Baldwin on the Island,
Wes Montgomery on the Sony
and I don't know if it's his song Cariba or the wind on my swollen toes
that makes me pick up the little guy, stick him in my mouth,
swirl him around between teeth and cheek,
place him on the edge of my tongue and let him surf there,
through the neighborhood of my white heat,
on the curl of my pink waves."
Restoration,"Everyone knew the water would rise,
but nobody knew how much.
The priest at Santa Croce said, God
will not flood the church.
When the Arno broke its banks,
God entered as a river, let His mark high
above the altar.
He left nothing untouched:
stones, plaster, wood.
You are all my children.
The hem of His garment, which was
the river’s bottom sludge,
swept through Florence, filling cars and cradles,
the eyes of marble statues,
even the Doors of Paradise. And the likeness
of His son’s hands, those pierced palms soaked
with water, began to peel like skin.
The Holy Ghost appeared
as clouds of salted crystals
on the faces of saints, until the intonaco
of their painted bodies stood out from the wall as if
they had been resurrected.
This is what I know of restoration:
in a small room near San Marco,
alone on a wooden stool
nearly every day for a year,
I painted squares of blue on gessoed boards—
cobalt blue with madder rose, viridian,
lamp black—pure pigments and the strained yolk
of an egg, then penciled notes about the powders,
the percentages of each. I never asked
to what end I was doing what I did, and now
I’ll never know. Perhaps there was one square
that matched the mantle of a penitent, the stiff
hair of a donkey’s tail, a river calm beneath a bridge.
I don’t even know what I learned,
except the possibilities of blue, and how God enters."
Grief Calls Us to the Things of This World,"The morning air is all awash with angels . . .
                                            - Richard Wilbur


The eyes open to a blue telephone
In the bathroom of this five-star hotel.
 
I wonder whom I should call? A plumber, 
Proctologist, urologist, or priest?

Who is most among us and most deserves
The first call? I choose my father because

He's astounded by bathroom telephones.
I dial home. My mother answers. ""Hey, Ma, 

I say, ""Can I talk to Poppa?"" She gasps,  
And then I remember that my father 

Has been dead for nearly a year. ""Shit, Mom,"" 
I say. ""I forgot he’s dead. I’m sorry—

How did I forget?"" ""It’s okay,"" she says.
""I made him a cup of instant coffee 

This morning and left it on the table—
Like I have for, what, twenty-seven years—

And I didn't realize my mistake 
Until this afternoon."" My mother laughs

At the angels who wait for us to pause
During the most ordinary of days

And sing our praise to forgetfulness
Before they slap our souls with their cold wings.

Those angels burden and unbalance us.
Those fucking angels ride us piggyback.

Those angels, forever falling, snare us
And haul us, prey and praying, into dust."
Mother,"What you do with time
is what a grandmother clock
does with it: strike twelve
and take its time doing it.
You’re the clock: time passes,
you remain. And wait.

Waiting is what happens to
a snow-covered garden, 
a trunk under moss,
hope for better times
in the nineteenth century,
or words in a poem.

For poetry is about letting things
grow moldy together, like grapes
turning into wine, reality into preserves,
and hoarding words
in the cellar of yourself. "
Grace,"Didn’t know if he was a retard or a drunk. 
He would lurch around Gaelic Park 
during game days, grinning like an idiot,
dribbling onto his filthy cassock.  First time
I saw him it was a shock.   And then his
name, which had a funny sound to it:
Father McMenamin.  The drunk priest,
the embarrassment to the whole community.
Happily staggering onto the field, being gently
ushered off again, scolded as one would a
child: now, now, father, mustn’t go there.

The shame of it all.  An affliction from God.
The shepherd, the authority, the man of the cloth
as moron, bum, joke.  The meaner ones
would buy him drinks and make fun of him.
Give us your blessing, Father.  Forgive me
my sins, Father, and I’ll give you a glass.
McMenamin forgave them all,
wondering where he was. Somewhere
far from home it seemed, searching 
for grace in the darkness of the Bronx."
Aftermath,"Slumped in a prickly armchair 
on a humid summer night, 
I listened dully to dogs
barking with brainless pleasure 
far away and in this street 
under the Victory flags.

The bronze eagles with spread wings, 
flightless on walls and porches, 
reflected the light from stars, 
as my slow imaginings 
moved between foreign corpses 
and these Stars and Stripes of ours.

Sweaty, itching, impotent,
I scratched my shirtless shoulder 
and reached for another beer — 
like a listless President 
dreaming a new world order 
from idle thoughts and hot air.

Or like someone long inured 
to the crafted, public lies 
that lull the popular mind 
into easy disregard 
for the coarse realities 
of imperial command.

The Heroes were coming home —
but not to me in my chair 
dogged by barks and disarray; 
""Welcome!"" the flags flapped, ""Welcome! 
you fought for all we hold dear 
in the mighty USA."""
The Summer House,"The Danube glitters and toils 
just beyond the walnut trees. 
The Great Writer sits at ease 
among blooms and disciples.

A garden with an old man — 
younger men drinking his wine; 
his voice is slow and benign, 
the others pause to listen.

When he has nothing to say
he smiles, and sniffs a pink rose 
that straggles near his nose. 
Sometimes he closes one eye.

His wife, in her painting-smock, 
serves us hors d'oeuvres and tidbits. 
She bustles about, then sits 
to chatter and have a smoke.

How idyllic, how humane!
I think, testing the thought: —
for such scenes are dearly bought 
when foreign troops ring a town.

Betrayals, maybe, and lies 
earned them a peaceful old age; 
chewing lox I try to gauge 
the character of each face.

But I don't know the language, 
and they're all strangers to me. 
Everybody looks guilt-free, 
sunlit near the water's edge.

I included, it must be,
as I stare at the old man
like some homage-heavy fan 
silenced by proximity.

Calmed by thoughts that I too wear 
the double-dealer's false face, 
I begin to like the place, 
and move out from my corner.

With the interpreter's help 
I talk of Art in the West 
for a charming poet-guest 
who downs vodka at a gulp."
Elegy for Alfred Hubbard,"Hubbard is dead, the old plumber:
who will mend our burst pipes now,
the tap that has dripped all the summer,
testing the sink's overflow?

No other like him. Young men with knowledge
of new techniques and theories from books
may better his work, straight from college,
but who will challenge his squint-eyed looks

in kitchen, bathroom, under floorboards,
rules of thumb which were often wrong;
seek as erringly stopcocks in cupboards,
or make a job last half as long?

He was a man who knew the ginnels
alleyways, streets — the whole district:
family secrets, minor annals,
time-honoured fictions fused to fact.

Seventy years of gossip muttered
under his cap, his tufty thatch,
so that his talk was slow and clotted,
hard to follow, and too much.

As though nothing fell, none vanished,
and time were the maze of Cheetham Hill,
in which the dead — with jobs unfinished
waited to hear him ring the bell.

For much he never got round to doing,
but meant to, when weather bucked up,
or worsened, or when his pipe was drawing,
or when he'd finished this cup.

I thought time, he forgot so often,
had forgotten him; but here's Death's pomp
over his house, and by the coffin
the son who will inherit his blowlamp,

tools, workshop, cart, and cornet
(pride of Cheetham Prize Brass Band),
and there's his mourning widow, Janet,
stood at the gate he'd promised to mend.

Soon he will make his final journey:
shaved and silent, strangely trim,
with never a pause to talk to any-
body: how arrow-like, for him!

In St Mark's Church, whose dismal tower
he pointed and painted when a lad,
they will sing his praises amidst flowers
while, somewhere, a cellar starts to flood,

and the housewife banging his front-door knocker
is not surprised to find him gone,
and runs for Thwaite, who's a better worker,
and sticks at a job until it's done."
Swarm,"When you see us swarm — rustle of

wingbeat, collapsed air — your mind
tries to make us one, a common

intelligence, a single spirit un-
tethered. You imagine us merely
searching out the next

vessel, anything

that could contain us, as if the hive
were just another jar. You try

to hold the ending, this
unspooling, make it either

zero or many, lack

or flurry. I was born,
you begin, & already each word
makes you smaller. Look at this field —

Cosmos. Lungwort. Utter each
& break

into a thousand versions of yourself.

You can't tell your stories fast enough.
The answer is not one, but also

not two."
Don't Let Me Be Lonely [On the bus two women argue],"On the bus two women argue about whether Rudy Giuliani had to kneel before the Queen of England when he was knighted. One says she is sure he had to. They all had to, Sean Connery, John Gielgud, Mick Jagger. They all had to. The other one says that if Giuliani did they would have seen it on television. We would have seen him do it. I am telling you we would have seen it happen.
When my stop arrives I am still considering Giuliani as nobility. It is difficult to separate him out from the extremes connected to the city over the years of his mayorship. Still, a day after the attack on the World Trade Center a reporter asked him to estimate the number of dead. His reply—More than we can bear—caused me to turn and look at him as if for the first time. It is true that we carry the idea of us along with us. And then there are three thousand of us dead and it is incomprehensible and ungraspable. Physically and emotionally we cannot bear it, should in fact never have this capacity. So when the number is released it is a sieve that cannot hold the loss of us, the loss Giuliani recognized and answered for.
Wallace Stevens wrote that ""the peculiarity of the imagination is nobility . . . nobility which is our spiritual height and depth; and while I know how difficult it is to express it, nevertheless I am bound to give a sense of it. Nothing could be more evasive and inaccessible. Nothing distorts itself and seeks disguise more quickly. There is a shame of disclosing it and in its definite presentation a horror of it. But there it is.""
Sir Giuliani kneeling. It was apparently not something to be seen on television, but rather a moment to be heard and experienced; a moment that allowed his imagination’s encounter with death to kneel under the weight of the real."
The Great Figure,"Among the rain
and lights
I saw the figure 5
in gold
on a red
firetruck
moving
tense
unheeded
to gong clangs
siren howls
and wheels rumbling
through the dark city."
"A Shropshire Lad, XXXVI","White in the moon the long road lies,  
  The moon stands blank above;  
White in the moon the long road lies  
  That leads me from my love.  
  
Still hangs the hedge without a gust,
  Still, still the shadows stay:  
My feet upon the moonlit dust  
  Pursue the ceaseless way.  
  
The world is round, so travellers tell,  
  And straight though reach the track,  
Trudge on, trudge on, ’twill all be well,  
  The way will guide one back.  
  
But ere the circle homeward hies  
  Far, far must it remove:  
White in the moon the long road lies  
  That leads me from my love. "
Monument (audio only), Click the icon above to listen to this audio poem.
Friday’s Child (audio only),  Click the icon above to listen to this audio poem.
First Things First (audio only), Click the icon above to listen to this audio poem.
The First Marriage,"for Gretchen and Herb: June 15, 1991


imagine the very first marriage a girl
and boy trembling with some inchoate
need for ceremony a desire for witness:
inventing formality like a wheel or a hoe

in a lost language in a clearing too far from here
a prophet or a prophetess intoned to the lovers
who knelt with their hearts cresting
like the unnamed ocean thinking This is true

thinking they will never be alone again
though planets slip their tracks and fish
desert the sea repeating those magic sounds
meaning I do on this stone below
this tree before these friends yes in body
and word my darkdream my sunsong yes I do I do"
Posthumous Remorse,"When you go to sleep, my gloomy beauty, below a black marble monument, when from alcove and manor you are reduced to damp vault and hollow grave;
     when the stone—pressing on your timorous chest and sides already lulled by a charmed indifference—halts your heart from beating, from willing, your feet from their bold adventuring,
     then the tomb, confidant to my infinite dream (since the tomb understands the poet always), through those long nights in which slumber is banished,
     will say to you: “What does it profit you, imperfect courtesan, not to have known what the dead weep for?” —And the worm will gnaw at your hide like remorse."
Invitation to the Voyage,"Child, Sister, think how sweet to go out there and live together! To love at leisure, love and die in that land that resembles you! For me, damp suns in disturbed skies share mysterious charms with your treacherous eyes as they shine through tears.
     There, there’s only order, beauty: abundant, calm, voluptuous.
     Gleaming furniture, polished by years passing, would ornament our bedroom; rarest flowers, their odors vaguely mixed with amber; rich ceilings; deep mirrors; an Oriental splendor—everything there would address our souls, privately, in their sweet native tongue.
     There, there’s only order, beauty: abundant, calm, voluptuous.
     See on these canals those sleeping boats whose mood is vagabond; it’s to satisfy your least desire that they come from the world’s end. —Setting suns reclothe fields, the canals, the whole town, in hyacinth and gold; the world falling asleep in a warm light.
     There, there’s only order, beauty: abundant, calm, voluptuous."
"No, Love Is Not Dead","No, love is not dead in this heart these eyes and this mouth
that announced the start of its own funeral.
Listen, I've had enough of the picturesque, the colorful
and the charming.
I love love, its tenderness and cruelty.
My love has only one name, one form.
Everything disappears. All mouths cling to that one.
My love has just one name, one form.
And if someday you remember
O you, form and name of my love,
One day on the ocean between America and Europe,
At the hour when the last ray of light sparkles
on the undulating surface of the waves, or else a stormy night
beneath a tree in the countryside or in a speeding car,
A spring morning on the boulevard Malesherbes,
A rainy day,
Just before going to bed at dawn,
Tell yourself-I order your familiar spirit-that
I alone loved you more and it's a shame
you didn't know it.
Tell yourself there's no need to regret: Ronsard
and Baudelaire before me sang the sorrows
of women old or dead who scorned the purest love.
When you are dead
You will still be lovely and desirable.
I'll be dead already, completely enclosed in your immortal body,
in your astounding image forever there among the endless marvels
of life and eternity, but if I'm alive,
The sound of your voice, your radiant looks,
Your smell the smell of your hair and many other things
will live on inside me.
In me and I'm not Ronsard or Baudelaire
I'm Robert Desnos who, because I knew
and loved you,
Is as good as they are.
I'm Robert Desnos who wants to be remembered
On this vile earth for nothing but his love of you.
A la mysterieuse"
Light Travels,"        1


        common time I follow you un-          
        kept secret on 
        a basic undersound
 






        2


        common time I follow you un-
        kept secret on 
        a basic undersound


        this is the first part of the rhyme
        allow for sequences of overheard
 






        3


        this is the first part of the rhyme
        allow for sequences of overheard


        close the curtains but
        playful elaborations of other-
        wise arrogant variations keeping
        the window open
 






        4


        close the curtains but
        playful elaborations of otherwise
        arrogant variation keeping
        the window open


        as it’s wrong to shut
        one’s eyes to dream
        it’s raining while it is in fact raining
 






        5


        as it’s wrong to shut
        one’s eyes to dream it’s 
        raining while it is in fact raining


        ears busied with hearing more than
        one voice the stream our tears unmirror
 






        6


        ears busied with hearing more than
        one voice the stream our tears unmirror


        or mere error as if
        naturally hard of
        divided
        noise rings in our fears
 






        7


        or mere error as if
        naturally hard of
        divided
        noise rings in our fears


        expands danger within our
        long thin hands contract 
        across quiet gravel
 






        8


        expands danger within our
        long thin hands contract 
        across quiet gravel


        narrow fruit tin cans
        loss of the white of other eyes
 






        9


        narrow fruit tin cans
        loss of the white of other eyes


        song out of mind
 






        10


        song out of mind


        or am I
        tethered
        so blind a coloring of thought
 






        11


        or am I
        tethered so
        blind a coloring of thought


        intrinsically fuzzy the sound as
        pavement
 






        12


        intrinsically fuzzy the sound as
        pavement


        whereas tenses
        are
        a later
        development
 






        13


        whereas tenses
        are
        a later
        development


        limits of a body open 
        sea the great sea 
        journey
 






        14


        limits of a body open 
        sea the great sea 
        journey


        how different the grammars of
        to think or swim







        15


        how different the grammars of
        to think or swim


        reminiscence and extinction"
The Real Subject [Whir],"Do not alarm yourself, I
could not rest content with 
moral lectures and continual 
repetition

like the solar system, I
could not hold my head up, made 
endlessly to 
glow

destined for grand ceremonies, I
was much affected by finding myself so
thin and so worn
down

(we use theory
to mean it is possible to 
choose, e.g., why I am just the
size I am)

a million million, a
cool and mortifying manner — what 
governs
motions"
Donal Og,"Translated from an anonymous eighth-century Irish poem


It is late last night the dog was speaking of you;
the snipe was speaking of you in her deep marsh.
It is you are the lonely bird through the woods;
and that you may be without a mate until you find me.

You promised me, and you said a lie to me,
that you would be before me where the sheep are flocked;
I gave a whistle and three hundred cries to you,
and I found nothing there but a bleating lamb.

You promised me a thing that was hard for you,
a ship of gold under a silver mast;
twelve towns with a market in all of them,
and a fine white court by the side of the sea.

You promised me a thing that is not possible,
that you would give me gloves of the skin of a fish;
that you would give me shoes of the skin of a bird;
and a suit of the dearest silk in Ireland.

When I go by myself to the Well of Loneliness,
I sit down and I go through my trouble;
when I see the world and do not see my boy,
he that has an amber shade in his hair.

It was on that Sunday I gave my love to you;
the Sunday that is last before Easter Sunday.
And myself on my knees reading the Passion;
and my two eyes giving love to you for ever.

My mother said to me not to be talking with you today,
or tomorrow, or on the Sunday;
it was a bad time she took for telling me that;
it was shutting the door after the house was robbed.

My heart is as black as the blackness of the sloe,
or as the black coal that is on the smith's forge;
or as the sole of a shoe left in white halls;
it was you that put that darkness over my life.

You have taken the east from me; you have taken the west from me;
you have taken what is before me and what is behind me;
you have taken the moon, you have taken the sun from me;
and my fear is great that you have taken God from me!"
How We Did It (audio only), Click the icon above to listen to this audio poem.
Zone,"At last you’re tired of this elderly world
Shepherdess O Eiffel Tower this morning the bridges are bleating
You’re fed up living with antiquity
Even the automobiles are antiques
Religion alone remains entirely new religion
Remains as simple as an airport hangar
In all Europe only you O Christianism are not old
The most modern European Pope Pius X it’s you
The windows watch and shame has sealed
The confessionals against you this morning
Flyers catalogs hoardings sing aloud
Here’s poetry this morning and for prose you’re reading the tabloids
Disposable paperbacks filled with crimes and police
Biographies of great men a thousand various titles
I saw a pretty street this morning I forgot the name
New and cleanly it was the sun’s clarion
Executives laborers exquisite stenographers
Criss-cross Monday through Saturday four times daily
Three times every morning sirens groan
At the lunch hour a rabid bell barks
The lettering on the walls and billboards
the doorplates and posters twitters parakeet-style
I love the swank of that street
Situated in Paris between the rue Aumont-Thieville and the avenue des Ternes
Here’s the young street and you’re still a baby
Dressed by your mother in blue and white only
You’re very pious and with your oldest friend Rene Dalize
Nothing is more fun than Masses and Litanies
It’s nine o’clock the gaslight is low you leave your bed
You pray all night in the school chapel
Meanwhile an eternal adorable amethyst depth
Christ’s flamboyant halo spins forever
Behold the beautiful lily of worship
Behold the red-haired torch inextinguishable
Behold the pale son and scarlet of the dolorous Mother
Behold the tree forever tufted with prayer
Behold the double gallows honor and eternity
Behold the six-pointed star
Behold the God who dies on Friday and rises on Sunday
Behold the Christ who flies higher than aviators
He holds the world's record for altitude
Christ pupil of the eye
Twentieth pupil of the centuries knows its stuff
And bird-changed this century like Jesus climbs the sky
Devils in the abyss look up to watch
They say this century mimics Simon Magus in Judea
It takes a thief to catch a thief they cry
Angels flutter around the pretty trapeze act
Icarus Enoch Elijah Apollonius of Tyana
Hover as close to the airplane as they can
Sometimes they give way to other men hauling the Eucharist
Priests eternally climbing the elevating Host
The plane descends at last its wings unfolded
bursts into a million swallows
Full speed come the crows the owls and falcons
From Africa ibis storks flamingoes
The Roc-bird famous with writers and poets
Glides Adam’s skull the original head in its talons
The horizon screams an eagle pouncing
And from America there comes a hummingbird
From China sinuous peehees
Who have only one wing and who fly in couples
And here’s a dove immaculate spirit
Escorted by lyre-bird and shimmery peacock
Phoenix the pyre the self-resurrected
Obscures everything ardently briefly with ash
The sirens abandon their perilous channels
Each one singing more beautifully arrives
Everyone eagle Phoenix Chinese peehees
Eager to befriend a machine that flies
You are walking in Paris alone inside a crowd
Herds of buses bellow and come too close
Love-anguish clutches your throat
You must never again be loved
In the Dark Ages you would have entered a monastery
You are ashamed to overhear yourself praying
You laugh at yourself and the laughter crackles like hellfire
The sparks gild the ground and background of your life
Your life is a painting in a dark museum
And sometimes you examine it closely
You are walking in Paris the women are bloodsoaked
It was and I have no wish to remember it was the end of beauty
In Chartres from her entourage of flames Our Lady beamed at me
The blood of your Sacred Heart drenched me in Montmartre
I’m sick of hearing blissful promises
The love I feel is a venereal disease
And the image possessing you in your pain your insomnia
Vanishes and it is always near you
And now you are on the Riviera
Under lemon trees that never stop blooming
You are boating with friends
One is from Nice one is from Menton two from La Turbie
We are staring terrified at giant squid
At fish the symbols of Jesus swimming through seaweed
You are in the garden at an inn outside of Prague
You are completely happy a rose is on the table
And instead of getting on with your short-story
You watch the rosebug sleeping in the rose's heart
Appalled you see yourself reproduced in the agates of Saint Vitus
You were sad near to death to see yourself there
You looked as bewildered as Lazarus
In the Jewish ghetto the clock runs backwards
And you go backwards also through a slow life
Climbing the Hradchen listening at nightfall
To Bohemian songs in the singing taverns
You in Marseilles among the watermelons
You in Coblenz at the Hotel Gigantic
You in Rome beneath a Japanese tree
You in Amsterdam with a girl you find pretty who is ugly
She’s engaged to marry a student from Leyden
Where you can rent rooms in Latin Cubicula locanda
I remember spending three days there and three in Gouda
You are in Paris hauled before the magistrate
You are under arrest you are a criminal now
You went on sorrowful and giddy travels
Ignorant still of dishonesty and old age
Love afflicted you at twenty and again at thirty
I’ve lived like a fool and I've wasted my time
You dare not look at your hands I want to weep all the time
On you on the one I love on everything that frightened you
And now you are crying at the sight of refugees
Who believe in God who pray whose women nurse babies
The hall of the train station is filled with the refugee-smell
Like the Magi refugees believe in their star
They expect to find silver mines in the Argentine
And to return like kings to their abandoned countries
One family carries a red eiderdown you carry your heart
Eiderdown and dreams are equally fantastic
Some of the refugees stay on in Paris settling
Into slums on the rue des Rosiers or the rue des Ecouffes
I have seen them often at dusk they breathe at their doorways
They budge from home as reluctantly as chessmen
They are chiefly Jewish the women wear wigs
And haunt backrooms of little shops in little chairs
You’re standing at the metal counter of some dive
Drinking wretched coffee where the wretched live
You are in a cavernous restaurant at night
These women are not evil they are used-up regretful
Each has tormented someone even the ugliest
She is the daughter of a police sergeant from Jersey
Her hands I’d never noticed are hard and cracked
My pity aches along the seams of her belly
I humble my mouth to her grotesque laughter
You’re alone when morning comes
The milkmen jingle bottles in the street
Night beautiful courtesan the night withdraws
Fraudulent Ferdine or careful Leah
And you drink an alcohol as caustic as your life
Your life you drink as alcohol
You walk to Auteuil you want to go on foot to sleep
At home among your South Sea and Guinean fetishes
Christs of another shape another faith
Subordinate Christs of uncertain hopes
Goodbye Goodbye
Sun cut throated"
