Poem Name,Poem Content
Hauntings,"In the grey tumult of these after years
    Oft silence falls; the incessant wranglers part;
And less-than-echoes of remembered tears
    Hush all the loud confusion of the heart;
And a shade, through the toss’d ranks of mirth and crying,
    Hungers, and pains, and each dull passionate mood,—
Quite lost, and all but all forgot, undying,
    Comes back the ecstasy of your quietude.
So a poor ghost, beside his misty streams,
Is haunted by strange doubts, evasive dreams,
    Hints of a pre-Lethean life, of men,
Stars, rocks, and flesh, things unintelligible,
    And light on weaving grass, he knows not when,
And feet that ran, but where, he cannot tell."
A Memory,"Somewhile before the dawn I rose, and stept
    Softly along the dim way to your room
    And found you sleeping in the quiet gloom,
And holiness about you as you slept.
I knelt there; till your waking fingers crept
    About my head, and held it. I had rest
    Unhoped this side of Heaven, beneath your breast.
I knelt a long time, still; nor even wept.
It was great wrong you did me; and for gain
Or that poor moment’s kindliness, and ease,
and sleepy mother-comfort!
                                             Child, you know
How easily love leaps out to dreams like these,
Who has seen them true.    And love that’s wakened so
Takes all too long to lay asleep again."
"A Shropshire Lad, XII","When I watch the living meet,
    And the moving pageant file
Warm and breathing through the street
    Where I lodge a little while,

If the heats of hate and lust
    In the house of flesh are strong,
Let me mind the house of dust
    Where my sojourn shall be long.

In the nation that is not 
    Nothing stands that stood before;
There revenges are forgot,
    And the hater hates no more;

Lovers lying two and two
    Ask not whom they sleep beside,
And the bridegroom all night through
    Never turns him to the bride."
"A Shropshire Lad, XI","On your midnight pallet lying,
    Listen, and undo the door:
Lads that waste the light in sighing
    In the dark should sigh no more;
Night should ease a lover’s sorrow;
Therefore, since I go to-morrow,
    Pity me before.

In the land to which I travel,
    The far dwelling, let me say—
Once, if here the couch is gravel,
    In a kinder bed I lay,
And the breast the darnel smothers
Rested once upon another’s 
    When it was not clay."
"A Shropshire Lad, X","                  MARCH

The Sun at noon to higher air,
Unharnessing the silver Pair
That late before his chariot swam,
Rides on the gold wool of the Ram.

So braver notes the storm-cock sings
To start the rusted wheel of things,
And brutes in field and brutes in pen
Leap that the world goes round again.

The boys are up the woods with day
To fetch the daffodils away,
And home at noonday from the hills
They bring no dearth of daffodils.

Afield for palms the girls repair,
And sure enough the palms are there,
And each will find by hedge or pond
Her waving silver-tufted want.

In farm and field through all the shire
They eye beholds the heart’s desire;
Ah, let not only mine be vain,
For lovers should be loved again. "
"A Shropshire Lad, IX","On moonlit heath and lonesome bank
    The sheep beside me graze;
And yon the gallows used to clank
    Fast by the four cross ways.

A careless shepherd once would keep
    The flock by moonlight there,
And high amongst the glimmering sheep
    The dead man stood on air.

They hang us now in Shrewsbury jail:
    The whistles blow forlorn,
And trains all night groan on the rail
    To men that die at morn.

There sleeps in Shrewsbury jail to-night,
    Or wakes, as may betide,
A better lad, if things went right,
    Than most that sleep outside.

And naked to the hangman’s noose
    The morning clocks will ring
A neck God made for other use
    Than strangling in a string.

And sharp the link of life will snap,
    And dead on air will stand
Heels that held up as straight a chap
    As treads upon the land.

So here I’ll watch the night and wait
    To see the morning shine,
When he will hear the stroke of eight
    And not the stroke of nine;

And wish my friend as sound a sleep
    As lads’ I did not know,
That shepherded the moonlit sheep
    A hundred years ago."
"A Shropshire Lad, VIII","‘Farewell to barn and stack and tree,
    Farewell to Severn shore.
Terence, look your last at me,
    For I come home no more.

‘The sun burns on the half-mown hill,
    By now the blood is dried;
And Maurice amongst the hay lies still
    And my knife is in his side.

‘My mother thinks us long away;
    ’Tis time the field were mown.
She had two sons at rising day,
    To-night she’ll be alone.

‘And here’s a bloody hand to shake,
    And oh, man, here’s good-bye;
We’ll sweat no more on scythe and rake,
    My bloody hands and I.

‘I wish you strength to bring you pride,
    And a love to keep you clean,
And I wish you luck, come Lammastide,
    At racing on the green.

‘Long for me the rick will wait,
    And long will wait the fold,
And long will stand the empty plate,
    And dinner will be cold.’"
"A Shropshire Lad, VII","When smoke stood up from Ludlow,
    And mist blew off from Teme,
And blithe afield to ploughing
    Against the morning beam
    I strode beside my team,

The blackbird in the coppice
    Looked out to see me stride,
And hearkened as I whistled
    The trampling team beside,
    And fluted and replied:

‘Lie down, lie down, young yeoman;
    What use to rise and rise?
Rise man a thousand mornings
    Yet down at last he lies,
    And then the man is wise.’

I heard the tune he sang me,
    And spied his yellow bill;
I picked a stone and aimed it
    And threw it with a will:
    Then the bird was still.

Then my soul within me
    Took up the blackbird’s strain,
And still beside the horses
    Along the dewy lane
    It sang the song again:

‘Lie down, lie down, young yeoman;
    The sun moves always west;
The road one treads to labour
    Will lead one home to rest,
    And that will be the best.’"
"A Shropshire Lad, VI","When the lad for longing sighs,
    Mute and dull of cheer and pale,
If at death’s own door he lies,
    Maiden, you can heal his ail.

Lovers’ ills are all to buy:
    The wan look, the hollow tone,
The hung head, the sunken eye,
    You can have them for your own.

But them, buy them: eve and morn
    Lovers’ ill are all to sell.
Then you can lie down forlorn;
    but they lover will be well. "
"A Shropshire Lad, V","Oh see how thick the goldcup flowers
       Are lying in field and lane,
With dandelions to tell the hours
       That never are told again.
Oh may I squire you round the meads
       And pick you posies gay?
—’Twill do no harm to take my arm.
       ‘You may, young man, you may.’
Ah, spring was sent for lass and lad,
       ’Tis now the blood runs gold,
And man and maid had best be glad
       Before the world is old.
What flowers to-day may flower to-morrow,
       But never as good as new.
—Suppose I wound my arm right round—
       ‘Tis true, young man, ’tis true.’
Some lads there are, ’tis shame to say,
       That only court to thieve,
And once they bear the bloom away
       ’Tis little enough they leave.
Then keep your heart for men like me
       And safe from trustless chaps.
My love is true and all for you.
       ‘Perhaps, young man, perhaps.’
Oh, look in my eyes then, can you doubt?
       —Why, ’tis a mile from town.
How green the grass is all about!
       We might as well sit down.
—Ah, life, what is it but a flower?
       Why must true lovers sigh?
Be kind, have pity, my own, my pretty,—
       ‘Good-bye, young man, good-bye.’"
"A Shropsire Lad, IV","               REVEILLE

Wake: the silver dusk returning
    Up the beach of darkness brims,
And the ship of sunrise burning
    Strands upon the eastern rims.

Wake: the vaulted shadow shatters,
    Trampled to the floor it spanned,
And the tent of night in tatters
    Straws the sky-pavilioned land.

Up, lad, up, ‘tis late for lying;
    Hear the drums of morning play;
Hark, the empty highways crying
    ‘Who’ll beyond the hills away?’

Towns and countries woo together,
    Forelands beacon, belfries call;
Never lad that trod on leather
    Lived to feast his heart with all.

Up, lad: thews that lie and cumber
    Sunlit pallets never thrive;
Morns abed and daylight slumber
    Were not meant for man alive.

Clay lies still, but blood’s a rover;
    Breath’s a ware that will not keep.
Up, lad: when the journey’s over
    There’ll be time enough to sleep. "
"False, but Beautiful","Dark as a demon’s dream is one I love—
In soul—but oh, how beautiful in form!
She glows like Venus throned in joy above,
Or on the crimson couch of Evening warm
Reposing her sweet limbs, her heaving breast
Unveiled to him who lights the golden west!
Ah, me, to be by that soft hand carest,
To feel the twining of that snowy arm,
To drink that sigh with richest love opprest,
To bathe within that sunny sea of smiles,
To wander in that wilderness of wiles
And blissful blandishments—it is to thrill
With subtle poison, and to feel the will
Grow weak in that which all the veins doth fill.
Fair sorceress! I know she spreads a net
The strong, the just, the brave to snare; and yet
My soul cannot, for its own sake, forget
The fascinating glance which flings its chain
Around my quivering heart and throbbing brain,
And binds me to my painful destiny,
As bird, that soars no more on high,
Hangs trembling on the serpent’s doomful eye."
Jeju Island,"Everything in the beginning is the same.
Clouds let us look at the sun.

Words let us watch a man about to be killed.
The eye-hollows of his skull see home.

When they stone him,
he knows what a stone is—each word, a stone:
The hole of his nose
as dark as the door I pass through.

I wander the halls numerously.
He’s no longer my grandfather in weight.

Among old bodies piled high, they aim.
Living can tranquilize you."
Simon the Good,"I’m the matron-king of hell
In yoga pants and a disused bra for a laurel
& shatter the scene inside your simmering year
 
Like a ransom scene filmed through shattered transom
I smear in my glamour
I make as if
to justify the ways of God to man
That’s my ticket in
That’s why God lets me speak here
Crystostoma’d
on his couch
Even though I’m derived from Hell
Hellish Helenish Hellenic
 
I’m the hanged man
in this version
pegged up
in mine pegged jeans
by mine ancles, an inversion
mine manacles are monocoles
I spit out the key
and squinny through the keyhole
back at the unquittable world
 
In my rainment
of gummy sunglasses
and crows wings for epaulets
I delicately squawk from the edges of things
balance unsteadily on the bust of the goddess
 
squawk:
Aeschelus Euphorion Aeschelus Euphorion
 
&:
I’m going to tell you something so bad that when you hear it you’re gonna know it’s true.
 
Like all the worst stories
It comes from the heart
& it goes there too.
 
Back here in St. Joseph County
a struck duck flies crown first into the asphalt and is stuck there
with its brains for adhesive
like someone licked the pavement and sealed it
a postalette
with its cartoon feet in the air and its Jeff Koon wings
that’s roadkill for you: realer than real
and the cars mill by with their wheels in reverse
heavy as chariots
in a dealership commercial
and I am walking my dog by the river
a matron from hell
 
look on me and despise
I am like the river:
thick as beer and with a sudsy crown
there polyethylene bags drape the banks like herons
and a plastic jug rides a current with something like the determination
that creases mine own brow
as I attempt to burn my lunch off
the determination of garbage
riding for its drain
hey-nonny it’s spring
and everything wears a crown
as it rides its thick doom to its noplace
 
gently brushed
by pollen
by the wings of hymenoptera
like a helicoptera
performing its opera
all above Indiana
bearing the babes away
from their births to their berths
in the NICU in Indie-un-apple-us
Unapple us, moron God,
You’ve turned me Deophobic
the greasy tracks you leave all over the internet
the slicey DNA
in the scramblechondria
the torn jeans
panicked like space invaders
in an arcane video game
oh spittle-pink blossom
the tree don’t need nomore
shook down to slick the pavement like a payslip
you disused killer app
 
each thought strikes my brain
like the spirals in a ham
pink pink for easter
sliced by something machinic
each thought zeros in
flies hapless and demented
festooned like a lawn dart
finds its bit of eye
spills its champagne
split of pain
 
then we come to our senses
suddenly alone
in the endzone"
First Forty Days,"1
 
Muddled stillness 
All summer
Sun 
 
Punched the yellow jacket nest
 
Cavernous paper
Valved like a parched heart
 
Over and over
I let it
 
Beat outside
My body
 
No dark to cradle
The living part 
 
 
2
 
The glare sears seeing  
                       Something moves out of the corner
                                                                 Often it is more       nothing  
 
Tumbling
From its silk sack.              
 
This stillness
 
                        Shifts. Streak  
 
Of tiny particulars
Pained in relation: the experience still
 
So still
It is invisible?
 
It will settle, I will tell you
Where the edges belong
 
 
3
 
 
River
That bare aspiring edge
That killing arrow
             Feathered from its
Own wing
 
Then the third
River forms
 
When pain’s lit
 
Taper
Drips
 
 
Soft lip
Of my vision
 
Effacing, radiates
A late, silty light
My life
 
Slowly bottoming
Into thought  "
Managed Diversity,"Through predictive analytics I understood the inevitability of the caged-up babies
 
They keep coffins at the border for when the refugees get too far from home
 
How many thousands of bodies can we fit in a tent or a swimming pool
 
We can live without the unknown in front of us if we keep enough babies in cages
 
The cardboard box sleeps one kid comfortably
 
Two is snug   efficient   recommended in times of austerity

Relational values change in relation to market sentiments

This is the danger of having too much access to illegal bodies
 
Let’s pretend the illegal bodies are bankers
 
Let’s stick all the bankers in cages
 
Let’s shove shit in their mouths
 
Let’s pretend they are eating cryptocurrency
 
Let’s create a crisis let’s induce inflation
 
Let’s undervalue the cost of their bodies

I dream of an economy where one arrested immigrant is replaced with one dead banker
 
I am not responsible for my dreams rather I am responsible for what I do with my dreams
 
When the sleep medication wears off I am alone with the machines that watch me 
 
The global economy brightens my room with the surveillance of my rotten assets"
Self-Portrait as Semiramis,"Had I been raised by doves
wouldn’t I have learned
to fly
 
By wolves
to hunt in packs
 
Had I been raised by gods
wouldn’t I too
be godlike
 
In the movies the orphan
is the killer
not loved enough
unwanted
 
But wasn’t I
most
wanted
 
My mother
fish goddess
dove into the sea
for the sin of loving
a mortal man
 
I love a mortal man too
 
At night I coax him
from sleep
rousing him
with my mouth
 
By day
we build high brick walls
around us
           our Babylon
 
Had my mother lived
to see me rise from this boundless
deep
         would she recognize me
as I have grown large
and my arms have become
the long arms of the sea
reaching over
                  and over
                                           for the shore"
At a Window,"Give me hunger,
O you gods that sit and give
The world its orders.
Give me hunger, pain and want,
Shut me out with shame and failure
From your doors of gold and fame,
Give me your shabbiest, weariest hunger!

But leave me a little love,
A voice to speak to me in the day end,
A hand to touch me in the dark room
Breaking the long loneliness.
In the dusk of day-shapes
Blurring the sunset,
One little wandering, western star
Thrust out from the changing shores of shadow.
Let me go to the window,
Watch there the day-shapes of dusk
And wait and know the coming
Of a little love."
"The Shropshire Lad, III","            THE RECRUIT

Leave your home behind, lad,
    And reach your friends your hand,
And go, and luck go with you
    While Ludlow tower shall stand.

Oh, come you home of Sunday
    While Ludlow streets are still
And Ludlow bells are calling
    To farm and lane and mill,

Or come you home of Monday
    When Ludlow market hums
And Ludlow chimes are playing
    ‘The conquering hero comes’,

Come you home a hero,
    Or come not home at all,
The lads you leave will mind you
    Till Ludlow tower shall fall.

And you will list the bugle
    That blows in lands of morn,
And make the foes of England
    Be sorry you were born.

And you till trump of doomsday
    On lands of morn may lie,
And make the hearts of comrades
    Be heavy where you die.

Leave your home behind you,
    Your friends by field and town:
Oh, town and field will mind you
    Till Ludlow tower is down. "
"A Shropshire Lad, I","From Clee to heaven the beacon burns,
    The shires have seen it plain,
From north and south the sign returns
    And beacons burn again.  

Look left, look right, the hills are bright,
    The dales are light between,
Because ’tis fifty years to-night
    That God has saved the Queen.

Now, when the flame they watch not towers
    About the soil they trod,
Lads, we’ll remember friends of ours
    Who shared the work with God.

To skies that knit their heartstrings right,
    To fields that bred them brave,
The saviours come not home to-night:
    Themselves they could not save.

It dawns in Asia, tombstones show
    And Shropshire names are read;
And the Nile spills his overflow
    Beside the Severn’s dead.

We pledge in peace by farm and town
    The Queen they served in war,
And fire the beacons up and down
    The land they perished for.

‘God save the Queen’ we living sing,
    From height to height ’tis heard;
And with the rest your voices ring,
    Lads of the Fifty-third.

Oh, God will save her, fear you not:
    Be you the men you’ve been,
Get you the sons your fathers got,
    And God will save the Queen."
Soldier: Twentieth Century,"I love you, great new Titan!
Am I not you?
Napoleon and Caesar
Out of you grew.

Out of unthinkable torture,
Eyes kissed by death,
Won back to the world again,
Lost and won in a breath,

Cruel men are made immortal.
Out of your pain born,
They have stolen the sun’s power
With their feet on your shoulders worn.

Let them shrink from your girth,
That has outgrown the pallid days
When you slept like Circe’s swine
Or a word in the brain’s ways. "
Killed in Action,"Your “Youth” has fallen from its shelf,
And you have fallen, you yourself.
They knocked a soldier on the head,
I mourn the poet who fell dead.
And yet I think it was by chance,
By oversight you died in France.
You were so poor an outward man,
So small against your spirit’s span,
That Nature, being tired awhile,
Saw but your outward human pile;
And Nature, who would never let
A sun with light still in it set,
Before you even reached your sky,
In inadvertence let you die. "
Marching,"(As seen from the left file).

My eyes catch ruddy necks
Sturdily pressed back—
All a red-brick moving glint.
Like flaming pendulums, hands
Swing across the khaki—
Mustard-coloured khaki—
To the automatic feet.

We husband the ancient glory
In these bared necks and hands.
Not broke is the forge of Mars;
But a subtler brain beats iron
To shoe the hoofs of death
(Who paws dynamic air now).
Blind fingers loose an iron cloud
To rain immortal darkness
On strong eyes."
The Troop Ship,"Grotesque and queerly huddled
Contortionists to twist
The sleepy soul to a sleep,
We lie all sorts of ways
And cannot sleep.
The wet wind is so cold,
And the lurching men so careless,
That, should you drop to a doze,
Winds’ fumble or men’s feet
Are on your face. "
The Dead Heroes,"Flame out, you glorious skies,
Welcome our brave;
Kiss their exultant eyes;
Give what they gave.

Flash, mailed seraphim,
Your burning spears;
New days to outflame their dim
Heroic years.

Thrills their baptismal tread
The bright proud air;
The embattled plumes outspread
Burn upwards there.

Flame out, flame out, O Song!
Star ring to star;
Strong as our hurt is strong
Our children are.

Their blood is England’s heart;
By their dead hands
It is their noble part
That England stands.

England—Time gave them thee;
They gave back this
To win Eternity
And claim God’s kiss. "
Louse Hunting,"Nudes, stark and glistening,
Yelling in lurid glee.    Grinning faces
And raging limbs
Whirl over the floor one fire;
For a shirt verminously busy
Yon soldier tore from his throat
With oaths
Godhead might shrink at, but not the lice,
And soon the shirt was aflare
Over the candle he’d lit while we lay.

Then we all sprang up and stript 
To hunt the verminous brood.
 Soon like a demons’ pantomime
This plunge was raging.
See the silhouettes agape,
See the gibbering shadows
Mixed with the baffled arms on the wall.

See Gargantuan hooked fingers
Pluck in supreme flesh
To smutch supreme littleness.
See the merry limbs in that Highland fling
Because some wizard vermin willed 
To charm from the quiet this revel
When our ears were half lulled
By the dark music
Blown from Sleep’s trumpet."
"Returning, We Hear the Larks","Sombre the night is:
And, though we have our lives, we know
What sinister threat lurks there.

Dragging these anguished limbs, we only know
This poison-blasted track opens on our camp—
On a little safe sleep.

But hark! Joy—joy—strange joy. 
Lo! Heights of night ringing with unseen larks:
Music showering on our upturned listening faces.

Death could drop from the dark
As easily as song—
But song only dropped,
Like a blind man’s dreams on the sand
By dangerous tides;
Like a girl’s dark hair, for she dreams no ruin lies there,
Or her kisses where a serpent hides. "
Break of Day in the Trenches,"The darkness crumbles away—
It is the same old druid Time as ever.
Only a live thing leaps my hand—
A queer sardonic rat—
As I pull the parapet’s poppy
To stick behind my ear.
Droll rat, they would shoot you if they knew
Your cosmopolitan sympathies
(And God knows what antipathies).
Now you have touched this English hand
You will do the same to a German—
Soon, no doubt, if it be your pleasure
To cross the sleeping green between.
It seems you inwardly grin as you pass
Strong eyes, fine limbs, haughty athletes
Less chanced than you for life,
Bonds to the whims of murder,
Sprawled in the bowels of the earth,
The torn fields of France.
What do you see in our eyes
At the shrieking iron and flame
Hurled through still heavens?
What quaver—what heart aghast?
Poppies whose roots are in man’s veins
Drop, and are ever dropping:
But mine in my ear is safe,
Just a little white with the dust."
On Receiving the First News of the War,"Snow is a strange white word;
No ice or frost
Has asked of bud or bird
For Winter’s cost.

Yet ice and frost and snow
From earth to sky
This Summer land doth know;
No man knows why.

In all men’s hearts it is:
Some spirit old
Hath turned with malign kiss
Our lives to mould.

Red fangs have torn His face,
God’s blood is shed:
He mourns from His lone place
His children dead.

O ancient crimson curse!
Corrode, consume;
Give back this universe
Its pristine bloom."
