Poem Name,Poem Link
Summer Sorrow,https://poets.org/poem/summer-sorrow-0
Hunter heart a lonely is the,https://poets.org/poem/hunter-heart-lonely
She leads me to tongues,https://poets.org/poem/she-leads-me-tongues
Soonisms,https://poets.org/poem/soonisms
To Winter,https://poets.org/poem/winter-4
Spring in New Hampshire (To J. L. J. F. E.),https://poets.org/poem/spring-new-hampshire-j-l-j-f-e
work: an ode for the human micropoem*,https://poets.org/poem/work-ode-human-micropoem
Winter in the Country,https://poets.org/poem/winter-country
On a Primitive Canoe,https://poets.org/poem/primitive-canoe
I Shall Return,https://poets.org/poem/i-shall-return
Enslaved,https://poets.org/poem/enslaved
Serenity,https://poets.org/poem/serenity-0
Exile,https://poets.org/poem/exile-3
Gradually Then Suddenly,https://poets.org/poem/gradually-then-suddenly
Vows,https://poets.org/poem/vows
When I Have Passed Away,https://poets.org/poem/when-i-have-passed-away
Heritage,https://poets.org/poem/heritage-3
"December, 1919",https://poets.org/poem/december-1919-0
In Bondage,https://poets.org/poem/bondage-0
POLITIES &/or SONNETS,https://poets.org/poem/polities-or-sonnets
The Life of a Writer,https://poets.org/poem/life-writer
"Untitled (Havana, 2000)",https://poets.org/poem/untitled-havana-2000
My Mountains,https://poets.org/poem/my-mountains
Chile’s Land,https://poets.org/poem/chiles-land
I Sing What You Loved,https://poets.org/poem/i-sing-what-you-loved
Give Me Your Hand,https://poets.org/poem/give-me-your-hand
Weaving the Round,https://poets.org/poem/weaving-round
The Spanish Needle,https://poets.org/poem/spanish-needle
My Mother,https://poets.org/poem/my-mother-4
Sunset,https://poets.org/poem/sunset-2
The River Village,https://poets.org/poem/river-village
The One Mockingbird Only Sings at Night,https://poets.org/poem/one-mockingbird-only-sings-night
Harlem Shadows,https://poets.org/poem/harlem-shadows-0
The Wild Goat,https://poets.org/poem/wild-goat
Interior,https://poets.org/poem/interior
A Fairy Tale of Blackboyhood,https://poets.org/poem/fairy-tale-blackboyhood
After the Winter,https://poets.org/poem/after-winter-0
The Plateau,https://poets.org/poem/plateau
Poem for Rebecca Wight,https://poets.org/poem/poem-rebecca-wight
I let the flies bite me when I meditate,https://poets.org/poem/i-let-flies-bite-me-when-i-meditate
"Mary, Mother of Christ",https://poets.org/poem/mary-mother-christ
The Wise,https://poets.org/poem/wise
Suicide Chant,https://poets.org/poem/suicide-chant
Spring Reminiscence,https://poets.org/poem/spring-reminiscence
Wild May,https://poets.org/poem/wild-may
North and South,https://poets.org/poem/north-and-south
August Moonrise,https://poets.org/poem/august-moonrise
Life,https://poets.org/poem/life-7
French Toast,https://poets.org/poem/french-toast
Copernicus,https://poets.org/poem/copernicus
a feeling has passed before a charted present,https://poets.org/poem/feeling-has-passed-charted-present
Bread and Wine,https://poets.org/poem/bread-and-wine
Sacrament,https://poets.org/poem/sacrament
Caprice,https://poets.org/poem/caprice
Advice to Youth,https://poets.org/poem/advice-youth
Taking Your Olympic Measure,https://poets.org/poem/taking-your-olympic-measure
XX Judgement,https://poets.org/poem/xx-judgement
To One Who Said Me Nay,https://poets.org/poem/one-who-said-me-nay
If You Should Go,https://poets.org/poem/if-you-should-go-0
"Oh, for a Little While Be Kind",https://poets.org/poem/oh-little-while-be-kind
All the Dead,https://poets.org/poem/all-dead
Order,https://poets.org/poem/order
Earth Evanescent,https://poets.org/poem/earth-evanescent
Meditations at Tabexa Wakpa (Frog Creek),https://poets.org/poem/meditations-tabexa-wakpa-frog-creek
"Heart Butte, Montana",https://poets.org/poem/heart-butte-montana
"The Book of the Missing, Murdered and Indigenous—Chapter 1",https://poets.org/poem/book-missing-murdered-and-indigenous-chapter-1
Memory,https://poets.org/poem/memory-3
Homing Swallows,https://poets.org/poem/homing-swallows
Hope is a Bruise,https://poets.org/poem/hope-bruise
Bitter Winter,https://poets.org/poem/bitter-winter
Young Singer,https://poets.org/poem/young-singer
Winter Moon,https://poets.org/poem/winter-moon
Cabaret,https://poets.org/poem/cabaret
Shadows,https://poets.org/poem/shadows
Poem [1],https://poets.org/poem/poem-1-1
For Myself,https://poets.org/poem/myself
For Joseph Conrad,https://poets.org/poem/joseph-conrad
For Paul Laurence Dunbar,https://poets.org/poem/paul-laurence-dunbar
"For Hazel Hall, American Poet",https://poets.org/poem/hazel-hall-american-poet
Landscape with a Hundred Turns,https://poets.org/poem/landscape-hundred-turns
Monotony,https://poets.org/poem/monotony
Justice,https://poets.org/poem/justice
A Black Pierrot,https://poets.org/poem/black-pierrot
When Sue Wears Red,https://poets.org/poem/when-sue-wears-red
Song for a Banjo Dance,https://poets.org/poem/song-banjo-dance
Beggar Boy,https://poets.org/poem/beggar-boy
After Many Springs,https://poets.org/poem/after-many-springs
Danse Africaine,https://poets.org/poem/danse-africaine
On Broadway,https://poets.org/poem/broadway-2
Home Thoughts,https://poets.org/poem/home-thoughts
"For John Keats, Apostle of Beauty",https://poets.org/poem/john-keats-apostle-beauty
For One Who Died Singing of Death,https://poets.org/poem/one-who-died-singing-death
"UPON Grief and Grievance: Art and Mourning in America, New Museum, New York, 2021. / DOUBLE SONNET after A.J., C.S.D., C.G., J.B., D.R., P.C., M.B., K.G., K.W., M.E., K.B., E.G., M.D. & R.S.",https://poets.org/poem/upon-grief-and-grievance-art-and-mourning-america-new-museum-new-york-2021-double-sonnet-after
For a Preacher,https://poets.org/poem/preacher
For a Wanton,https://poets.org/poem/wanton
I Was a Good Wife,https://poets.org/poem/i-was-good-wife
Give-Away Song,https://poets.org/poem/give-away-song
The Tropics in New York,https://poets.org/poem/tropics-new-york-0
"Alfonso, Dressing to Wait at Table",https://poets.org/poem/alfonso-dressing-wait-table
Laughers,https://poets.org/poem/laughers
Mexican Market Woman,https://poets.org/poem/mexican-market-woman
America,https://poets.org/poem/america-8
Question [1],https://poets.org/poem/question-1
Negro,https://poets.org/poem/negro
To One Coming North,https://poets.org/poem/one-coming-north
Aunt Sue’s Stories,https://poets.org/poem/aunt-sues-stories
The Call to Duty,https://poets.org/poem/call-duty
Midsummer,https://poets.org/poem/midsummer-0
Professional Spanish Knocks on the Door,https://poets.org/poem/professional-spanish-knocks-door
A Love Note,https://poets.org/poem/love-note
The Year Before I Left For Mars,https://poets.org/poem/year-i-left-mars
"where all, we flowers",https://poets.org/poem/where-all-we-flowers
"Iyáaní (Spirit, Breath, Life)",https://poets.org/poem/iyaani-spirit-breath-life
Resist,https://poets.org/poem/resist
For Daughters of Magdalen,https://poets.org/poem/daughters-magdalen
For a Fatalist,https://poets.org/poem/fatalist
For a Skeptic,https://poets.org/poem/skeptic
For One Who Gayly Sowed His Oats,https://poets.org/poem/one-who-gayly-sowed-his-oats
For an Unsuccessful Sinner,https://poets.org/poem/unsuccessful-sinner
For a Philosopher,https://poets.org/poem/philosopher-0
For a Mouthy Woman,https://poets.org/poem/mouthy-woman
The Easter Flower,https://poets.org/poem/easter-flower
"Beat, Old Heart",https://poets.org/poem/beat-old-heart
Fins,https://poets.org/poem/fins
Four Steichen Prints,https://poets.org/poem/four-steichen-prints-0
Wind Rising in the Alleys,https://poets.org/poem/wind-rising-alleys
In Summer Twilight,https://poets.org/poem/summer-twilight
Rememory,https://poets.org/poem/rememory
Once upon a Black Imagination ...,https://poets.org/poem/once-upon-black-imagination
window on my part-time employer in the one building that was once two,https://poets.org/poem/window-my-part-time-employer-one-building-was-once-two
from The Laceration,https://poets.org/poem/laceration
preface to a traffic stop: sound,https://poets.org/poem/preface-traffic-stop-sound
Upstream,https://poets.org/poem/upstream
Black Horizons,https://poets.org/poem/black-horizons-0
Sea Slant,https://poets.org/poem/sea-slant
July,https://poets.org/poem/july-0
The Cottonwood People,https://poets.org/poem/cottonwood-people
Good Night,https://poets.org/poem/good-night-0
remedies I,https://poets.org/poem/remedies-i
"What he thought belly down, when I was 8 years old",https://poets.org/poem/what-he-thought-belly-down-when-i-was-8-years-old
Born. Living. Will. Die.,https://poets.org/poem/born-living-will-die
Everything Needs Fixing,https://poets.org/poem/everything-needs-fixing
Summit And Vale,https://poets.org/poem/summit-and-vale
the shoes,https://poets.org/poem/shoes
A Song Of Love,https://poets.org/poem/song-love
A Common Plaint,https://poets.org/poem/common-plaint
Rainy Day,https://poets.org/poem/rainy-day
i traveled the world. it was fine.,https://poets.org/poem/i-traveled-world-it-was-fine
Searching for a Palestinian Necropastoral (Eve),https://poets.org/poem/searching-palestinian-necropastoral-eve
With the Lark,https://poets.org/poem/lark-0
After the Music,https://poets.org/poem/after-music
The Comfort Ghosts,https://poets.org/poem/comfort-ghosts-0
Heirloom,https://poets.org/poem/heirloom-0
Ocean Water,https://poets.org/poem/ocean-water
All the Lives We Are,https://poets.org/poem/all-lives-we-are
The Library,https://poets.org/poem/library-1
INTO THE THICKET,https://poets.org/poem/thicket
freedom terrors,https://poets.org/poem/freedom-terrors
Aspiration,https://poets.org/poem/aspiration-1
WAVE AFTER WAVE,https://poets.org/poem/wave-after-wave
"LAND ACKNOWLEDGEMENT, 1842 TERRITORY",https://poets.org/poem/land-acknowledgement-1842-territory-0
In Flight,https://poets.org/poem/flight-5
Renato's Dream,https://poets.org/poem/renatos-dream
Crossword,https://poets.org/poem/crossword-0
Dyer Died In Silence,https://poets.org/poem/dyer-died-silence
A Reason to be Angry,https://poets.org/poem/reason-be-angry
Nigra Sum,https://poets.org/poem/nigra-sum-0
"Médée Furieuse, 1838",https://poets.org/poem/medee-furieuse-1838
Shocks and Changes,https://poets.org/poem/shocks-and-changes
A Raft of Grief,https://poets.org/poem/raft-grief
Sock Hop,https://poets.org/poem/sock-hop
4 stars,https://poets.org/poem/4-stars
Leda,https://poets.org/poem/leda-0
Letter to my sister,https://poets.org/poem/letter-my-sister
An invitation to travel,https://poets.org/poem/invitation-travel
But there is still life here,https://poets.org/poem/there-still-life-here
Lament,https://poets.org/poem/lament-0
Kablooey is the Sound You'll Hear,https://poets.org/poem/kablooey-sound-youll-hear
Pre-Existing Conditions,https://poets.org/poem/pre-existing-conditions
As dogs,https://poets.org/poem/dogs-0
Mementos of a Summer Day,https://poets.org/poem/mementos-summer-day
Summer and the City,https://poets.org/poem/summer-and-city
Angelhair,https://poets.org/poem/angelhair
The Love of Travelers,https://poets.org/poem/love-travelers
Orchard,https://poets.org/poem/orchard-0
Why appropriation is not necessarily the same as mastery,https://poets.org/poem/why-appropriation-not-necessarily-same-mastery
To unravel a torment you must begin somewhere,https://poets.org/poem/unravel-torment-you-must-begin-somewhere
Bethal Ridge Cemetary,https://poets.org/poem/bethal-ridge-cemetary
The Weeds In This Garden,https://poets.org/poem/weeds-garden
The Day I Learn Her Diagnosis,https://poets.org/poem/day-i-learn-her-diagnosis
Bones for Everyone,https://poets.org/poem/bones-everyone
Words Growing on Trees,https://poets.org/poem/words-growing-trees
Cold Gin and a Pandemic,https://poets.org/poem/cold-gin-and-pandemic
"I, Lover",https://poets.org/poem/i-lover
children of the drum,https://poets.org/poem/children-drum
eat,https://poets.org/poem/eat
bastard and bite,https://poets.org/poem/bastard-and-bite
Once There Was a Tree,https://poets.org/poem/once-there-was-tree
"Diary from an AIDS Ward,1984",https://poets.org/poem/diary-aids-ward1984
La Biblioteca is a Doula,https://poets.org/poem/la-biblioteca-doula
Little Grey Dreams,https://poets.org/poem/little-grey-dreams
A Body’s Universe of Big Bangs,https://poets.org/poem/bodys-universe-big-bangs
Cathedral,https://poets.org/poem/cathedral
The Bell,https://poets.org/poem/bell
The animal that is most vulnerable is usually the most cruel / It is impossible to separate it from what it remembers,https://poets.org/poem/animal-most-vulnerable-usually-most-cruel-it-impossible-separate-it-what-it-remembers
A Short History of Journey,https://poets.org/poem/short-history-journey
Haint Blue,https://poets.org/poem/haint-blue
Legacy,https://poets.org/poem/legacy-4
Almost Majnun,https://poets.org/poem/almost-majnun
Remember Re mem ber ing,https://poets.org/poem/remember-re-mem-ber-ing
A Doctor Tells Us It’s Not a Life or Death Situation,https://poets.org/poem/doctor-tells-us-its-not-life-or-death-situation
The America I Know Could Use a Good Cry,https://poets.org/poem/america-i-know-could-use-good-cry
Remote Disjunctions,https://poets.org/poem/remote-disjunctions
Commas,https://poets.org/poem/commas
Disintegrating Calculus Problem,https://poets.org/poem/disintegrating-calculus-problem
Mourning,https://poets.org/poem/mourning
Who Hurt You,https://poets.org/poem/who-hurt-you
Voice Clear As,https://poets.org/poem/voice-clear
In the ن of it all,https://poets.org/poem/n-it-all
to give the thing a name that belongs to something else,https://poets.org/poem/give-thing-name-belongs-something-else
June Sunset,https://poets.org/poem/june-sunset
Seashells,https://poets.org/poem/seashells
The Two Horses (A Memory),https://poets.org/poem/two-horses-memory
[there must be one thing you can’t have in order to be alive],https://poets.org/poem/there-must-be-one-thing-you-cant-have-order-be-alive
Interrogation of an Alternate Timeline,https://poets.org/poem/interrogation-alternate-timeline
Pastoral,https://poets.org/poem/pastoral-4
Perseverance,https://poets.org/poem/perseverance
Ode to the Sun,https://poets.org/poem/ode-sun
For a Pessimist,https://poets.org/poem/pessimist
For a Magician,https://poets.org/poem/magician
For an Anarchist,https://poets.org/poem/anarchist
For an Evolutionist and His Opponent,https://poets.org/poem/evolutionist-and-his-opponent
For an Atheist,https://poets.org/poem/atheist
(telling),https://poets.org/poem/telling-0
Last Best Niche,https://poets.org/poem/last-best-niche
Sonnet—Baugmaree,https://poets.org/poem/sonnet-baugmaree
Ways to Disappear,https://poets.org/poem/ways-disappear
"All Along, I Laid, Halved",https://poets.org/poem/all-along-i-laid-halved
i love you to the moon &,https://poets.org/poem/i-love-you-moon
Looking at the Moon After Rain,https://poets.org/poem/looking-moon-after-rain
Felt Flowers,https://poets.org/poem/felt-flowers
"September 23, 2016",https://poets.org/poem/september-23-2016
The Blue-Green Stream,https://poets.org/poem/blue-green-stream
Kumulipo,https://poets.org/poem/kumulipo
When Struck by Night,https://poets.org/poem/when-struck-night
In the Beginning,https://poets.org/poem/beginning-0
Muscular Fantasy,https://poets.org/poem/muscular-fantasy
"I Don't Say Goodbye, I Only Say Ciao—",https://poets.org/poem/i-dont-say-goodbye-i-only-say-ciao
Hypothesis,https://poets.org/poem/hypothesis
Grace Among the Ferns,https://poets.org/poem/grace-among-ferns
Looking for the Beautiful Things,https://poets.org/poem/looking-beautiful-things
"Logically, I Know the Circus",https://poets.org/poem/logically-i-know-circus
[Has Spring passed away?],https://poets.org/poem/has-spring-passed-away
warm water,https://poets.org/poem/warm-water
Will know nothing,https://poets.org/poem/will-know-nothing
The Vault,https://poets.org/poem/vault
The Waiting,https://poets.org/poem/waiting
How Near to Fairyland,https://poets.org/poem/how-near-fairyland
It was easier to manage,https://poets.org/poem/it-was-easier-manage
gun(n),https://poets.org/poem/gunn
I Take Notes,https://poets.org/poem/i-take-notes
Almost Buried,https://poets.org/poem/almost-buried
from “Đổi Mới”,https://poets.org/poem/doi-moi
Ballad,https://poets.org/poem/ballad-0
Gitanjali 83,https://poets.org/poem/gitanjali-83
Moving the Bones,https://poets.org/poem/moving-bones
Our Land,https://poets.org/poem/our-land
"“‘Pages 1-4,’ an excerpt from The Ferguson Report: An Erasure”",https://poets.org/poem/pages-1-4-excerpt-ferguson-report-erasure
Enchantment,https://poets.org/poem/enchantment
Parable of the Unclean Spirit,https://poets.org/poem/parable-unclean-spirit
Bandwidth,https://poets.org/poem/bandwidth
She Manifests Her Own Ineffable,https://poets.org/poem/she-manifests-her-own-ineffable
American Sonnet for Wanda C.,https://poets.org/poem/american-sonnet-wanda-c
American Sonnet (95),https://poets.org/poem/american-sonnet-95
Fall Term (V),https://poets.org/poem/fall-term-v
Terrorem,https://poets.org/poem/terrorem
The Birthday Interviews,https://poets.org/poem/birthday-interviews
It’s Important I Remember that the Moral Arc of the Universe Bends—,https://poets.org/poem/its-important-i-remember-moral-arc-universe-bends
Self-Portrait at 28,https://poets.org/poem/self-portrait-28
The Moon,https://poets.org/poem/moon-1
The Charm of 5:30,https://poets.org/poem/charm-530
Classic Water,https://poets.org/poem/classic-water
The New Brain,https://poets.org/poem/new-brain
In the Grove: The Poet at Ten,https://poets.org/poem/grove-poet-ten
Reflections in a Pool of Hair,https://poets.org/poem/reflections-pool-hair
Still Life with Hemorrhage,https://poets.org/poem/still-life-hemorrhage
Fire-Flowers,https://poets.org/poem/fire-flowers
For a Lovely Lady,https://poets.org/poem/lovely-lady
For a Lady I Know,https://poets.org/poem/lady-i-know
For a Virgin,https://poets.org/poem/virgin
For a Singer,https://poets.org/poem/singer-0
Cassette County,https://poets.org/poem/cassette-county
I Never Knew I Loved Dean Rader,https://poets.org/poem/i-never-knew-i-loved-dean-rader
Gertrude: In the Rooms,https://poets.org/poem/gertrude-rooms
In Memory of Colonel Charles Young,https://poets.org/poem/memory-colonel-charles-young
She of the Dancing Feet Sings,https://poets.org/poem/she-dancing-feet-sings
Baptism,https://poets.org/poem/baptism
For A Cynic,https://poets.org/poem/cynic
For My Grandmother,https://poets.org/poem/my-grandmother
For A Poet,https://poets.org/poem/poet-3
Russian Cathedral,https://poets.org/poem/russian-cathedral
The Black Finger,https://poets.org/poem/black-finger
"Lady, Lady",https://poets.org/poem/lady-lady
Escape,https://poets.org/poem/escape-1
Vanishing,https://poets.org/poem/vanishing
Boletus,https://poets.org/poem/boletus
Origin Story,https://poets.org/poem/origin-story-1
When Nothing But Tree,https://poets.org/poem/when-nothing-tree
Let Me Begin Again,https://poets.org/poem/let-me-begin-again
Japanese Hokku,https://poets.org/poem/japanese-hokku
Insomniami,https://poets.org/poem/insomniami
"And That Fast, You’re Thinking About Their Bodies",https://poets.org/poem/and-fast-youre-thinking-about-their-bodies
A Dream Of Foxes,https://poets.org/poem/dream-foxes
One Year Later,https://poets.org/poem/one-year-later
My Father’s Accent,https://poets.org/poem/my-fathers-accent
Leaving Fox,https://poets.org/poem/leaving-fox
Dear Fox,https://poets.org/poem/dear-fox
The Coming Of Fox,https://poets.org/poem/coming-fox
Fox,https://poets.org/poem/fox-1
I Want the Wide American Earth,https://poets.org/poem/i-want-wide-american-earth
The Little Book of Cheerful Thoughts,https://poets.org/poem/little-book-cheerful-thoughts
"In her mostly white town, an hour from Rocky Mountain National Park, a black poet considers centuries of protests against racialized violence",https://poets.org/poem/her-mostly-white-town-hour-rocky-mountain-national-park-black-poet-considers-centuries
Like a Strong Tree,https://poets.org/poem/strong-tree
Entonces Mi Hija/Then My Daughter,https://poets.org/poem/entonces-mi-hijathen-my-daughter
Los Bustos De Martí/ The Busts Of Martí,https://poets.org/poem/los-bustos-de-marti-busts-marti
Flora numérica/ Numeric Flora,https://poets.org/poem/flora-numerica-numeric-flora
Heritage,https://poets.org/poem/heritage-2
Song,https://poets.org/poem/song-16
The Shroud of Color,https://poets.org/poem/shroud-color
Minstrel Man,https://poets.org/poem/minstrel-man
After Reading Kobayashi Issa’s The Spring of My Life On My 49th Birthday,https://poets.org/poem/after-reading-kobayashi-issas-spring-my-life-my-49th-birthday
Death Poems II,https://poets.org/poem/death-poems-ii
Bobolink,https://poets.org/poem/bobolink
Venetian Siesta,https://poets.org/poem/venetian-siesta
The Other Side of Nowhere,https://poets.org/poem/other-side-nowhere
Near the End of April,https://poets.org/poem/near-end-april
I Never Wanted to Die,https://poets.org/poem/i-never-wanted-die
Llorona,https://poets.org/poem/llorona
Overlooking the Cortile,https://poets.org/poem/overlooking-cortile
Narwhals Are Real,https://poets.org/poem/narwhals-are-real
Signals,https://poets.org/poem/signals
Deuda Natal/ Natal Debt,https://poets.org/poem/deuda-natal-natal-debt
Memory is Blood Soluble,https://poets.org/poem/memory-blood-soluble
Pastoral,https://poets.org/poem/pastoral-3
Youth,https://poets.org/poem/youth-0
Grief Dream,https://poets.org/poem/grief-dream
Life and Death,https://poets.org/poem/life-and-death
Knowledge,https://poets.org/poem/knowledge
Nothing Wants to Suffer,https://poets.org/poem/nothing-wants-suffer
"House Empty Speaks a Loud Truth, 2018",https://poets.org/poem/house-empty-speaks-loud-truth-2018
Winter Solstice,https://poets.org/poem/winter-solstice-0
Poem,https://poets.org/poem/poem-24
Four A.M.,https://poets.org/poem/four-am
Sonnet III: “Mindful of you the sodden earth in spring”,https://poets.org/poem/sonnet-iii-mindful-you-sodden-earth-spring
Rock Paper Scissors,https://poets.org/poem/rock-paper-scissors
After Graduate School,https://poets.org/poem/after-graduate-school
"A Financial Planner Asks About My Goals, or Golden Shovel with Cardi B’s “Money”",https://poets.org/poem/financial-planner-asks-about-my-goals-or-golden-shovel-cardi-bs-money
An Earth Song,https://poets.org/poem/earth-song
44 Questions to Ask While Bingeing,https://poets.org/poem/44-questions-ask-while-bingeing
"Undelivered Message to the Sky: November 9, 2016",https://poets.org/poem/undelivered-message-sky-november-9-2016
Theory of Plate Tectonics,https://poets.org/poem/theory-plate-tectonics
When Love,https://poets.org/poem/when-love
Love Song,https://poets.org/poem/love-song-0
A Amazônia está queimando,https://poets.org/poem/amazonia-esta-queimando
Winter to Spring,https://poets.org/poem/winter-spring
One More Love Poem,https://poets.org/poem/one-more-love-poem
Love Poem -1: Chicago (CST) to Bangalore (GMT +5:30),https://poets.org/poem/love-poem-1-chicago-cst-bangalore-gmt-530
The Lonely Sleep Through Winter,https://poets.org/poem/lonely-sleep-through-winter
My Einsteinicity,https://poets.org/poem/my-einsteinicity
La suavecita,https://poets.org/poem/la-suavecita
The Roots Do a Live Cover of Mayfield's “Move On Up”,https://poets.org/poem/roots-do-live-cover-mayfields-move
How Many Lives Have We Lived in Paris?,https://poets.org/poem/how-many-lives-have-we-lived-paris
