Poem Name,Poem Content
Compensation,"Dere is a rest-place for de weary feet,
an’ for de bitter cup a conquering sweet:
for sore an’ burdened hearts dere’lll be a balm,
And after days of tempest comes a calm.
For every smallest wrong dere is a right,
an’ t’rough de dark shall gleam a ray of light:
oppression for a season may endure,
but ‘tis true wud, “For ebery ill a cure.”
Den let me not t’ink hard of those who use
deir power tyrannously an’ abuse:
let me remember always while I live,
de noblest of all deeds is to forgive.
This, not revenge, is sweet: this lif’s de soul
an’ meks it wort’ while in a empty wul’:
far better than an old an’ outworn creed
‘tis each day to do one such noble deed.
 "
"My Native Land, My Home","Dere is no land dat can compare
   Wid you where’er I roam;
In all de wul’ none like you fair,
    My native land, my home.
Jamaica is de nigger’s place,
      No mind whe’ some declare;
Although dem call we “no-land race,”
      I know we home is here.    
You give me life an’ nourishment, 
       No udder land I know;
My lub I neber can repent,
      For all to you I owe.
E’en ef you mek me beggar die,
      I’ll trust you all de same,
An’ none de less on you reply,
      Nor saddle you wid blame.
Though you may cas’ me from your breas’
       An’ trample me to deat’,
My heart will trus’ you none de less,
       My land I won’t fidget.
An’ I hope none o’ your sons would
       Refuse deir strengt’ to lend,
An’ drain de last drop o’deir blood
        Their country to defend.
You draw de t’ousan’ from deir shore,
         An’ all ‘long keep dem please’;
De invalid come here fe cure,
         You heal all deir disease.
Your fertile soil grow all o’ t’ings
         To full naygur’s wants,
‘Tis seamed wid neber-failings springs
         To give dem to de plants
You hab all t’ings fe mek life bles’,
          But buccra ‘poil de whole
Wid gove’mint an’ all de res’,
          Fe worry naygur soul.
Still dem little chupidness
          Caan’ tek away me lub;
De time when I’ll tu’n ‘gains’ you is
           When you can’t give me grub.
 "
Killin’ Nanny,"Two little pickny is watchin’ ,
    While a goat is led to deat’ ;
Dey are little ones of two years,
     An’ know naught of badness yet.
De goat is bawlin’ fe mussy
    An’ de children watch de sight
As de butcher re’ch his sharp knife,
    An’ tab wid all his might.
Dey see de red blood flowin’ ;
     An’ one chil’ trimble an’ hide
His face in de midder’s bosom,
     While t’udder look on wide-eyed.
De tears is fallin’ down hotly
      From him on de mudder’s knee;
De udder wid joy is starin’,
       An’ clappin’ his han’s wid glee.
When dey had forgotten Nanny,
        Grown men I see dem again;
An’ de forehead of de laughter
         Was brand’ wid de mark of Cain.
 "
Kite-Flying,"Higher fly, my pretty kite,
   over distant towers;
paper-made, red, blue an’ white.
    all my fav’rite colours.
As up an’ up an’ up you mount
     on your way to heaven,
thoughts come, which I cannot count,
     of the times I’ve striven
Just to soar away like you,
      rising to a happier sphere
deep within yon skies of blue
      far from all de strife an’ care
You have got you’ singer on,
      let me hear your singing,
hear you’ pleasant bee-like tone
      on de breezes ringing
Wider dash your streamin’ tail
      keep it still a-dancin’!
as across de ditch you sail,
      by the tree-tops glancin’.
Messengers I send along,
     lee round papers of bright red;
up they go to swell you’ song,
    climbin’ on the slimber t’ read.
Higher fly, my pretty kite,
    higher, ever higher;
draw me with you to your height
    out the earthly mire.
 "
Drought Essay,"The Orlando dead;  the  ribbons  and signs on the rotary’s fence.  My mind fringed 
like  that,  bitten  by  heat,  sky-kicking.  At  work the  soil  was  thin  and  the  land
was  lent;  long  rows for  kids to  play  at  tending.  There  to help,  I  once  allowed
the lettuce plants to fry to lace in minutes, like a joke. I cut my braids into the sink
and     thought     about     you    on     the     bus.    Tomatoes     bubbled    overnight,
stovetop    unattended.  What   profusion   I   found   I   made   a   little   dangerous.
The  corn I’d  spaced  or planted  badly  called out touch me,  lonely  perfect tassels
to   the   wind.   When   we    shucked   the   first   ripe   one,   only   half   filled   out,
even  the  cruel   twins   left   the  shed  and   pressed   to  look  and   touch  the  ear.
Its freak pearls, its cool thread. "
Instructions Before Stuttering,"Tread where the name has prepared
A full name full of desire
Clay like plenty
Love is sensitive
In the space of crying
The name goes ahead
To prepare you
Grasp the vessel
With both hands and
Walk slow
A road of red clover
Opens—"
Sappho for Everybody,"A fundamental part of being queer is being erased, I explain at
            the outset of my talk this basic premise requiring 5.7 
            seconds to sink into the minds of my delegation 
At the nightmare board meeting that has derailed my dreams, I’m
            dashing in cobalt suit, white pocket square, a humble 
            multi-tasker before a great glass boardroom, clicker in hand,
            shoulder pads to the wind, I let it rip, my modest proposal: 
                                     STRAIGHT GAY CULTURE
            Savior stories of access and entitlement everyone can love  
It’s already here! I warble, juggling my wagers in perfect sync,
            Big nonsense proclamations followed by primal screams
            always get them to their feet,  
I have in my possession the latest in a genre I call gauche rive
            gauche: a new straight fantasy novel about dead white 
            lesbians written under lockdown while sunbathing in the south of
            France, 
My board members get it—guaranteed mainstream reviews!—but
            they’re genuinely charmed by the true star of the author
            photo, the poetess’s tiny background husband in swim trunks
            near the sea,  
Letters of support stream in from the usual best-sellers, To whom it may
            concern: Our transphobic books feature exciting transgender
            protagonists, more huzzahs from the board,  
Ever tearful, never fearful, I grab my trophy and confess, I myself was
            obliged to attend the transgender studies panel organized by
            cis studies, so I ask, Does tour always mean tourism? 
Rhetorical flourish before I walk them through the numbers, A
            figure in Kevlar rolls in the coffee cart, which is how I know
            I’m screwed, 
                                     Everyone gets shoved in a van at some point
                                     and

                                                            gets

                                                                     dropped
                                                 off
            As the world turns                  gays lie awake 
                      gagging on fake episodes                   the only time we cry 
Nervously I apply                     a stick and tint 
            because I’m fabulous and I’m about to meet my maker! 
Between argonauts and incels            I leopard crawl her whereabouts
            Windex squeaks on a secret 
                                                swaddled in her No Razzismo tote bag 
Unmistakable alarm, is it not?             So I twist 
                      as in meme                                          and freeze 
“You are ideal and failure, sentiment and lure,” says my maker,
            a distant relative of Pierre Louÿs, whose ghost stands just
            beyond her on the shore, gripping his sun bleached conch over his
            head, scrawled upon it:                       bed death is a lie 
200 years later the bottle floats back, rolls of film inside sloshed in
            gin, bitter outtakes from tar, from rent, from what I realize is
            theirs and always has been 
  This is after after after 
            The fundament of our relations is soft 
They creep over us like mist 
            But in the future          when distance fails
                       gays awake softer still"
Sappho,"The twilight’s inner flame grows blue and deep,
And in my Lesbos, over leagues of sea,
The temples glimmer moonwise in the trees.
Twilight has veiled the little flower face
Here on my heart, but still the night is kind
And leaves her warm sweet weight against my breast.
Am I that Sappho who would run at dusk
Along the surges creeping up the shore
When tides came in to ease the hungry beach,
And running, running, till the night was black,
Would fall forespent upon the chilly sand
And quiver with the winds from off the sea?
Ah, quietly the shingle waits the tides
Whose waves are stinging kisses, but to me
Love brought no peace, nor darkness any rest.
I crept and touched the foam with fevered hands
And cried to Love, from whom the sea is sweet,
From whom the sea is bitterer than death.
Ah, Aphrodite, if I sing no more
To thee, God’s daughter, powerful as God,
It is that thou hast made my life too sweet
To hold the added sweetness of a song.
There is a quiet at the heart of love,
And I have pierced the pain and come to peace.
I hold my peace, my Cleïs, on my heart;
And softer than a little wild bird’s wing
Are kisses that she pours upon my mouth.
Ah, never any more when spring like fire
Will flicker in the newly opened leaves,
Shall I steal forth to seek for solitude
Beyond the lure of light Alcæus’ lyre,
Beyond the sob that stilled Erinna’s voice.
Ah, never with a throat that aches with song,
Beneath the white uncaring sky of spring,
Shall I go forth to hide awhile from Love
The quiver and the crying of my heart.
Still I remember how I strove to flee
The love-note of the birds, and bowed my head
To hurry faster, but upon the ground
I saw two wingèd shadows side by side,
And all the world’s spring passion stifled me.
Ah, Love, there is no fleeing from thy might,
No lonely place where thou hast never trod,
No desert thou hast left uncarpeted
With flowers that spring beneath thy perfect feet.
In many guises didst thou come to me;
I saw thee by the maidens while they danced,
Phaon allured me with a look of thine,
In Anactoria I knew thy grace,
I looked at Cercolas and saw thine eyes;
But never wholly, soul and body mine,
Didst thou bid any love me as I loved.
Now I have found the peace that fled from me;
Close, close, against my heart I hold my world.
Ah, Love that made my life a lyric cry,
Ah, Love that tuned my lips to lyres of thine,
I taught the world thy music, now alone
I sing for one who falls asleep to hear."
Recitative,"Regard the capture here, O Janus-faced,
As double as the hands that twist this glass.
Such eyes at search or rest you cannot see;
Reciting pain or glee, how can you bear!
Twin shadowed halves: the breaking second holds
In each the skin alone, and so it is
I crust a plate of vibrant mercury
Borne cleft to you, and brother in the half.
Inquire this much-exacting fragment smile,
Its drums and darkest blowing leaves ignore,—
Defer though, revocation of the tears
That yield attendance to one crucial sign.
Look steadily—how the wind feasts and spins
The brain’s disk shivered against lust. Then watch
While darkness, like an ape’s face, falls away,
And gradually white buildings answer day.
Let the same nameless gulf beleaguer us—
Alike suspend us from atrocious sums
Built floor by floor on shafts of steel that grant
The plummet heart, like Absalom, no stream.
The highest tower,—let her ribs palisade
Wrenched gold of Nineveh;—yet leave the tower.
The bridge swings over salvage, beyond wharves;
A wind abides the ensign of your will . . .
In alternating bells have you not heard
All hours clapped dense into a single stride?
Forgive me for an echo of these things,
And let us walk through time with equal pride."
Twin I,"                                     I.
I had thought we’d said everything we needed to say
when you were in the hospital
and the nurses were running around
trying to figure
out how to make you more comfortable.
Would you like some more water?
But I continued to have entire conversations
with you in my head. Now, no one speaks.
You died of a virus no one knew the name of.
And when scientists found a name,
our parents declared that people like you
deserved to die.
No one would touch you.
No one from family went to your funeral.
Your body was burned.
                                     II.
Trees lose leaves in winter. Every year birds return
to lusher resorts. No one thing ever leaves,
I tell myself, falls away completely.
When does it become unreasonable to cry?
I lay lilacs next to your headstone,
all of our family now gone, trace the letters
in your name, round out vowels
with my fingertips, shallowed out
beyond recognition to anyone but me.
 "
Self-Care Is a Psy-Op,"—a meme 
I am taking my iPhone to see my therapist. 
& I’m all like See see see see listen look there was a goose 
born without webbed feet I saw on Instagram & Farmer Gene
fitted Andy (that’s the goose’s name!!) with baby-sized Nikes
so Andy could walk but someone killed him anyway. The goose!
Clipped at his throat; wings severed & missing. In 1991.  
Never caught who did it. I’ve been drunk about it all day.
& my therapist wants to learn more about me & I tell her
what the FBI already downloaded: In 1991, I was born 
under a cloud of red, stolen feathers. 
I’ve been meaning to tell you that I’m taking myself 
seriously for once. I’ve learned so much since I paid 
my internet bill. I quit hissing. Jasmine tea miraculously 
appears in my mug where there once was rum. & now, I can
laugh, entertaining Eric with my strong strategy for the future
dystopia, in which I escape to the Minnesota lakes to harvest
milk from the last of the nation’s orphaned goats. 
You & my therapist say I spend too much time online, stupefied,
with the curtains drawn & my hand down the front, clicking myself.
But you don’t understand. The metaphor being I am the goose &
I’m contemporary to some degree. God knows who in this country is
Farmer Andy. But my sense of humor is the webbed feet & the Nikes
are my Blackness & my mellow but I’m killed anyway. You say turn It off,
but It’s where everyone contemporary is having contemporary arguments
no one started. Individuality is a phenomenon for which none of our social
structures adequately prepared us. I am always a better version away from
myself. & I can realize nothing else. "
Oranges & Sardines,"Last night we stayed home.
Last night we stayed home again.
Last night you drank scotch, watched TV.
And we stayed home again.
Last night I looked at you in the half light.
Your head up, you held your scotch.
We stayed home again, watched TV
I watched you lift your glass.
I saw your mother in your eyes.
We talked when the movie stopped.
We stayed home again last night.
I was looking for something.
I was looking for something to say.
About the woman in the movie we were watching.
And the man she looked at without words.
Sometimes, I look at you without looking for something.
They were watching TV, this man, this woman.
They held hands, I held yours.
It was your mother’s hand so it was mine.
It was your father’s hand so it was mine.
Last night we stayed home.
Last night we stayed home again.
Last night you drank scotch, we watched TV.
I sipped from a glass of red wine.
The scotch was brilliant,
the color of oranges & sardines,
flickering in the flickering light.
We stayed home again, last night, last night, last night.
Tomorrow again, the grey, grey light,
will hang like a bracelet, a loom, a loom.
That grey light I sometimes see you in.
But it doesn’t matter now in our bed, in this room, this room.
Last night we stayed home, again.
Last night you drank scotch, we watched TV.
I drank from your glass, orange & sardines.
The scotch spun, I held your hand.
I am looking for something to say,
About the woman in the movie we were watching.
And the man she looked at without words.
I remember what that couple remembered about themselves.
The scotch spun oranges, the TV sardines.
Lights off, socks on, I kissed you,
our bodies, shape shifting pails of sand,
silence rubbing away our names and our voices,
We stayed at home again, last night, two owls.
Your hair is the color of fine scotch, mine, sardines.
How wise we’ve become perched aloft in our feathered bed.
Last night we remember, everything about ourselves, said."
Psalm,"for the unuttered word extravagant frames of light
              the lost son for a door slammed shut for abbreviation’s deftness and windowless rooms grass slowly dying on the lawn
                    the ibis the sea turtle for the white wrapped wingspan of a swan
the shadow of memory the ripening rage the stopped clock   
                    for mending the mind the burning cloth the dark plumage
of a library shelf for its paper boat of words a sudden flight
                    of angels the aviary of a wing-clipped heart for the cut flower, fields, trees, earth, wrists, for the body torn,
                                                                                                          God.
                                                                               "
New Moon Newton,"            God is Change,
            And in the end,
            God prevails.
            But meanwhile . . .
            Kindness eases Change.
            Love quiets fear.
                        —Octavia E. Butler, Parable of the Talents
stars
whole patterns of them
rocking around in the radiant arena
above and around our heads
on a night when the wind
sang like a scream
and the deer stood frozen
as a statue of itself
the sky was dark because
la luna had finished revealing themself
and was not yet ready to 
begin again
and I get it now:
a stanza is like a little frame
and the frame is a little crooked 
jenny
calls from the road and we talk
I walk 
so briefly we together
move from our faraway states
synced perhaps by the clap
of hooves and burning oil
and the telephone can be a line
like any other wire
so can I say it:
love frightens me
the matter it contains
the speed the direction
even words of thanks
at the reference desk
from a patron
gracias, amor
haunt me in the quiet places . . .
but if “god is change” 
then is it god who sent my matter
hurtling back into the open open
can anybody tell me how to contain it
clockwork
even the moon
on a calendar stacked
fluxes away and comes back
striking disclosure
arrives in flashes"
