Poem Name,Poem Content
Parowan Canyon,"When granite and sandstone begin to blur
and flow, the eye rests on cool white aspen.
Strange, their seeming transparency.
How as in a sudden flash one remembers
a forgotten name, so the recollection. Aspen.
With a breeze in them, their quiet rhythms,
shimmering, quaking. Powder on the palm.
Cool on the cheek. Such delicacy
the brittle wood, limbs snapping
at a grasp, whole trees tumbling in the winds.
Sweet scent on a swollen afternoon.
Autumn, leaves falling one upon another, gold
rains upon a golden earth. How at evening
when the forest darkens, aspen do not.
And a white moon rises and silver stars
point toward the mountain, darkness
holds them so pale.
They stand still, very still."
Around Us,"We need some pines to assuage the darkness
when it blankets the mind,
we need a silvery stream that banks as smoothly
as a plane’s wing, and a worn bed of
needles to pad the rumble that fills the mind,
and a blur or two of a wild thing
that sees and is not seen. We need these things
between appointments, after work,
and, if we keep them, then someone someday,
lying down after a walk
and supper, with the fire hole wet down,
the whole night sky set at a particular
time, without numbers or hours, will cause
a little sound of thanks—a zipper or a snap—
to close round the moment and the thought
of whatever good we did."
Loading a Boar,"We were loading a boar, a goddam mean big sonofabitch and he jumped out of the
pickup four times and tore out my stockracks and rooted me in the stomach and I 
fell down and he bit John on the knee and he thought it was broken and so did I 
and the boar stood over in the far corner of the pen and watched us and John and I 
just sat there tired and Jan laughed and brought us a beer and I said, ""John it aint 
worth it, nothing's going right and I'm feeling half dead and haven't wrote a poem in ages 
and I'm ready to quit it all,"" and John said, ""shit, young feller, you aint got 
started yet and the reason's cause you trying to do it outside yourself and aint 
looking in and if you wanna by god write pomes you gotta write pomes about 
what you know and not about the rest and you can write about pigs and that boar 
and Jan and you and me and the rest and there aint no way you're gonna quit,"" and 
we drank beer and smoked, all three of us, and finally loaded that mean bastard 
and drove home and unloaded him and he bit me again and I went in the house 
and got out my paper and pencils and started writing and found out John he was 
right."
Driving and Drinking [North to Parowan Gap],"North to Parowan Gap

Turn right up there
and get off these pavements
there aint no sense
to holding up the traffic
and we aint hurrying
you just turn there and that dirt road
goes out to the Gap
where them Indins wrote on them rocks
I remember the first time
I ever got drunk.  Me and my brother
we was following this branch back home in Misippi
when we seen a trail leading off
and he knew but I didn't
he's oldern I was and been down them trails
so's we went down and found it
any time you find a trail off a branch
you follow it . . ."
The Cabbage,"You have rented an apartment.
You come to this enclosure with physical relief,
your heavy body climbing the stairs in the dark,
the hall bulb burned out, the landlord 
of Greek extraction and possibly a fatalist.
In the apartment leaning against one wall,
your daughter's painting of a large frilled cabbage
against a dark sky with pinpoints of stars.
The eager vegetable, opening itself 
as if to eat the air, or speak in cabbage
language of the meanings within meanings;
while the points of stars hide their massive
violence in the dark upper half of the painting.
You can live with this. "
Untitled [I talk to my inner lover],"I talk to my inner lover, and I say, why such 
   rush?
We sense that there is some sort of spirit that loves
   birds and animals and the ants--
perhaps the same one who gave a radiance to you in
   your mother's womb.
Is it logical you would be walking around entirely
   orphaned now?
The truth is you turned away yourself,
and decided to go into the dark alone.
Now you are tangled up in others, and have forgotten
   what you once knew,
and that's why everything you do has some weird
   failure in it."
Love for This Book,"In these lonely regions I have been powerful
in the same way as a cheerful tool
or like untrammeled grass which lets loose its seed
or like a dog rolling around in the dew.
Matilde, time will pass wearing out and burning
another skin, other fingernails, other eyes, and then
the algae that lashed our wild rocks,
the waves that unceasingly construct their own whiteness,
all will be firm without us,
all will be ready for the new days,
which will not know our destiny.
What do we leave here but the lost cry
of the seabird, in the sand of winter, in the gusts of wind
that cut our faces and kept us
erect in the light of purity,
as in the heart of an illustrious star?
What do we leave, living like a nest
of surly birds, alive, among the thickets
or static, perched on the frigid cliffs?
So then, if living was nothing more than anticipating
the earth, this soil and its harshness,
deliver me, my love, from not doing my duty, and help me
return to my place beneath the hungry earth.
We asked the ocean for its rose,
its open star, its bitter contact,
and to the overburdened, to the fellow human being, to the wounded
we gave the freedom gathered in the wind.
It's late now. Perhaps
it was only a long day the color of honey and blue,
perhaps only a night, like the eyelid
of a grave look that encompassed
the measure of the sea that surrounded us,
and in this territory we found only a kiss,
only ungraspable love that will remain here
wandering among the sea foam and roots."
The White House,"Your door is shut against my tightened face,
And I am sharp as steel with discontent;
But I possess the courage and the grace
To bear my anger proudly and unbent.
The pavement slabs burn loose beneath my feet,
And passion rends my vitals as I pass,
A chafing savage, down the decent street;
Where boldly shines your shuttered door of glass.
Oh, I must search for wisdom every hour,
Deep in my wrathful bosom sore and raw,
And find in it the superhuman power
To hold me to the letter of your law!
Oh, I must keep my heart inviolate
Against the potent poison of your hate."
The Tropics of New York,"Bananas ripe and green, and ginger root
     Cocoa in pods and alligator pears,
And tangerines and mangoes and grape fruit,
     Fit for the highest prize at parish fairs,
Sat in the window, bringing memories
     of fruit-trees laden by low-singing rills,
And dewy dawns, and mystical skies
     In benediction over nun-like hills.
My eyes grow dim, and I could no more gaze;
     A wave of longing through my body swept,
And, hungry for the old, familiar ways
     I turned aside and bowed my head and wept."
Love for This Book,"In these lonely regions I have been powerful
in the same way as a cheerful tool
or like untrammeled grass which lets loose its seed
or like a dog rolling around in the dew.
Matilde, time will pass wearing out and burning
another skin, other fingernails, other eyes, and then
the algae that lashed our wild rocks,
the waves that unceasingly construct their own whiteness,
all will be firm without us,
all will be ready for the new days,
which will not know our destiny.
What do we leave here but the lost cry
of the seabird, in the sand of winter, in the gusts of wind
that cut our faces and kept us
erect in the light of purity,
as in the heart of an illustrious star?
What do we leave, living like a nest
of surly birds, alive, among the thickets
or static, perched on the frigid cliffs?
So then, if living was nothing more than anticipating
the earth, this soil and its harshness,
deliver me, my love, from not doing my duty, and help me
return to my place beneath the hungry earth.
We asked the ocean for its rose,
its open star, its bitter contact,
and to the overburdened, to the fellow human being, to the wounded
we gave the freedom gathered in the wind.
It's late now. Perhaps
it was only a long day the color of honey and blue,
perhaps only a night, like the eyelid
of a grave look that encompassed
the measure of the sea that surrounded us,
and in this territory we found only a kiss,
only ungraspable love that will remain here
wandering among the sea foam and roots."
The White House,"Your door is shut against my tightened face,
And I am sharp as steel with discontent;
But I possess the courage and the grace
To bear my anger proudly and unbent.
The pavement slabs burn loose beneath my feet,
And passion rends my vitals as I pass,
A chafing savage, down the decent street;
Where boldly shines your shuttered door of glass.
Oh, I must search for wisdom every hour,
Deep in my wrathful bosom sore and raw,
And find in it the superhuman power
To hold me to the letter of your law!
Oh, I must keep my heart inviolate
Against the potent poison of your hate."
The Tropics of New York,"Bananas ripe and green, and ginger root
     Cocoa in pods and alligator pears,
And tangerines and mangoes and grape fruit,
     Fit for the highest prize at parish fairs,
Sat in the window, bringing memories
     of fruit-trees laden by low-singing rills,
And dewy dawns, and mystical skies
     In benediction over nun-like hills.
My eyes grow dim, and I could no more gaze;
     A wave of longing through my body swept,
And, hungry for the old, familiar ways
     I turned aside and bowed my head and wept."
If We Must Die,"If we must die—let it not be like hogs
Hunted and penned in an inglorious spot,
While round us bark the mad and hungry dogs,
Making their mock at our accursed lot.
If we must die—oh, let us nobly die,
So that our precious blood may not be shed
In vain; then even the monsters we defy
Shall be constrained to honor us though dead!
Oh, Kinsmen! We must meet the common foe;
Though far outnumbered, let us show us brave,
And for their thousand blows deal one deathblow!
What though before us lies the open grave?
Like men we'll face the murderous, cowardly pack,
Pressed to the wall, dying, but fighting back!"
You Are Not a Statue,"And I am not a pedestal.

We are not a handful of harmless
scratches on pale pink canvas.
Today is not the day to stop

looking for the woman
to save you. What was once
ivory is wood. What was once

whalebone is cotton.
My coif and corset are duly
fastened, and your shirttail is

tied in a diamond knot. 
You may be the giver
of unappreciated nicknames

and the devoted artist 
who has given my still life
life. But we can never reach

each other's standards.
You want to condemn me
to eternity. I want to make you

no more perfect than you
used to be. We are not
together, we are not alone. "
Hymn to the Neck,"Tamed by starched collars or looped by the noose,
all hail the stem that holds up the frail cranial buttercup.
The neck throbs with dread of the guillotine's kiss, while
the silly, bracelet-craving wrists chafe in their handcuffs.
Your one and only neck, home to glottis, tonsils,
and many other highly specialized pieces of meat, 
is covered with stubble. Three mornings ago, undeserving
sinner though she is, yours truly got to watch you shave
in the bath. Soap matted your chest hair. A clouded 
hand mirror reflected a piece of your cheek. Vapor
rose all around like spirit-infested mist in some fabled
rainforest. The throat is the road. Speech is its pilgrim. 
Something pulses visibly in your neck as the words
hand me a towel flower from your mouth."
In General,"This is about no rain in particular,
just any rain, rain sounding on the roof,
any roof, slate or wood, tin or clay
or thatch, any rain among any trees,
rain in soft, soundless accumulation,
gathering rather than falling on the fir
of juniper and cedar, on a lace-community
of cobwebs, rain clicking off the rigid
leaves of oaks or magnolias, any kind
of rain, cold and smelling of ice or rising 
again as steam off hot pavements
or stilling dust on country roads in August.
This is about rain as rain possessing
only the attributes of any rain in general.

And this is about night, any night
coming in its same immeasurably gradual
way, fulfilling expectations in its old
manner, creating heavens for lovers
and thieves, taking into itself the scarlet
of the scarlet sumac, the blue of the blue
vervain, no specific night, not a night
of birth or death, not the night forever
beyond the frightening side of the moon,
not the night always meeting itself
at the bottom of the sea, any sea, warm
and tropical or starless and stormy, night
meeting night beneath Arctic ice.
This attends to all nights but no night.

And this is about wind by itself,
not winter wind in particular lifting
the lightest snow off the mountaintop
into the thinnest air, not wind through
city streets, pushing people sideways,
rolling ash cans banging down the block,
not a prairie wind holding hawks suspended
mid-sky, not wind as straining sails
or as curtains on a spring evening, casually
in and back over the bed, not wind
as brother or wind as bully, not a lowing
wind, not a high howling wind. This is
about wind solely as pure wind in itself,
without moment, without witness.
Therefore this night tonight--
a midnight of late autumn winds shaking
the poplars and aspens by the fence, slamming
doors, rattling the porch swing, whipping
thundering black rains in gusts across
the hillsides, in batteries against the windows
as we lie together listening in the dark, our own
particular fingers touching--can never
be a subject of this specific conversation"
In Paris,"Today as we walk in Paris I promise to focus
More on the sights before us than on the woman
We noticed yesterday in the photograph at the print shop,
The slender brunette who looked like you
As she posed with a violin case by a horse-drawn omnibus
Near the Luxembourg Gardens. Today I won't linger long
On the obvious point that her name is as lost to history
As the name of the graveyard where her bones
Have been crumbling to dust for over a century.
The streets we're to wander will shine more brightly
Now that it's clear the day of her death
Is of little importance compared to the moment
Caught in the photograph as she makes her way
Through afternoon light like this toward the Seine. 
The cold rain that fell this morning has given way to sunshine.
The gleaming puddles reflect our mood
Just as they reflected hers as she stepped around them
Smiling to herself, happy that her audition
An hour before went well. After practicing scales
For years in a village whose name isn't recorded,
She can study in Paris with one of the masters.
No way of telling now how close her life
Came to the life she hoped for as she rambled,
On the day of the photograph, along the quay.
But why do I need to know when she herself,
If offered a chance to peruse the book of the future,
Might shake her head no and turn away?
She wants to focus on her afternoon, now almost gone,
As we want to focus on ours as we stand
Here on the bridge she stood on to watch
The steamers push up against the current or ease down.
This flickering light on the water as boats pass by
Is the flow that many painters have tried to capture
Without holding too still. By the time these boats arrive
Far off in the provinces and give up their cargoes,
Who knows where the flow may have carried us?
But to think now of our leaving is to wrong the moment.
We have to be wholly here as she was
If we want the city that welcomed her
To welcome us as students trained in her school
To enjoy the music as much as she did
When she didn't grieve that she couldn't stay"
J. S. Bach: F# Minor Toccata,"This music weeps, not for sin
but rather for the black fact
that we must all die, but not one
of us knows what comes after.
This music leaps from key to key
as if it had no clear place to arrive,
making up its life, one bar at a time. 
But when you come at last to the real theme,
strict, inexorable, and bleak,
you must play it slow and sad, 
with melancholy dignity, or you miss 
all its grim wisdom.
In three pages, it says, the universe collapses,
and you—still only halfway home."
Lunch With the Sole Survivor,"Meaning what it seems to when the day's receipts are
       counted and locked inside the store and the 
       keys are taken home
   feeling as it does to drive a car that rides and rides like
       a long, low, dark, silent streak of radio waves
   just the way the hero feels in a smash-hit show
   exactly like the giant in a Times Square sign making
       love across the sky to a lady made of light
    
And then as though the switch were thrown and all of 
       the lights went out
   then as though the curtain fell and then they swept
       the aisles and then it's someone's turn to go
   smoke the last cigarette, drink the last tall drink, go
       with the last long whistle of the midnight train
       as it fades among the hills
    
Meaning what it seems to mean but feeling the way it 
       does
   as though the wind would always, always blow away
       from home."
Beating his lead,"Beating his lead with the blunt 
end of his axe, flattening it
in order to forget that he is

a child of death who wants to weight 

his net. Until it is suddenly
done and the one who did not disappear
stands in my room, taking me
in; still lying whether I am,

and how. Just as you might ask
a fisherman returning with nothing:
So where's the fish? And for him to reply,
without resentment, without envy:
The fish--it's in the sea."
Lake Como,"The searchlight of a February moon
at the end of the street

bare trees black railing
an eastern star set like a pearl atop a steeple

that shadows the doorway
where the one-armed card shark squats

shuffling his deck on a milk crate
waiting for the No. 6 bus to discharge

the off-duty cop the seamstress
the drunken mechanic and the clerk on crutches

who pauses before his building to watch
the mechanic lose three dollars at blackjack

and then stiffly ascends the five flights
to his two rooms on a shaftway

hanging his coat on a hook
and sitting down at the table

on which this morning he placed
a soup bowl and spoon

a tin of crackers and the crossword
puzzle he had been laboring over

beneath the gaze of his late wife
her color photograph propped up in a small frame

a young woman in a boxy dress and felt cap
waving shyly by the edge of a lake

where over her shoulder beneath a clear sky
a sailboat rides the wind

passengers on the polished deck
gazing at the glowing mountain peaks

the cypresses lining the shore
and the pink palazzi with ancient gardens

these men and women in white
who seem to live upon the water

gliding among themselves oblivious to strife
and all else that wears a body down

some sipping from crystal goblets
others just drinking in the light"
Grandma Climbs,"Grandma climbs a chair to yell at God for killing
her only husband whose only crime was forgetting
where he put things. Finally, God misplaced him. Everyone
in this house is a razor, a police radio, a bulging vein.
It's too late for any of us, Grandma says to the ceiling.
She believes we are chosen to be disgraced and perplexed.
She squints at anyone who treats her like a customer, including
the toilet mirror, and twists her mouth into a deadly scheme.
Late at night I run at the mirror until I disappear. The day is over
before it begins, Grandma says, jerking the shade down over
its once rosy eye. She keeps her husband's teeth in a matchbox,
in perfumed paraffin; his silk skullcap (with its orthodox stains)
in the icebox, behind Uncle's Jell-O aquarium of floating lowlifes.
I know what Mrs. Einhorn said Mrs. Edels told Mr. Kook about us:
God save us from having one shirt, one eye, one child. I know
in order to survive. Grandma throws her shawl of exuberant birds
over her bony shoulders and ladles up yet another chicken thigh
out of the steaming broth of the infinite night sky."
"The Iliad, Book I, [A Friend Consigned to Death]","""Sleeping so? Thou hast forgotten me,
Akhilleus. Never was I uncared for
in life but am in death. Accord me burial
in all haste: let me pass the gates of Death.
Shades that are images of used-up men
motion me away, will not receive me
among their hosts beyond the river. I wander
about the wide gates and the hall of Death.
Give me your hand. I sorrow.
When thou shalt have allotted me my fire
I will not fare here from the dark again.
As living men we'll no more sit apart
from our companions, making plans. The day
of wrath appointed for me at my birth
engulfed and took me down. Thou too, Akhilleus, 
face iron destiny, godlike as thou art,
to die under the wall of highborn Trojans.
One more message, one behest, I leave thee:
not to inter my bones apart from thine
but close together, as we grew together,
in thy family's hall. Menoitios
from Opoeis had brought me, under a cloud,
a boy still, on the day I killed the son
of Lord Amphídamas--though I wished it not--
in childish anger over a game of dice.
Pêleus, master of horse, adopted me
and reared me kindly, naming me your squire.
So may the same urn hide our bones, the one 
of gold your gracious mother gave."""
"The Odyssey, Book XXIII, [The Trunk of the Olive Tree]","        An old trunk of olive
grew like a pillar on the building plot,
and I laid out our bedroom round that tree,
lined up the stone walls, built the walls and roof,
gave it a doorway and smooth-fitting doors.
Then I lopped off the silvery leaves and branches,
hewed and shaped that stump from the roots up
into a bedpost, drilled it, let it serve
as model for the rest. I planed them all,
inlaid them all with silver, gold and ivory,
and stretched a bed between--a pliant web 
of oxhide thongs dyed crimson."
Sonnet 131 [I’d sing of Love in such a novel fashion],"I’d sing of Love in such a novel fashion
that from her cruel side I would draw by force
a thousand sighs a day, kindling again
in her cold mind a thousand high desires;
I’d see her lovely face transform quite often
her eyes grow wet and more compassionate,
like one who feels regret, when it’s too late,
for causing someone’s suffering by mistake;
And I’d see scarlet roses in the snows,
tossed by the breeze, discover ivory
that turns to marble those who see it near them;
All this I’d do because I do not mind
my discontentment in this one short life,
but glory rather in my later fame."
The Guitar,"The weeping of the guitar
begins.
The goblets of dawn
are smashed.
The weeping of the guitar
begins.
Useless
to silence it.
Impossible
to silence it.
It weeps monotonously
as water weeps
as the wind weeps
over snowfields.
Impossible
to silence it.
It weeps for distant
things.
Hot southern sands
yearning for white camellias.
Weeps arrow without target
evening without morning
and the first dead bird
on the branch.
Oh, guitar!
Heart mortally wounded
by five swords."
Lullaby,"Lay your sleeping head, my love,
Human on my faithless arm;
Time and fevers burn away
Individual beauty from
Thoughtful children, and the grave
Proves the child ephemeral:
But in my arms till break of day
Let the living creature lie,
Mortal, guilty, but to me
The entirely beautiful.
Soul and body have no bounds:
To lovers as they lie upon
Her tolerant enchanted slope
In their ordinary swoon,
Grave the vision Venus sends
Of supernatural sympathy,
Universal love and hope;
While an abstract insight wakes
Among the glaciers and the rocks
The hermit's carnal ecstasy.
Certainty, fidelity
On the stroke of midnight pass
Like vibrations of a bell,
And fashionable madmen raise
Their pedantic boring cry:
Every farthing of the cost,
All the dreaded cards foretell,
Shall be paid, but from this night
Not a whisper, not a thought,
Not a kiss nor look be lost.
Beauty, midnight, vision dies:
Let the winds of dawn that blow
Softly round your dreaming head
Such a day of welcome show
Eye and knocking heart may bless,
Find the mortal world enough;
Noons of dryness find you fed
By the involuntary powers,
Nights of insult let you pass
Watched by every human love."
Tales from Gizzard's Grill [excerpt],"""My feet's a revelation,
And that's my guarantee.
They're the worstest smellin' pair of feet
On man or chimpanzee.""

""I've roved the wild world over,
I've dueled with many a man,
And I've seen 'em all just laid out flat,
Like pullets in a pan.""

""Well, here's one good old biddy 
Can answer to your call!""
It was ancient Myrna Poke leaped up,
All wizened, weak, and small.

""I'm ready for a showdown,""
The little lady cried.
""Why passin' skunk onced smelled my feet,
Flipped upside down, and died."""
Mr. Grumpledump’s Song,"Everything’s wrong,
Days are too long,
Sunshine’s too hot,
Wind is too strong.
Clouds are too fluffy,
Grass is too green,
Ground is too dusty,
Sheets are too clean.
Stars are too twinkly,
Moon is too high,
Water’s too drippy,
Sand is too dry.
Rocks are too heavy,
Feathers too light,
Kids are too noisy,
Shoes are too tight.
Folks are too happy,
Singin’ their songs.
Why can’t they see it?
Everything’s wrong!"
In the Land of Words,"In the land
of words,
I stand as still
as a tree,
and let the words
rain down on me.
Come, rain, bring
your knowledge and your
music.   Sing
while I grow green 
and full.
I'll stand as still 
as a tree,
and let your blessings
fall on me."
San Antonio,"Tonight I lingered over your name,
the delicate assembly of vowels
a voice inside my head.
You were sleeping when I arrived.
I stood by your bed
and watched the sheets rise gently.
I knew what slant of light
would make you turn over.
It was then I felt 
the highways slide out of my hands.
I remembered the old men
in the west side cafe,
dealing dominoes like magical charms.
It was then I knew,
like a woman looking backward,
I could not leave you,
or find anyone I loved more."
"To market, to market","To market,
To market,
To buy a fat pig.
Home again, 
Home again,
Jiggity jig.
To market,
To market,
To buy a fat hog.
Home again, 
Home again,
Jiggity jog.
To market,
To market,
To buy a plum bun.
Home again, 
Home again,
Market is done."
