Poem Name,Poem Content
Dream Variations,"To fling my arms wide
In some place of the sun,
To whirl and to dance
Till the white day is done.
Then rest at cool evening
Beneath a tall tree
While night comes on gently,
    Dark like me—
That is my dream!
To fling my arms wide
In the face of the sun,
Dance! Whirl! Whirl!
Till the quick day is done.
Rest at pale evening . . .
A tall, slim tree . . .
Night coming tenderly
    Black like me."
In the Waiting Room,"In Worcester, Massachusetts,
I went with Aunt Consuelo
to keep her dentist's appointment
and sat and waited for her
in the dentist's waiting room.
It was winter. It got dark
early. The waiting room
was full of grown-up people,
arctics and overcoats,
lamps and magazines.
My aunt was inside
what seemed like a long time
and while I waited I read
the National Geographic
(I could read) and carefully
studied the photographs:
the inside of a volcano,
black, and full of ashes;
then it was spilling over
in rivulets of fire.
Osa and Martin Johnson
dressed in riding breeches,
laced boots, and pith helmets.
A dead man slung on a pole
--""Long Pig,"" the caption said.
Babies with pointed heads
wound round and round with string;
black, naked women with necks
wound round and round with wire
like the necks of light bulbs.
Their breasts were horrifying.
I read it right straight through.
I was too shy to stop.
And then I looked at the cover:
the yellow margins, the date.
Suddenly, from inside,
came an oh! of pain
--Aunt Consuelo's voice--
not very loud or long.
I wasn't at all surprised;
even then I knew she was
a foolish, timid woman.
I might have been embarrassed,
but wasn't. What took me
completely by surprise
was that it was me:
my voice, in my mouth.
Without thinking at all
I was my foolish aunt,
I--we--were falling, falling,
our eyes glued to the cover
of the National Geographic,
February, 1918.
I said to myself: three days
and you'll be seven years old.
I was saying it to stop
the sensation of falling off
the round, turning world.
into cold, blue-black space.
But I felt: you are an I,
you are an Elizabeth,
you are one of them.
Why should you be one, too?
I scarcely dared to look
to see what it was I was.
I gave a sidelong glance
--I couldn't look any higher--
at shadowy gray knees,
trousers and skirts and boots
and different pairs of hands
lying under the lamps.
I knew that nothing stranger
had ever happened, that nothing
stranger could ever happen.
Why should I be my aunt,
or me, or anyone?
What similarities--
boots, hands, the family voice
I felt in my throat, or even
the National Geographic
and those awful hanging breasts--
held us all together
or made us all just one?
How--I didn't know any
word for it--how ""unlikely"". . .
How had I come to be here,
like them, and overhear
a cry of pain that could have
got loud and worse but hadn't?
The waiting room was bright
and too hot. It was sliding
beneath a big black wave,
another, and another.
Then I was back in it.
The War was on. Outside,
in Worcester, Massachusetts,
were night and slush and cold,
and it was still the fifth
of February, 1918."
[The cry of the cicada],"The cry of the cicada
Gives us no sign
That presently it will die.
                                                  —Translation by William George Aston"
At the Zoo,"First I saw the white bear, then I saw the black;
Then I saw the camel with a hump upon his back;
Then I saw the grey wolf, with mutton in his maw;
Then I saw the wombat waddle in the straw;
Then I saw the elephant a-waving of his trunk;
Then I saw the monkeys—mercy, how unpleasantly they smelt!"
Dear March—Come in—(1320),"Dear March—Come in—
How glad I am—
I hoped for you before—
Put down your Hat—
You must have walked—
How out of Breath you are—
Dear March, how are you, and the Rest—
Did you leave Nature well—
Oh March, Come right upstairs with me—
I have so much to tell—
I got your Letter, and the Birds—
The Maples never knew that you were coming—
I declare - how Red their Faces grew—
But March, forgive me—
And all those Hills you left for me to Hue—
There was no Purple suitable—
You took it all with you—
Who knocks? That April—
Lock the Door—
I will not be pursued—
He stayed away a Year to call
When I am occupied—
But trifles look so trivial
As soon as you have come
That blame is just as dear as Praise
And Praise as mere as Blame—"
Haunted Houses,"All houses wherein men have lived and died
Are haunted houses. Through the open doors
The harmless phantoms on their errands glide,
With feet that make no sound upon the floors.
We meet them at the door-way, on the stair,
Along the passages they come and go,
Impalpable impressions on the air,
A sense of something moving to and fro.
There are more guests at table than the hosts
Invited; the illuminated hall
Is thronged with quiet, inoffensive ghosts,
As silent as the pictures on the wall.
The stranger at my fireside cannot see
The forms I see, nor hear the sounds I hear;
He but perceives what is; while unto me
All that has been is visible and clear.
We have no title-deeds to house or lands;
Owners and occupants of earlier dates
From graves forgotten stretch their dusty hands,
And hold in mortmain still their old estates.
The spirit-world around this world of sense
Floats like an atmosphere, and everywhere
Wafts through these earthly mists and vapours dense
A vital breath of more ethereal air.
Our little lives are kept in equipoise
By opposite attractions and desires;
The struggle of the instinct that enjoys,
And the more noble instinct that aspires.
These perturbations, this perpetual jar
Of earthly wants and aspirations high,
Come from the influence of an unseen star
An undiscovered planet in our sky.
And as the moon from some dark gate of cloud
Throws o’er the sea a floating bridge of light,
Across whose trembling planks our fancies crowd
Into the realm of mystery and night,—
So from the world of spirits there descends
A bridge of light, connecting it with this,
O'er whose unsteady floor, that sways and bends,
Wander our thoughts above the dark abyss."
Halloween,"Upon that night, when fairies light
On Cassilis Downans dance,
Or owre the lays, in splendid blaze,
On sprightly coursers prance;
Or for Colean the route is ta'en,
Beneath the moon's pale beams;
There, up the cove, to stray and rove,
Among the rocks and streams
To sport that night.
Among the bonny winding banks,
Where Doon rins, wimplin' clear,
Where Bruce ance ruled the martial ranks,
And shook his Carrick spear,
Some merry, friendly, country-folks,
Together did convene,
To burn their nits, and pou their stocks,
And haud their Halloween
Fu' blithe that night.
The lasses feat, and cleanly neat,
Mair braw than when they're fine;
Their faces blithe, fu' sweetly kythe,
Hearts leal, and warm, and kin';
The lads sae trig, wi' wooer-babs,
Weel knotted on their garten,
Some unco blate, and some wi' gabs,
Gar lasses' hearts gang startin'
Whiles fast at night.
Then, first and foremost, through the kail,
Their stocks maun a' be sought ance;
They steek their een, and graip and wale,
For muckle anes and straught anes.
Poor hav'rel Will fell aff the drift,
And wander'd through the bow-kail,
And pou't, for want o' better shift,
A runt was like a sow-tail,
Sae bow't that night.
Then, staught or crooked, yird or nane,
They roar and cry a' throu'ther;
The very wee things, todlin', rin,
Wi' stocks out owre their shouther;
And gif the custoc's sweet or sour.
Wi' joctelegs they taste them;
Syne cozily, aboon the door,
Wi cannie care, they've placed them
To lie that night.
The lasses staw frae 'mang them a'
To pou their stalks of corn:
But Rab slips out, and jinks about,
Behint the muckle thorn:
He grippet Nelly hard and fast;
Loud skirl'd a' the lasses;
But her tap-pickle maist was lost,
When kitlin' in the fause-house
Wi' him that night.
The auld guidwife's well-hoordit nits,
Are round and round divided,
And monie lads' and lasses' fates
Are there that night decided:
Some kindle coothie, side by side,
And burn thegither trimly;
Some start awa, wi' saucy pride,
And jump out-owre the chimlie
Fu' high that night.
Jean slips in twa wi' tentie ee;
Wha 'twas she wadna tell;
But this is Jock, and this is me,
She says in to hersel:
He bleezed owre her, and she owre him,
As they wad never mair part;
Till, fuff! he started up the lum,
And Jean had e'en a sair heart
To see't that night.
Poor Willie, wi' his bow-kail runt,
Was brunt wi' primsie Mallie;
And Mallie, nae doubt, took the drunt,
To be compared to Willie;
Mall's nit lap out wi' pridefu' fling,
And her ain fit it brunt it;
While Willie lap, and swore by jing,
'Twas just the way he wanted
To be that night.
Nell had the fause-house in her min',
She pits hersel and Rob in;
In loving bleeze they sweetly join,
Till white in ase they're sobbin';
Nell's heart was dancin' at the view,
She whisper'd Rob to leuk for't:
Rob, stowlins, prie'd her bonny mou',
Fu' cozie in the neuk for't,
Unseen that night.
But Merran sat behint their backs,
Her thoughts on Andrew Bell;
She lea'es them gashin' at their cracks,
And slips out by hersel:
She through the yard the nearest taks,
And to the kiln goes then,
And darklins graipit for the bauks,
And in the blue-clue throws then,
Right fear't that night.
And aye she win't, and aye she swat,
I wat she made nae jaukin',
Till something held within the pat,
Guid Lord! but she was quakin'!
But whether 'was the deil himsel,
Or whether 'twas a bauk-en',
Or whether it was Andrew Bell,
She didna wait on talkin'
To spier that night.
Wee Jennie to her grannie says,
""Will ye go wi' me, grannie?
I'll eat the apple at the glass
I gat frae Uncle Johnnie:""
She fuff't her pipe wi' sic a lunt,
In wrath she was sae vap'rin',
She notice't na, an aizle brunt
Her braw new worset apron
Out through that night.
""Ye little skelpie-limmer's face!
I daur you try sic sportin',
As seek the foul thief ony place,
For him to spae your fortune.
Nae doubt but ye may get a sight!
Great cause ye hae to fear it;
For mony a ane has gotten a fright,
And lived and died deleeret
On sic a night.
""Ae hairst afore the Sherramoor, —
I mind't as weel's yestreen,
I was a gilpey then, I'm sure
I wasna past fifteen;
The simmer had been cauld and wat,
And stuff was unco green;
And aye a rantin' kirn we gat,
And just on Halloween
It fell that night.
""Our stibble-rig was Rab M'Graen,
A clever sturdy fallow:
His son gat Eppie Sim wi' wean,
That lived in Achmacalla:
He gat hemp-seed, I mind it weel,
And he made unco light o't;
But mony a day was by himsel,
He was sae sairly frighted
That very night.""
Then up gat fechtin' Jamie Fleck,
And he swore by his conscience,
That he could saw hemp-seed a peck;
For it was a' but nonsense.
The auld guidman raught down the pock,
And out a hanfu' gied him;
Syne bade him slip frae 'mang the folk,
Some time when nae ane see'd him,
And try't that night.
He marches through amang the stacks,
Though he was something sturtin;
The graip he for a harrow taks.
And haurls it at his curpin;
And every now and then he says,
""Hemp-seed, I saw thee,
And her that is to be my lass,
Come after me, and draw thee
As fast this night.""
He whistled up Lord Lennox' march
To keep his courage cheery;
Although his hair began to arch,
He was say fley'd and eerie:
Till presently he hears a squeak,
And then a grane and gruntle;
He by his shouther gae a keek,
And tumbled wi' a wintle
Out-owre that night.
He roar'd a horrid murder-shout,
In dreadfu' desperation!
And young and auld came runnin' out
To hear the sad narration;
He swore 'twas hilchin Jean M'Craw,
Or crouchie Merran Humphie,
Till, stop! she trotted through them
And wha was it but grumphie
Asteer that night!
Meg fain wad to the barn hae gaen,
To win three wechts o' naething;
But for to meet the deil her lane,
She pat but little faith in:
She gies the herd a pickle nits,
And two red-cheekit apples,
To watch, while for the barn she sets,
In hopes to see Tam Kipples
That very nicht.
She turns the key wi cannie thraw,
And owre the threshold ventures;
But first on Sawnie gies a ca'
Syne bauldly in she enters:
A ratton rattled up the wa',
And she cried, Lord, preserve her!
And ran through midden-hole and a',
And pray'd wi' zeal and fervour,
Fu' fast that night;
They hoy't out Will wi' sair advice;
They hecht him some fine braw ane;
It chanced the stack he faddom'd thrice
Was timmer-propt for thrawin';
He taks a swirlie, auld moss-oak,
For some black grousome carlin;
And loot a winze, and drew a stroke,
Till skin in blypes cam haurlin'
Aff's nieves that night.
A wanton widow Leezie was,
As canty as a kittlin;
But, och! that night amang the shaws,
She got a fearfu' settlin'!
She through the whins, and by the cairn,
And owre the hill gaed scrievin,
Whare three lairds' lands met at a burn
To dip her left sark-sleeve in,
Was bent that night.
Whyles owre a linn the burnie plays,
As through the glen it wimpl't;
Whyles round a rocky scaur it strays;
Whyles in a wiel it dimpl't;
Whyles glitter'd to the nightly rays,
Wi' bickering, dancing dazzle;
Whyles cookit underneath the braes,
Below the spreading hazel,
Unseen that night.
Among the brackens, on the brae,
Between her and the moon,
The deil, or else an outler quey,
Gat up and gae a croon:
Poor Leezie's heart maist lap the hool!
Near lav'rock-height she jumpit;
but mist a fit, and in the pool
Out-owre the lugs she plumpit,
Wi' a plunge that night.
In order, on the clean hearth-stane,
The luggies three are ranged,
And every time great care is ta'en',
To see them duly changed:
Auld Uncle John, wha wedlock joys
Sin' Mar's year did desire,
Because he gat the toom dish thrice,
He heaved them on the fire
In wrath that night.
Wi' merry sangs, and friendly cracks,
I wat they didna weary;
And unco tales, and funny jokes,
Their sports were cheap and cheery;
Till butter'd so'ns, wi' fragrant lunt,
Set a' their gabs a-steerin';
Syne, wi' a social glass o' strunt,
They parted aff careerin'
Fu' blythe that night."
The moon rose over the bay. I had a lot of feelings.,"I am taken with the hot animal
of my skin, grateful to swing my limbs
and have them move as I intend, though
my knee, though my shoulder, though something
is torn or tearing. Today, a dozen squid, dead
on the harbor beach: one mostly buried,
one with skin empty as a shell and hollow
feeling, and, though the tentacles look soft,
I do not touch them. I imagine they
were startled to find themselves in the sun.
I imagine the tide simply went out
without them. I imagine they cannot
feel the black flies charting the raised hills
of their eyes. I write my name in the sand:
Donika Kelly. I watch eighteen seagulls
skim the sandbar and lift low in the sky.
I pick up a pebble that looks like a green egg.
To the ditch lily I say I am in love.
To the Jeep parked haphazardly on the narrow
street I am in love. To the roses, white
petals rimmed brown, to the yellow lined
pavement, to the house trimmed in gold I am
in love. I shout with the rough calculus
of walking. Just let me find my way back,
let me move like a tide come in."
Christmas Bells,"I heard the bells on Christmas Day
Their old, familiar carols play,
    And wild and sweet
    The words repeat
Of peace on earth, good-will to men!
And thought how, as the day had come,
The belfries of all Christendom
    Had rolled along
    The unbroken song
Of peace on earth, good-will to men!
Till ringing, singing on its way,
The world revolved from night to day,
    A voice, a chime,
    A chant sublime
Of peace on earth, good-will to men!
Then from each black, accursed mouth
The cannon thundered in the South,
    And with the sound
    The carols drowned
Of peace on earth, good-will to men!
It was as if an earthquake rent
The hearth-stones of a continent,
    And made forlorn
    The households born
Of peace on earth, good-will to men!
And in despair I bowed my head;
""There is no peace on earth,"" I said;
    ""For hate is strong,
    And mocks the song
Of peace on earth, good-will to men!""
Then pealed the bells more loud and deep:
""God is not dead, nor doth He sleep;
    The Wrong shall fail,
    The Right prevail,
With peace on earth, good-will to men."""
"""The world is a beautiful place""","                The world is a beautiful place 
                                                           to be born into 
if you don’t mind happiness 
                                             not always being 
                                                                        so very much fun 
       if you don’t mind a touch of hell
                                                       now and then
                just when everything is fine
                                                             because even in heaven
                                they don’t sing 
                                                        all the time

             The world is a beautiful place
                                                           to be born into
       if you don’t mind some people dying
                                                                  all the time
                        or maybe only starving
                                                           some of the time
                 which isn’t half so bad
                                                      if it isn’t you

      Oh the world is a beautiful place
                                                          to be born into
               if you don’t much mind
                                                   a few dead minds
                    in the higher places
                                                    or a bomb or two
                            now and then
                                                  in your upturned faces
         or such other improprieties
                                                    as our Name Brand society
                                  is prey to
                                              with its men of distinction
             and its men of extinction
                                                   and its priests
                         and other patrolmen
                                                         and its various segregations
         and congressional investigations
                                                             and other constipations
                        that our fool flesh
                                                     is heir to

Yes the world is the best place of all
                                                           for a lot of such things as
         making the fun scene
                                                and making the love scene
and making the sad scene
                                         and singing low songs of having 
                                                                                      inspirations
and walking around 
                                looking at everything
                                                                  and smelling flowers
and goosing statues
                              and even thinking 
                                                         and kissing people and
     making babies and wearing pants
                                                         and waving hats and
                                     dancing
                                                and going swimming in rivers
                              on picnics
                                       in the middle of the summer
and just generally
                            ‘living it up’

Yes
   but then right in the middle of it
                                                    comes the smiling
                                                                                 mortician

                                           "
Mr. Macklin’s Jack O’Lantern,"Mr. Macklin takes his knife 
And carves the yellow pumpkin face: 
Three holes bring eyes and nose to life, 
The mouth has thirteen teeth in place. 
Then Mr. Macklin just for fun 
Transfers the corn-cob pipe from his 
Wry mouth to Jack’s, and everyone 
Dies laughing! O what fun it is 
Till Mr. Macklin draws the shade 
And lights the candle in Jack’s skull. 
Then all the inside dark is made 
As spooky and as horrorful 
As Halloween, and creepy crawl 
The shadows on the tool-house floor, 
With Jack’s face dancing on the wall. 
O Mr. Macklin! where's the door?"
