Poem Name,Poem Content
Daytime Begins with a Line by Anna Akhmatova,"The round, hanging lanterns,
lit faces in a window of the Marble Palace
Catherine the Great built for a lover,
with the Field of Mars below,
snow falling inside two minds.
One translated Babylonian folktales
so the other could stand in line early morning
for bread at the House of Scholars.
A touch of dawn was again nightfall,
their room furnished with scattered papers,
rare books, a couch with springs poking out,
a bookcase, a floral pitcher, a china cabinet,
a naked light bulb dangling over a table.
Did the two poets learn it took more
to sing & reflect the burning icy stars 
of poetry where privilege & squalor
lived beneath the same ornate ceiling?
Did they tiptoe from the wintery dusk
of the servants’ wing, follow the pseudo-
Gothic stairs up to the forbidden aromas
of Turkish tobacco, sugar, & exotic teas?
Sometimes, they kept themselves warm
with talk of the empress’s love of horses
as they galloped another century. Then, 
sketches  of their time at the Stray Dog
lit the air around those neoclassic nights,
& maybe they also spoke about “Venice
rotting with gold” near the Arctic Circle,
& anger almost kept them warm on days
they bent over pages of snow-blindness
where tears brought them to laughter."
Sonnet,"The way the world is not
Astonished at you
It doesn't blink a leaf
When we step from the house
Leads me to think
That beauty is natural, unremarkable
And not to be spoken of
Except in the course of things
The course of singing and worksharing
The course of squeezes and neighbors
The course of you tying back your raving hair to go out
And the course of course of me
Astonished at you
The way the world is not"
I Have a Rendezvous With Life,"I have a rendezvous with Life,
In days I hope will come,
Ere youth has sped, and strength of mind,
Ere voices sweet grow dumb.
I have a rendezvous with Life,
When Spring's first heralds hum.
Sure some would cry it's better far
To crown their days with sleep
Than face the road, the wind and rain,
To heed the calling deep.
Though wet nor blow nor space I fear,
Yet fear I deeply, too,
Lest Death should meet and claim me ere
I keep Life's rendezvous."
In the City of Night,"(To the Memory of Edgar Allan Poe)



City of night,
Wrap me in your folds of shadow.

City of twilight,
City that projects into the west,
City whose columns rest upon the sunset, city of square, threatening 
    masses blocking out the light:
City of twilight,
Wrap me in your folds of shadow.

City of midnight, city that the full moon overflows, city where the cats 
    prowl and the closed iron dust-carts go rattling through the shadows:
City of midnight,
Wrap me in your folds of shadow.

City of early morning, cool fresh-sprinkled city, city whose sharp roof 
    peaks are splintered against the stars, city that unbars tall haggard 
    gates in pity,
City of midnight,
Wrap me in your folds of shadow.

City of rain, city where the bleak wind batters the hard drops once and again, 
    sousing a shivering, cursing beggar who clings amid the stiff Apostles on the 
    cathedral portico;
City where the glare is dull and lowering, city where the clouds flare and flicker 
    as they pass upwards, where sputtering lamps stare into the muddy pools 
    beneath them;
City where the winds shriek up the streets and tear into the squares, city whose 
    cobbles quiver and whose pinnacles waver before the buzzing chatter of raindrops 
    in their flight;
City of midnight,
Drench me with your rain of sorrow.

City of vermilion curtains, city whose windows drip with crimson, tawdry, tinselled, 
    sensual city, throw me pitilessly into your crowds.
City filled with women's faces leering at the passers by,
City with doorways always open, city of silks and swishing laces, city where bands 
    bray dance-music all night in the plaza,
City where the overscented light hangs tepidly, stabbed with jabber of the crowd, 
    city where the stars stare coldly, falsely smiling through the smoke-filled air,
City of midnight,
Smite me with your despair.

City of emptiness, city of the white façades, city where one lonely dangling lantern 
    wavers aloft like a taper before a marble sarcophagus, frightening away the ghosts;
City where a single white-lit window in a motionless blackened house-front swallows 
    the hosts of darkness that stream down the street towards it;
City above whose dark tree-tangled park emerges suddenly, unlit, uncannily, a grey 
    ghostly tower whose base is lost in the fog, and whose summit has no end.
City of midnight,
Bury me in your silence.

City of night,
Wrap me in your folds of shadow.

City of restlessness, city where I have tramped and wandered,
City where the herded crowds glance at me suspiciously, city where the churches are 
    locked, the shops unopened, the houses without hospitality,
City of restlessness,
Wrap me in your folds of shadow.

City of sleeplessness, city of cheap airless rooms, where in the gloom are heard snores 
    through the partition, lovers that struggle, couples that squabble, cabs that rattle, 
    cats that squall,
City of sleeplessness,
Wrap me in your folds of shadow.

City of feverish dreams, city that is being besieged by all the demons of darkness, city of 
    innumerable shadowy vaults and towers, city where passion flowers desperately and 
    treachery ends in death the strong:
City of night,
Wrap me in your folds of shadow."
Past Inclemency & Present Warmth,"It was
 
time that was
 
the tenderness—eden, as it is
 
       in need of
 
and tolerating no history—thus no tracks
 
of conventionalism in our shared patched boot
 
and oversoul pasts—just new snow, crossed through
 
like uncommon winter birds do—making paths invisible
 
but to few
 
—
 
But too few
 
continue—I've started to
 
think differently of nests
 
needs and webs. It's inevitable
 
I guess—& yet resplendent
 
isn't it? Always
 
a shocking testament
 
to what? Home? I don't know
 
how paradise found its parade
 
but I love it—patterns in steam
 
spinning off the Tivoli 
 
brewing tower yesterday—eye beams 
 
       into steel
 
                      greylit grey
 
    glisten      glistening"
If the ocean had a mouth,"I'd lean close, my ear
to her whisper and roar,
her tongue scattered
with stars.
 
She'd belt her brassy voice
over the waves' backbeat.
No one sings better than her.
 
Would she ever bite
the inside of her cheek?
 
Would she yell at the moon
to quit tugging at her hem,
or would she whistle, drop
her blue dress and shimmy
through space to cleave
to that shimmer?
 
What did she mean to say
that morning she spit out
the emaciated whale
wearing a net for a corset?
 
All this emptying
on the sand. Eyeless
shrimp. Oiled pelicans.
 
Within her jaws the coral forests,
glittering fish, waves like teeth,
her hungry mortal brine."
Company,"after The I Hate to Cook Cookbook (1961)
How scattered I am: post-spouse, with company coming;
in Florida in my earthquake gown, in my eelskin slingbacks

and electric mink stole. I tried to make
puff paste with sweating hands; butter

in the KitchenAid, covered in Everglaze;
apocalyptic looking and no one to stall.

Now egret feathers and alligators and gas
are gone; polar fur coats are all vintage

or bottle jobs and the corn is crawling even in the Bracken
and the Glades. But I'm up and dressed, at least; I make

of this doctored lambskin a dish of myself: big hair,
lippy, a little bit lush, maybe even horny. I'm going

to breathe in and replate the take-out
again, shake cocktails. I'm going to spread swampy,

an idea, a mangrove of the air."
If You Must Hide Yourself From Love,"It is important to face the rear of the train
as it leaves the republic. Not that all
 
departing is yearning. First love is
a factory. We sleep in a bed that had once
 
been a tree. Nothing is forgot.
Yet facts, over time, lose their charm,
 
warned a dying Plato. You have to isolate
the lies you love. Are we any less
 
photorealistic? I spot in someone's Face-
book sonogram a tiny dictum
 
full of syllogisms. One says: all kisses come
down to a hole in the skull,
 
toothpaste and gin; therefore your eyes
are bull, your mouth is a goal."
On Viewing the Skull and Bones of a Wolf,"How savage, fierce and grim!
     His bones are bleached and white.
But what is death to him?
     He grins as if to bite.
He mocks the fate
     That bade, ''Begone.''
There's fierceness stamped
     In ev'ry bone.
  Let silence settle from the midnight sky—
Such silence as you've broken with your cry;
The bleak wind howl, unto the ut'most verge
Of this mighty waste, thy fitting dirge."
A Parisian Roof Garden in 1918,"As I must mount to feed those doves of ours,  
Perhaps you too will spend nocturnal hours   
      Upon your roof   
      So high aloof 
That from its terraced bowers   
We catch at clouds and draw a bath from showers.  
Before the moon has made all pale the night,  
Let's meet with flute and viol, and supper light :  
A yew lamb, minted sauce, a raisined bun,  
A melon riper than the melting sun—  
A flask of Xeres, that we've scarce begun—  
We'll try the « lunar waltz » while floats afar  
Upon the liquid night—night's nenuphar.  
Or else, with senses tuned alike perchance,  
Reclining love will make the heavens dance;  
And if the enemy from aerial cars  
Drops death, we'll share it vibrant with the stars!"
The Hammers,"They sat on the dresser like anything
I put in my pocket before leaving
The house.  I even saw a few tiny ones
Tilted against the window of my living
Room, little metal threats with splinters
For handles.  They leaned like those
Teenage boys at the corner who might
Not be teenage boys because they ask
For dollars in the middle
Of the April day and because they knock 
At 10 a.m.  Do I need help lifting some-
Thing heavy?  Yard work?  I wondered 
If only I saw the hammers.  The teenage
Boys visiting seemed not to care that
They lay on the floor lit by the TV. 
I’d have covered them up with rugs,
With dry towels and linen, but their claw
And sledge and ball-peen heads shone
In the dark, which is, at least, a view
In the dark.  And their handles meant
My hands, striking surfaces, getting
Shelves up, finally.  One stayed 
In my tub, slowing the drain.  I found
Another propped near the bulb
In the refrigerator.  Wasn’t I hungry?  
Why have them there if I could not
Use them, if I could not look at my own
Reflection in the mirror and take one
To the temple and knock myself out?"
"Forth Into View, Random Warriors","The slender checkered beetle, pale
earth brown, sallies forth from among 
the bark canals of the oak, the eaten mar 
of the woody gall left dying.  Her spiny 
yellow hairs sparkle in the summer sun.

Lacewings, locust, and laurel loosen
cocoon, carapace, and bud, shimmy out
and pause, airing wings expanding like rumpled
petals, spreading petals opening like slatted 
wings, as they pass into the new world.

Toe by toe the children of the sun depart 
from the east out of living fire to become
spikes, glumes, anthers, sheaves, broad
montane grassland, flowing steppe, 
savannah, veld, wild horse pampas. 

The fiddler crab with his royal blue 
spot emerges beside the great charging 
dawn of the morning sea, scuttles sideways 
out of the drenched sands and savory 
mud bank of the tidal marsh.

Now echoes in cougar lairs, snake crannies,
coon burrows, the hillside den of gray fox.  
Moonrat's  nose appears from the crevice 
in the bluff, sniffing fish and wormy mud.  
Turtle's beak shows at shell's edge first.
Claws and feet extend directly.
  
The smooth, golden-green swale 
of the trout swivels upward, breaks 
through the boundaries of sky 
with its mouth wide open gulping day.

After parting the flap, after gripping 
the knob, after lifting the latch, after kicking 
the door until the hinges crack and fail 
and the hindrance falls, then the jaunt, 
the saunter, the sprint, the lope, the totter, 
ramble and meander, the traipse and slink,
the shamble, shuffle, gallop and glide, 
the push against the beyond begins."
Sky Burial,"Q.  You’re Such a Disciplined Writer.  Were You Always That Way?


A.  When I was in graduate school, I worked part-time at a local
library.  I ran the used bookstore in the basement.  The money 
came  in handy.  There was plenty of time to study. 

I learned to know the regulars who talked about living with pain 
and waiting for bland meals to be delivered.

One sweltering afternoon I read about Tibetan body breakers 
who dismember corpses with their hatchets and flaying knives 
so the vultures will have an easier time.

I imagined my own body and the monks asking, “What did this 
one do?” And the answer would be, “Not much.”  As the hand I 
could have written with flew away from the wrist. "
Losing It,"What little I know, I hold closer, 
more dear, especially now
that I take the daily
reinvention of loss as my teacher.
I will never graduate from this college,
whose M.A. translates
“Master of Absence,”
with a subtext in the imperative:
Misplace Anything.
If there’s anything I want, it’s that more
people I love join the search party.
You were once renowned
among friends for your luck
in retrieving from the wayside
the perfect bowl for the kitchen,
or a hand carved deer, a pencil drawn
portrait of a young girl
whose brimming innocence
still makes me ache. Now
the daily litany of common losses
goes like this: Do you have
your wallet, keys, glasses, gloves,
giraffe? Oh dear, I forgot
my giraffe—that’s the preferred
response, but no: it’s usually
the glasses, the gloves, the wallet.
The keys I’ve hidden. 
I’ve signed you up for “safe return”
with a medallion (like a diploma)
on a chain about your neck.

Okay, today, this writing, 
I’m amused by the art of losing.  
I bow to Elizabeth Bishop, I try 
“losing faster”—but when I get 
frantic, when I’ve lost
my composure, my nerve, my patience, 
my compassion, I have only
what little I know
to save me. Here’s what I know:
it’s not absence I fear, but anonymity.
I remember taking a deep breath, 
stopped in my tracks.  I’d been
looking for an important document 
I had myself misplaced; 
high and low, no luck yet.  
I was “beside myself,”
so there may have indeed been
my double running the search party.
“Stop,” you said gently.  “I’ll go
get Margaret. She’ll know where it is.”
“But I’m Margaret,” I wailed.
“No, no.” You held out before me
a copy of one of my books,
pointing to the author’s photograph,
someone serious and composed.
“You know her. Margaret 
Gibson, the poet.” We looked 
into each others’ eyes a long time. 
The earth tilted on its axis, 
and what we were looking for,
each other and ourselves,
took the tilt, and we slid into each others’ arms, 
holding on for dear life, holding on. "
Cashel Man,"Cashel, Ireland, 2,000 B.C.


In ancient Ireland, bogs were sacred
areas; a cool wetland mirage meters 
deep of peat during demoralizing 
drought. Greenish-brown landscape 
of mystery, insufferably slow plant 
growth. What must a farmer have
thought as his wife offered a vessel
of golden butter to appease a merciless 
deity? He plunges his hand deep into
the bog, brings a handful of drenched
soil to his eyes, squeezes and watches
as his hairy forearms stain a deep rust.

At home, he listens to the tink tink
of his wife’s dull bronze bracelets
against her wan wrists. He thinks 
about the young King’s wife in all 
her finery. Would this Queen of hope 
sacrifice her coveted amulets to bring 
good rain? No, he turns his attention
to the King’s body; of average height,
imperially slim, easy to force him back
to the russet hill of his kingship initiation,
bludgeon him, revel in his failure to defend
himself, break at least two limbs, watch 

him writhe, listen as he squeaks for help, 
twist his limp, clothed body into the fetal 
position, cradle his offering with bloodied, 
bruised hands, trusting this delicate flesh
will nourish the goddess’s appetite."
Parties: A Hymn of Hate,"I hate Parties;
They bring out the worst in me.

There is the Novelty Affair,
Given by the woman
Who is awfully clever at that sort of thing.
Everybody must come in fancy dress;
They are always eleven Old-Fashioned Girls,
And fourteen Hawaiian gentlemen
Wearing the native costume
Of last season's tennis clothes, with a wreath around the neck.

The hostess introduces a series of clean, home games:
Each participant is given a fair chance
To guess the number of seeds in a cucumber,
Or thread a needle against time,
Or see how many names of wild flowers he knows.
Ice cream in trick formations,
And punch like Volstead used to make
Buoy up the players after the mental strain.
You have to tell the hostess that it's a riot,
And she says she'll just die if you don't come to her next party—
If only a guarantee went with that!

Then there is the Bridge Festival.
The winner is awarded an arts-and-crafts hearth-brush,
And all the rest get garlands of hothouse raspberries.
You cut for partners
And draw the man who wrote the game.
He won't let bygones be bygones;
After each hand
He starts getting personal about your motives in leading clubs,
And one word frequently leads to another.

At the next table
You have one of those partners
Who says it is nothing but a game, after all.
He trumps your ace
And tries to laugh it off.
And yet they shoot men like Elwell.

There is the Day in the Country;
It seems more like a week.
All the contestants are wedged into automobiles,
And you are allotted the space between two ladies
Who close in on you.
The party gets a nice early start,
Because everybody wants to make a long day of it—
They get their wish.
Everyone contributes a basket of lunch;
Each person has it all figured out
That no one else will think of bringing hard-boiled eggs.

There is intensive picking of dogwood,
And no one is quite sure what poison ivy is like;
They find out the next day.
Things start off with a rush.
Everybody joins in the old songs,
And points out cloud effects,
And puts in a good word for the colour of the grass.

But after the first fifty miles,
Nature doesn't go over so big,
And singing belongs to the lost arts.
There is a slight spurt on the homestretch,
And everyone exclaims over how beautiful the lights of the city look—
I'll say they do.

And there is the informal little Dinner Party;
The lowest form of taking nourishment.
The man on your left draws diagrams with a fork,
Illustrating the way he is going to have a new sun-parlour built on;
And the one on your right
Explains how soon business conditions will better, and why.

When the more material part of the evening is over,
You have your choice of listening to the Harry Lauder records,
Or having the hostess hem you in
And show you the snapshots of the baby they took last summer.

Just before you break away,
You mutter something to the host and hostess
About sometime soon you must have them over—
Over your dead body.

I hate Parties;
They bring out the worst in me."
Making Apple Sauce with My Dead Grandmother,"I dig her up and plop her down in a wicker chair.
She’s going to make applesauce and I’m going to get drunk.
She’s cutting worms out of the small green apples from the
     backyard
and I’m opening a bottle. It erects like a tower
in the city of my mouth.
The way she makes applesauce, it has ragged
strips of skin and spreads thickly over toast.
It’s famous; eating it is as close to God as I’m going to get,
but I don’t tell her. There’s a dishtowel wrapped around her head
to keep her jaw from falling slack—
Everything hurts.
But I don’t tell her that either. I have to stand at the call box
and see what words I can squeeze in. I’m getting worried.
If I dig her up and put her down in the wicker chair
I’d better be ready for the rest of the family
to make a fuss about it. I’d better bring her back right.
The whole house smells of cinnamon and dust.
We don’t speak. She’s piling up the worms, half-alive
in a silver bowl, she’s throwing them back into the ground
right where her body should be."
A Legacy,"All this noisy commotion isolated a fairly
small universe of nothing special.
I had faced the assistant to the incumbent, 
his failed face of poetry bottomless 
with self-pride and a satisfaction that fed his wolf. 
And he was a wolf
and when I scoffed at him 
with some penetration I could see the clamor 
of his wounds but also the vanity 
in his recognitions. He believed I was undeserving
and thought it his right to judge, and his
judgment, a stun gun, took
my gender and race and euthanized
its center, and he thought this 
was an extension of the occult, 
that it was the intuition 
of a bright star
affecting forward. 
I wanted him to see this in a particular
light but the particular worsened into 
a bruise of matter far more inhumane,
and I fell into its hole and he, with his glee,
had no idea, because his gender and race
gave him the privilege to look down
and see how my skeleton warped my will
but not the firmament of my broadness,
and what I know now as measuring across
power and enduring many luminary deficits
that come out of symptoms and their fallen edges. "
Flowers of Rad,"I want to write a poem as long as California
like lying on a couch forever
as a serious man takes notes on your dreams in a little book
maybe I mean I want to talk forever
but is there even a difference anyway
like my uncle who went walking
and never stopped
or that day on the LA Freeway
when a horse got loose, people freaking out 
cars honking and skidding 
and me and my sister rooting for the horse
who I still imagine, 20 years later
trotting around the LA Freeway
a living argument against time
as people drive right past her
without even noticing a horse 
she keeps on, at home in the gridlock
a phenomenon in the smog
we want to think she is looking for something
but she is past panic now
content, her heart a part of that freeway
unaware that I 
am the one telling this story
and in this version
no one listens to anyone’s dreams
and that couch is the one we broke off on
while your parents were gone 
blood on the cushion 
which wouldn’t come out
no matter what we tried
so we gave up 
and just laid there, sweating
in the bliss of thinking nothing
and somewhere 
a startled horse 
is not smashed by a semi
on the LA Freeway
on a summer day in 1988"
Dolphinating,"For Albert Goldbarth & Margarita Robles


Are you going to steal lines collect
manual typewriters 8 miles high the serotonin Albert
Goldbarth mentions the sugary night the howling
speeding most of all are you going to hobble here—
                                                             time travel?
a possible future burns your dolphin karma
forking out 500 lives from now 
Whitman in piyamas spotted leopard-like piercing
the unavoidable Void the obsessed B-B-Q where we swoop
Ersatz
          Mojo
                   Bruja    Hoodoo scribble
it is popping Hendrix in your head it is Joplin &
Flor Silvestre & Rosetta Tharpe & Itzpapalotl do you know 
how awake you are 
                                                         Noble 
                                               8 Fold Path
too dark 
too lightning
the visualization is next 
the Ukrainian purge the intercontinental money money
O Tsunami where is my crystal realized selfie
          O my love my next Warhol dream in 
     revolution rouge & where is
my electric emerald wand rain Vajra
roll the ink & fire stones     unfold the third eyes 
the ten million arms of Tara & Einstein
of compassion of mercy of nebula rails come alive
jellyfish flags i bow to you 
                  jellyfish world wheel of 
swish & suffering"
Journey aka OR7,"      What's his likeness amongst the north/south divide, amongst the
shifting winter light at high noon?
What's his call in the ghost of his likeness?  When is the full moon
full?  When will the warmth of his paw be a blessing,
his eyes friendly, his look the look of a god?
When will the wild forever be wild in the high rough, in the fallen
bark, in the scrub grass?  How far
will he see from afar in the snow haze?  How far?"
Monody to the Sound of Zithers,"I have wanted other things more than lovers … 
I have desired peace, intimately to know 
The secret curves of deep-bosomed contentment, 
To learn by heart things beautiful and slow. 
 
Cities at night, and cloudful skies, I’ve wanted;
And open cottage doors, old colors and smells a part; 
All dim things, layers of river-mist on river— 
To capture Beauty’s hands and lay them on my heart. 
 
I have wanted clean rain to kiss my eyelids, 
Sea-spray and silver foam to kiss my mouth.
I have wanted strong winds to flay me with passion; 
And, to soothe me, tired winds from the south. 
 
These things have I wanted more than lovers … 
Jewels in my hands, and dew on morning grass— 
Familiar things, while lovers have been strangers.
Friended thus, I have let nothing pass."
Tanka,"I.
Winter?   Spring?   Who knows?
     White buds from the plumtrees wing
And mingle with the snows.
No blue skies these flowers bring,
Yet their fragrance augurs Spring.
II.
Oh, were the white waves,
     Far on the glimmering sea
That the moonshine laves,
Dream flowers drifting to me,—
I would cull them, love, for thee.
III.
Moon, somnolent, white,
     Mirrored in a waveless sea,
What fickle mood of night
Urged thee from heaven to flee
And live in the dawnlit sea?
IV.
Like mist on the leas,
     Fall gently, oh rain of Spring
On the orange trees
That to Ume’s casement cling—
Perchance, she’ll hear the love-bird sing.
V.
Though love has grown cold
     The woods are bright with flowers,
Why not as of old
Go to the wildwood bowers
And dream of—bygone hours!
VI.
Tell, what name beseems
     These vain and wandering days!
Like the bark of dreams
That from souls at daybreak strays
They are lost on trackless ways.
VII.
Oh, climb to my lips,
     Frail muse of the amber wine!
Joy to him who sips
Cups of fragrant sake wine
Flowing from some fount divine.
VII.
If pleasures be mine
     As aeons and aeons roll by,
Why should I repine
That under some future sky
I may live as butterfly?
IX.
Were we able to tell
     When old age would come our way,
We would muffle the bell,
Lock the door and go away—
Let him call some other day."
A Toast,"To your voice, a mysterious virtue, 
to the 53 bones of one foot, the four dimensions of breathing,  

to pine, redwood, sworn-fern, peppermint,  
to hyacinth and bluebell lily,  

to the train conductor’s donkey on a rope, 
to smells of lemons, a boy pissing splendidly against the trees.  

Bless each thing on earth until it sickens,  
until each ungovernable heart admits: “I confused myself   

and yet I loved—and what I loved  
I forgot, what I forgot brought glory to my travels,  

to you I traveled as close as I dared, Lord.” "
C'est La Guerre,"If I see one more shred of pink rust come peeling off the face of this warehouse tonight. 

With my bouquet of railroad ties that I plucked from the Union Pacific who’ll witness me. 

When I’ve found the man who named the road on which you grew up and defaced him. 

And wearing his father’s crushed suit and his cufflinks I fire your name in his furrows. 

When I’ve poured his mother a whiskey and coffee and beer-back I’ll learn her our myth. 

We come from low country with deer ticks in our blood is that what they’re selling. 

In search of the black horse who spits on the hay and the barley and hunger strikes. 

Who lost the blue horse he loved and he’ll die with his eye on the wood where she fell. 

I fire your name in the furrows tonight for the ones who refuse to survive themselves. 

Who say every five seconds the nations of dead they tell me my job is assuage them. 

And every five seconds when I tear out their stitches I tear them out five seconds long. 

It is you with the planks of rotting down barns in your arms I am barreling toward. 

It is you from the jackshit connivances of yesterday’s scofflaw patrol I will kidnap. 

And who will say amen if I fell one more empire that was raised from a handful of litter.

And who will help quit our mothers who will not quit treading the rafters of savagery. 

And who will carry our fathers from the ditches where they crashed their radio flyers.  

With a bouquet of railroad ties in a crushed suit I will field you this question come winter. 

In the apocryphal gossip of sea kings my face is scrimshaw like they’ve never witnessed. 

He sunk himself like a dreadnaught into the sea to landmark her joy is that what they say. 

And who will witness me if I’m one page in a long book of ways to say no with no ending.

And if I come to your door come winter in crushed suit with the stitches to prove you."
