Poem Name,Poem Content
From “Will There Be Singing”,"^
By the end of the year, I was used to
things I hadn’t seen before, 
like a series of street brawls between fa and antifa 
that often absurdly tumbled 
into the Berkeley all organic full-of-strollers farmer’s market.
Used to hearing about friends’ emails caught up in various FOIAs.
Used to the social media posts about how someone somewhere 
was getting a gun and planned to show up where we worked. 
I should add that the DMs and the @s were rarely realized. 
The gun never arrived.
And if the threat was made good on it was just that moment when 
someone called up my boss and she hung up on them, confused.
If there was anything new about this moment
it was that there was no making sense of what was left and 
right in the way I had previously understood it,
which was as a convention.
The DMs came in from all different directions. 
One day an anonymous white nationalist, 
the next a well-known comrade angry in love 
and wanting to take it out on someone proximate, 
and then perhaps a blog post from someone 
who had been perfectly nice when last seen at a poetry reading
but now was very upset about something I had implied.
It was hard to decipher who was hating what on what day.
By the time the state was burning from both ends
and one end was called Paradise, 
we didn’t bother with the metaphor. 
Instead we just looked out the window, noticed the smoke, 
shut the window, stayed indoors, and kept on typing.
Later we joked,
now we know what we will be doing when the world burns.
We will be shutting the windows and catching up on email
finally.
^
I’m concerned about these other things. 
Or that is what I thought when they said 
they were worried I was losing my relationship to poetry.
It was still summer.
Still mid-afternoon.
There was a nice breeze.
We had half a day of this beauty before us and we knew it. 
Unhurried. Pleasure. 
We drank a beer that was fresh on the tongue 
in a new way. Light. Almost carbonated.
They said they were concerned
about me and my relationship to poetry.
In the afternoon sun, as the breeze blew softly,
I first protested to them not about poetry, 
but about poets. Their nationalism, their acquiescence 
but also their facebook and twitter accounts.
Their brags and their minor attacks, their politics.
Their prizes and their publications.
Their democratic party affiliations.
So I said to them I’m not concerned 
about my relationship to poetry
which regularly felt to me like that moment 
when you open your app and there are a bunch
of mentions and you haven’t posted anything a while
and all you can do is say today is so FML and start to work through them.
This is not the same as the oh no way of the Berkeley farmer’s market brawl,
not the state burning and burning again,
but still, how to write an epiphanic possibility in this sociality?
I had written for so long about being together, 
about how we were together like it or not.
I had used a metaphor of breath and of space.
I had embraced the epiphanic 
not just at the end of the poem, as was the lyric convention,
but sometimes I even made the whole poem epiphanic.
And that I couldn’t do anymore.
Lately there wasn’t any singing that I could hear. 
Just attempts. Dark times. 
Nothing about this terrible moment was new though.
It has always been a terrible moment.
And there have always been poets too.
And always poets writing the terrible nation into existence.
This is one reason I will never get a tramp stamp that says
poetry is my boyfriend.
^
I thought for a while there were two sorts of poets.
Poets who write the terrible nation into existence
and poets screwing around doing something else.
For years I was on team poets screwing around doing something else.
For years I had used poetry to slip away, 
elude the hold of the family, the coupleform, the policing of tradition, 
to pry open time into an endless stretch of possibility.
In that room where we try to pry open possibility.
When I first heard the avant garde 
I heard it as an opening. A door. A window,
Maybe a garage door.
A hole in the wall I could shimmy through.
I heard it as an opening. All sorts of openings.
I could make the hole. 
Or my pink crowbar could.
I would be writing and I would fall into the singing,
That whoosh. The singing whoosh.
And because at first I saw myself as someone who wanted
an opening in the tradition,
I split this whoosh up all the time. 
I fragmented it into words or took away its deictics.
Another friend, a poet, who no longer talks to me 
once gave me the image of the pink crowbar 
as a way of thinking about writing. 
Losing her was a loss all around. 
But to compensate for that loss 
I think often about pulling something open.
Although I’m fairly convinced she would grab 
the pink crowbar out of my hand if she saw me wielding it.
For years, there was that perfect moment after the reading
where we had to leave the bar because 
the couples were coming to buy their cocktails 
and we couldn’t figure out where to go.
Maybe it was Friday or Saturday night and all the bars
were full of people who were not talking about poetry
so we kept walking, looking in each bar and each one wrong.
Eventually the streets opened up and we were at the bridge
and there was a river and we walked across the open space to it
and climbed down its sides and sat there. 
We had bought some beers and a small glass flask of whiskey from a bodega.
We carried the cans and the flask in brown bags as a convention.
But we did not need this convention. 
If there was law, the law drove by, didn’t stop. 
Other things were. Night. Maybe moon. Water. Rats.
Sometimes drugs were involved.
We walked through Wall Street at 3 am and 
we rattled the locked doors of all the buildings, laughing
at their absurdity because we knew where it was at
and at was rattling the doors. 
^
During these days,
I would wake up and my head would hurt 
and then I would realize that in my dream 
I had said to myself that I should write some poetry.
But my dreams never explained to me why. 
Or how.
How to sing in these dark times?
It is true that I have been with poetry for a long time. 
Since I was a teenager.
Those loves of many years and our bodies changing together.
And yet also the deepening of this love. Despite.
That day with the breeze in the bar
And we said together, there needs to be some pleasure in the world. 
And next, poetry is the what is left of life.
And we pledged, more singing.
And we referenced by saying,
In the dark times. Will there also be singing? 
Yes, there will also be singing. About the dark times.
^
At night I thought if I just read all of Brecht, 
I would maybe find the singing.
So I began to read Brecht that night, 
in bed with my son while he too read before he went to sleep.
There was a new edition. 
It was hard to hold because it was so big.
I rested it on a pillow and I rested my head on a pillow
and I turned the pages looking for the singing.
I couldn’t find the singing.
After I started reading Brecht, 
I began sorting through my books. I had too many. 
As I pulled them off the shelves, blew off the dust,
I asked myself would I need it if there was a revolution.
It turned out that I thought I would for sure need
five translations of the Odyssey
and all the books of Susan Howe.
I kept all the plant books too.
The comfort of the Jespen Manual of Vascular Plants of California.
It’s an open question if the revolution will still need poetry,
its tradition and its resistance to that tradition.
But it will for sure need the Vascular Plants of California.
^
It’s always been a terrible moment.
But now I understand it as even more terrible.
The nation is for sure not my boyfriend.
But the land it claims,
though I don’t claim it,
I hold my love for this land on my underside, 
in a small pocket that eventually bursts to release my love spores.
I mean it is not a casual love. 
It is though a difficult one. Threatened. Invaded.
A friend is dying
as the scotch broom is putting out its nitrogen fixing roots
but our friendship died years before 
the seed pods open explosively
another friend has cancer
and last for eighty years
and yet another friend now in the world in some new way
but they are hard and survive rough transport through water
and mainly it was all the information 
fleshy and full of proteins in a way that interests ants 
we suddenly knew about everything
as the ants carry the seeds back to their nests creating dense infestations. 
A mixture of hell. A metaphor of resilience.
The scotch broom has so many tricks.
Grows in patches and as scattered individuals
with a total cover of about 15 percent and 35 percent, respectively.
As does the Tree of Heaven.
There is no space too polluted for it. 
It absorbs sulfur dioxide in its leaves.
It can withstand cement dust and fumes from coal tar operations, 
as well as resist ozone exposure relatively well. 
Even mercury. 
It grows fast, and even faster in California.
And once it starts, it shows up everywhere,
impossible to destroy.
Loves the fires.
Everything. Never ending.
Everything. Yet to come.
And yet the world and the leaves continue to exist. 
Yellow veins. Flowers.
Large, compound leaves. 
Arranged. Alternately on the stem.
11-33 leaflets. Occasionally up to 41.
One to three teeth on each side. Close to the base. 
Everything. Small.
Yellow-green to reddish. Flowers.
Everything. Panicles up to 30 cm long.
Everything."
[excerpt from] Alt-Nature,"In 1990 over 700 Cyprinella formosa, commonly known as Beautiful shiners, were expatriated from Mexico to southeast Arizona where the small fish, their flat metallic bodies colorful in love-making, were eradicated in the 60’s through water diversion and over-pumping of underground streams.
Very little is known of their reproduction, except desire for lush riparian communities, warm vegetation to hide their bulbous young.
*
Relocation arrives through many terms. Sentence, reservation, subject, dam. From New Mexico the Gila River spills west, pools behind Coolidge Dam beneath which San Carlos Apache graves are concealed by a concrete slab. A sentence opens lines for a subject, physical, it predicates. Building foundations soften into water-logged records where the trout swim low, warming.
*
Gila River Indian Community grew most dense in the early 1940’s against the tribe’s will as incarcerated Japanese and Japanese Americans were forced to barrack blocks by the hundreds.
There is little evidence of idleness, printed the Phoenix Republic in 1942. Tangible myths of the model incarcerated confirmed their confinement wholly productive. Families made model citizens, if one can be made citizen, by utility filled with their lungs.
What of the mega-annum shell sculpted birds.
The first arrived in July to dust waves. The straw sleep sacks they filled with their hands."
[My ancestors are empty words],"no pencil

on gelatine paper

no intricate live edge

of the Missouri

no breaking sod

to mine it for wheat

no magnate's gold to

drive our bodies into the fields

no wheat sliding east down

easements that pierce the treaty lands

no ghost of Dorothy

sits up in my body

no craft cocktail:

John Brown's Dugout              14 bucks             

no wet grass curls

above and beneath us

no tractorsfulls of

whiskey empties

no empty words

silting our throats up

no empty bowl

of cut-up peaches

no wombs lit

up with atrazine

no place but

that's just hearsay"
[untitled],"once, while on a coke binge,
and away from my mother,
my father drove his car
across the sand
and into the pacific ocean.
before he had done that,
he had given away
all of his possessions,
and eaten
a steak dinner.
he survived.
And then,
he was able
to torture us
with his aristocratic ascetic drama
for years to come.
you can take a pisces
to water,
and all it will do
is challenge them
to cry more than the sky;
i say this with admiration.
how would it serve me
to make this up.
like my father,
i sometimes threaten
to succumb to wounds
and don the trappings
of desires
disguised as needs.
you may know them:
the sensible shoe;
the classical beauty;
the manicured hand
offered in neoliberal compromise.
i once told konrad
about how i successfully destroy
my attraction to strangers.
i imagine them standing above me,
as i lay prone
before them in their bed,
watching as they try
to get themselves
hard and or wet.
then i imagine
their sheets,
the hovering echo
of their mother,
the amount of humidity
in their bedroom,
if they put music on,
how their underwear
tucks in and around
their ass—
and usually,
around this time,
i’ve lost all
interest in them—
“that is so virgo of you,”
konrad said, admiringly.
“that is 1,000 percent virgo.”
virgo could be
my gender, or
it could be
my sexuality.
virgo in narrative lust;
virgo in high fantasy;
virgo in unhappy ending.
i don’t know
what i like more:
the desire, or
the agonizing pleasure
of self-torture.
i like girls, but
girls
don’t seem to like me;
In That Way, at least.
i love women
and
i love men,
just as i love
all of g-d’s creatures;
but that doesn’t mean
that i want them,
or to be wanted by them.
hotly spayed virgin
in heat that i am,
i don’t think that
i have a gender,
but i can now
certainly have an orgasm.
i orgasmed
on my way
to the slaughterhouse;
i orgasmed
on the
kill floor.
i wouldn’t say
that the struggle
is between
masculine and feminine.
there’s nothing
that i’m attached to,
i assure you.
i pluck the sinew,
and hold the cup
marked by my lipstick
up to the cloud’s mouth.
i acquire the fear
that i don’t hear
the affect,
because i don't have
the affect.
i would say
that the struggle
is between
decidedly unmasculine
and afeminine.
the struggle
is between
indecision and not caring.
like all good
poor people and aristocrats,
i know how to have a good time.
why i refuse to
is my own problem.
like all good
leftists of a certain region,
i have never read marx
or the bible.
i know the gossip
well enough
to kneel and resist.
for example,
or perhaps,
for instance,
i was content enough
to be a corpse eater
among the lotus eaters,
and then a lotus eater
among the petroleuses.
and now,
i’m a petroleuse
among the corpse eaters."
In the Year of Permutations,"Go live with yourself after what you didn’t do.
Go and be left behind. Pre-package
                              your defense, tell yourself
                                                      you were doing
             your oath, guarding the futility of
            
                   your corrupted good,
              discerning the currency of some.
                                   As if them over all else.
                                         Over us.
                                    Above God and Spirit.
                                        
                          You over me, you think.
This is no shelter in justice not sheltering with
enclosure of soft iron a sheltering of injustices
into an inferno flooding of your crimes committed
and sheltered by most culprit of them all.
                      These nesting days come
outward springs of truth,
                    dismantle the old structures,
their impulse for colony—I am done
                                                    with it, the likes of you.
To perpetrate.
To perpetrate lack of closure, smolders of unrest.
To perpetrate long days alone, centuries gone deprived.
                             To be complicit in adding to the
                   perpetration of power on a neck,
                            there and shamed,
                             court of ancestors to disgrace
              you, seeing and to have done nothing.
Think you can be like them.
Work like them.
Talk like them.
Never truly to be accepted,
                                            always a pawn."
"Speaking of the future, Hamlet","is saying, someday this day will be over.  
A moon will presumably still be above:  
a bone quiet, an inflatable in the scene 
—the cool blue swimming pool  
it finds itself in. And I will want to be. 
My mother, the Queen, will want only  
my father, the King. All will be want  
& get. And I will be me. And O, O,  
Ophelia—will be the essence of love.  
The love of a sister. Or, the love of the  
brother. Compassion. Forgiveness.  
All will be want & get. We will all be  
together, on stage & in dress, reciting  
our lines: “What a fine day. What a  
wonderful way. To be.” No sirens. Fifty  
stars, a cloud. A drawing of an all-night  
sky. We’ll be there. You as you. And I. "
How will it feel months from now,"when the pink sliver of sky swims in  
through the window and you hear  
the high notes from the opera singer 
one story below. Angel of wishing,  
 
angel of fortune, the cart overturned, 
the small animals from the back  
of the truck flooding the highway.  
The keys keep making the piano be.  
 
I have only ever wanted the red sky  
to turn blue. It’s so beautiful 
when it sinks in. Hold me, closeness  
says. As long as I have sight, I’ll see.  
 
The walls of time dissolve whenever  
the lights are turned off. The lights  
that made the day so easy to be with.  
I fold myself away. No mirage  
 
of sirens hammering the glass front  
of the hospital down the block.  
Stars guide the eye across the sky.  
It will be like that. Again, and again.  "
ars poetica,"                                                you think I’m kind on the daily
                                                —and my healing
                                                always soft
                   you don’t see me 
                                                beat to the ground 
                                                the Forehead Man 
                                                & his Mouse-God friend—how 
                                                I bonked the lights out 
           from their faces til one 
                          had no teeth 
                     and the other—
                                                only a mouth 
                                                stuffed full of them—
           across this white field
                                                I use my own Pointy thing
                                                Stabbing—after all is always 
                                                Personal
     you see—they did not see 
                my Rage coming—
                                                said they wanted me
                                                to go Home—Go back
                                                their jaws cajoled— 
                                   Go back 
                                                to where you’re from-from
                                         & so 
                      they saw me Go
                                                & Go
                                                —with each blue 
                                                wide-eyed Stab— 
                               and Stab—
                           into the bone 
                    & mush of them—
                                                Gone—Home—
                   Home to my Rage
                                                and they—such slabs 
                                                of meat—
                                                                       Stayed"
Beauty That is Never Old,"When buffeted and beaten by life’s storms,
When by the bitter cares of life oppressed,
I want no surer haven than your arms,
I want no sweeter heaven than your breast.
When over my life’s way there falls the blight
Of sunless days, and nights of starless skies;
Enough for me, the calm and steadfast light
That softly shines within your loving eyes.
The world, for me, and all the world can hold
Is circled by your arms; for me there lies,
Within the lights and shadows of your eyes,
The only beauty that is never old."
Silhouette,"After Robert Minervini’s “Improvised Garden II (Water Street)”
more and more of my friends
are becoming parents or partners
to plants
i have lived long and short enough
to remember the homegirls who
danced non-stop until three a.m.
the moon a parabola to our party
i’ve grown up enough
to see them sing their favorite slow songs
to herbs and succulents on their windowsills
in homes they sowed from dreams
the same sister who once dug a heel into
a man’s oblique now steals thyme with me
off of suburban bushes after brunch
in my neighborhood
when a friend locked herself out—
the same person who loses wallets &
laptop chargers & saves my broken earrings
with a hot-glue gun in her backpack—
this pinay macguyver
has me breaking into her house at night
where we be tiptoeing over her
forest of planted avocado jars
into her dark room to find warmth
the one whose living room and bedroom
once resembled a flea market  
or a super fly thrift store
and sometimes ikea—
the one who let me stay
she pays full price for potters &
vases—pronounced with the short
& therefore expensive ‘a’ sound
one womxn named her garden
“grown and sexy”
bringing new meaning
to the phrase garden hoe.
another who tops burritos with
white sauce dots like queen anne’s lace
also commits the crime of eating
one half at a time, you know, meal planning
with a sweet tooth, she drinks all of her horchata
& knows how
my family loves orchids &
she brings me them for my birthday
or any other tuesday
just because.
my mentee once congratulated me with
mint & basil & lavender & rosemary—
sweet aromas gifted when i
was leaving a job that left me to rot
for another that was not  an office
with no windows, no green
the women in my life reroot
over oceans & provinces & planes to cultivate
a geography of trunks & limbs
reminding me that to decompose
is the chance to live again
my mother’s rose bushes open wide this spring
in her backyard without her
my mother’s body is buried in a plot
of other bodies without mine
isn’t a cemetery a garden
of all we’ve loved?
and isn’t a garden full
of already dead things?
those who bury their beloved
put the gentlest parts
of themselves into soil
my mother is a seed
    the first woman i cannot unplant
       cannot pull or twist back into my hands
her orchids bloom reaching
how delicately the petals hang off
their stakes like gold, glass bangles on wrists
against disco lights   against the ambiance of a food truck menu
like lip gloss    how bougainvillea spill onto sidewalks
like how the sun stays lit
during an eclipse
the flowers in my garden grow lively
& loving & hungry from pods & cinderblocks
my friends are florists
they water & cry & bloom & sleep
from loss & clay & unfolded laundry
sometimes we grow tired & tough
sometimes you have to open a cactus   to cut
pieces off so we don’t grow stuck
arranging the flowers
in my garden
is a lattice
a life lesson
on how
to grow
up."
Uncles,"The Bud Light crystallizing in the freezer
Hides high above a child’s reach
The Uncles table sits in the backyard of my mother’s house parties
The beer and barbecue footnote their good time
I go to greet them like daughter, like niece, like good girl,
They say. Like grown woman now, they say.
At what age did uncles stop seeing me as a little girl
Since when did they dress up my growth with their pick-up lines?
Each word sharpening a knife of bedside manner
Each nervous laugh covering up the names of women who don’t stay
Oh you’re a teacher now? They repeat with bedroom eyes
Teach me, they say. To my classroom, they say, I want to come.
The pork belly on the table I used to draw on as a kid
Curls in the cold air, sausage cackling char on the grill
Flatlining my red lips I paint for myself
My voice a fire extinguisher
Against all the family men who pretend family means
Things I can get away with
A myth of fragility trapping too many girls
Forced to call mercy
Each beer sip    a squeal silenced
Each man still a swine on the spit"
Monday Morning,"Twin Poets Al Mills and Nnamdi O. Chukwuocha perform “Monday Morning”
I imagine, you probably wake your kids up with a kiss on the forehead
Saying ""good morning sunshine"" as you help them make their beds
Your kids have a complete breakfast, then they go rinse, brush & floss
Put on their clean uniforms, grab their bag lunches then skip off to the garage
Then hear ""I love you and have a good day"" as they get dropped off
But Monday morning in my house is a little different than yours
Because somewhere on her travels home the past few nights, my mom got lost
Now I haven’t seen my mom in a day or two
There are no clean clothes or nothing to eat, so what am I supposed to do?
Yeah, I'm only 12 years old and I haven’t seen my mom all weekend
I not awaken by any I love you’s or alarm clock beeping
But by my little sister standing in my doorway asking me: what are we going to eat?
My little sister she is only 7, she doesn’t know any better
She dressed in the same dirty clothes she wore all last week
She keeps telling me she's hungry, asking me: what are we going to eat?
I say: mommy ain't here, go back to sleep
I got up around 11, while lil sis was still sleep
Hit the corner store and stole us some noodles and chips to eat
While we’re watching TV, my mom staggers back in from her long weekend
We barely looked up from our bowls, we just keep on eating
See this is Monday morning in my house
Love kept us silent—too afraid to hear the truth that might come out
Those unasked questions:
She doesn’t ask us: why we’re not in school?
We don’t ask her: where she’s been?
She doesn’t even ask: where the noodles came from?
She just asked me: to go make her some          
I said: it’s not anymore
Then I handed her my full bowl and walked out to go to the store to steal some more
As I open the door
  My social worker is standing there asking me: why am I not in school?
  And I say: Monday morning in my house is a little bit different than yours"
Hello Beautiful,"Twin Poets Al Mills and Nnamdi O. Chukwuocha perform “Hello Beautiful”
  Hello beautiful
Who you looking at like that?
I don't know why you keep looking at me like that.
Girl, I don't know why
You don't Let the corners of your mouth curl and point to the sky
And who are you looking at you with those old ugly eyes
Trying to tell me those little ugly lies
About how we not pretty enough
How our hair is too short and how our features are too strong and rough
I swear you need to get your eyes checked
Because here you go again with that same old mess
About how she look better and how you like her hair
But don't you think they’re saying the same thing when they look in the mirror
Blah blah blah, I heard it all before
You don't like our eyes, our nose, our cheekbones and your lips for sure
And don't even get me started on my pimples and blackheads
I wish mom would just get me some Proactive like the other kids
Then my skin would look better and everyone would tell me how cute I am
Snap out of it, when did hating our gifts become a part of the plan?
You think that you want to be like her
But she is just doing the same thing she saw somebody else do
The flyest thing of all is just you being you
So just smile because you can't be number two
Because there is only one you
So let's make a pact and agree
That when you look in the mirror from now on
You will be amazed at all the beauty you see
When you look at me: I want you to see
My face as a priceless jewel
A full sunflower, peach blossom in bloom
I want you to see all the marks of beauty that make me unique
Gaze at my features stroll your fingers down my cheek
See the rainbow that are my eyebrows, right above the roses that our my eyes
And in the middle of my coronation and lily cheeks is my lotus flower for a nose
While my mouth is as beautiful as jasmine and ginger
See my smile, notice I no longer have 2 lips
I have tulips, orchids and daises
I know to see me this way for the first time is amazing
But we’re in this together: me and you
And if you forever see the beauty in me, I'll forever show the beauty in you
When you look at me
I want you to smile and want to take a selfie
So when you greet me tomorrow morning and say hello beautiful
I won't be surprised
I'll just know you now you see the beautiful flower you are on the inside"
Dreams Are Illegal,"Twin Poets Al Mills and Nnamdi O. Chukwuocha perform “Dreams are Illegal”
  I had a dream
I had a dream that I was in America
I mean I was actually in the land of the beautiful
And the home of the brave
My boss came into my office and said
‘Hi Bob, how’s it going?
Why don’t you take off early and here is that raise”
As I pulled my Suburban, up to my suburban home
I checked the mail in the box
And saw that I was approved for another home equity loan
Girl scouts were there ringing the bell with cookies to sell
Of course, I bought a box
As Hillary quieted down Marmaduke, who had begun to bark
And later on, me—the wife & kids took a bike ride to the park
When we returned got back we had apple pie with ice cream on top
Then we buckled up and headed on down to the Redbox
To get some videos to watch
When we got in, the kids put on their pjs
And we met in the den
Relaxed on the couch for some family time watching videos
Then all these strangers turned to me and said:
What are you doing here? Don’t you know...
Dreams are Illegal in the Ghetto
Gunshots ring in the heat of the night
Followed by screams, violently disrupting my dreams
In my neighborhood
I don’t have to read the paper or watch the news
To know that something bad happen around here tonight
But once the ambulance leaves, the police sirens stop,
And the crowd disperses
The silence soaks into my soul, sobering my senses
In this often over-intoxicating society
I try to relax but the Devil just won’t let go
He keeps pointing to the signs that are posted all around me
That read: Dreams are Illegal
My neighborhood is the bottom of the barrel
Where drugs get mixed
Here there are no brothers and sisters
Just confused brothers and sisters
Here people drown in the backwash
Of the latest political scandal
In the midst of ghetto chaos dreams are quickly lost
The Devil is in sweet control
As dreams are stole
There is no honor amongst thieves
So dreams are stolen with ease
A high school graduate barely seventeen
Gives up her college dreams, for a pair of tight jeans
And a chance to be the next inner city queen
In the inner city checks and basketballs bounce with regularity
Life and death intermix with no disparity
Some children live for nothing, some children die for nothing
Everyday blue skies are gray
All they know is, they wanna make $doe
The Devil has them chasing a colorless rainbow
At the end there is no pot of gold, just a pot of steam
Which He exchanges for their dreams
Bona fide slaves are made in the Devil’s dream trade
Without dreams you are equivalent to being non-existent
Our children need to be told they can achieve
And that God bless those that hold on to their dreams
We have to take down the signs so that our children won’t know
That the Devil is trying to make dreams illegal...
 "
For One Dead,"What would you like, little bone-star?
Would the suicided person please stand up?
Would they please tell the height of their pain
            the very top of the trees of it
            where it extends dentricles upward
would we prefer their death or this saying of it?
they would sit with the right person
the right person
and tell their pain.
that person would build a shield around the pain
a thin wooden structure half circle uneven
fluted.
they would leave it there for three days.
on the third would pick it up
and say                      their words. What words they have.
This would be the listening & the telling."
